accepted_species,genus,family,n_islands,n_records
Cyrtostachys renda,Cyrtostachys,Arecaceae,34,207
Megaskepasma erythrochlamys,Megaskepasma,Acanthaceae,53,267
Litsea cordata,Litsea,Lauraceae,28,291
Ardisia crenata,Ardisia,Primulaceae,83,8132
Epithema longipetiolatum,Epithema,Gesneriaceae,8,21
Phyllanthus debilis,Phyllanthus,Phyllanthaceae,46,817
Lemna aequinoctialis,Lemna,Araceae,63,907
Ranunculus polyanthemos,Ranunculus,Ranunculaceae,159,2882
Annona mucosa,Annona,Annonaceae,21,79
Alliaria petiolata,Alliaria,Brassicaceae,251,276339
Cardiospermum microcarpum,Cardiospermum,Sapindaceae,50,311
Zanthoxylum armatum,Zanthoxylum,Rutaceae,42,381
Saponaria officinalis,Saponaria,Caryophyllaceae,286,27275
Heracleum maximum,Heracleum,Apiaceae,148,3461
Parietaria cretica,Parietaria,Urticaceae,48,137
Salix polaris,Salix,Salicaceae,100,1942
Ficus virgata,Ficus,Moraceae,66,2754
Macropiper latifolium,Macropiper,Piperaceae,24,132
Veronica beccabunga,Veronica,Plantaginaceae,177,174233
Polyscias scutellaria,Polyscias,Araliaceae,46,201
Hyoscyamus albus,Hyoscyamus,Solanaceae,97,1963
Hedychium coccineum,Hedychium,Zingiberaceae,15,509
Asparagus acutifolius,Asparagus,Asparagaceae,95,6531
Burckella obovata,Burckella,Sapotaceae,22,65
Begonia nelumbiifolia,Begonia,Begoniaceae,7,82
Oxybasis rubra,Oxybasis,Amaranthaceae,135,20100
Ipomoea carnea,Ipomoea,Convolvulaceae,100,652
Benstonea copelandii,Benstonea,Pandanaceae,8,54
Campanula giesekiana,Campanula,Campanulaceae,45,535
Castanopsis cuspidata,Castanopsis,Fagaceae,37,1126
Rheum rhabarbarum,Rheum,Polygonaceae,148,5609
Monteverdia laevigata,Monteverdia,Celastraceae,25,153
Knightia excelsa,Knightia,Proteaceae,14,12587
Melampyrum nemorosum,Melampyrum,Orobanchaceae,98,1937
Berchemia lineata,Berchemia,Rhamnaceae,28,304
Elaeocarpus stipularis,Elaeocarpus,Elaeocarpaceae,9,463
Bothriospermum zeylanicum,Bothriospermum,Boraginaceae,78,1853
Turraea pubescens,Turraea,Meliaceae,29,138
Forsythia intermedia,Forsythia,Oleaceae,38,465
Diospyros malabarica,Diospyros,Ebenaceae,12,75
Kalanchoe daigremontiana,Kalanchoe,Crassulaceae,70,349
Cicendia filiformis,Cicendia,Gentianaceae,40,3352
Toxicodendron sylvestre,Toxicodendron,Anacardiaceae,40,1179
Cayratia mollissima,Cayratia,Vitaceae,31,395
