"Data_source","Species","Family","Self-compatibility_index_FS","Self-compatibility_index_SFL","Autofertility_index_FS","Autofertility_index_SFL","Annual_Biennial","Listed_in_GloNAF","Number_GloNAF_Regions","Number_Native_Regions"
"Wolowski_etal_2013","Billbergia_distachia_distachia","Bromeliaceae","0.242186325","NA","0","NA","0","0","0","1"
"Matallana_etal_2010","Billbergia_euphemiae","Bromeliaceae","0","NA","0","NA","0","0","0","1"
"Matallana_etal_2010","Billbergia_horrida","Bromeliaceae","0","NA","0","NA","0","0","0","1"
"Matallana_etal_2010","Billbergia_vittata","Bromeliaceae","0","NA","0","NA","0","0","0","1"
"Lombello_Pinto-Maglio_2014","Bixa_orellana","Bixaceae","NA","NA","NA","NA","0","1","56","6"
"Ramsey_1995","Blandfordia_grandiflora","Blandfordiaceae","NA","NA","NA","NA","0","0","0","1"
"Ramsey_etal_1993","Blandfordia_grandiflora","Blandfordiaceae","NA","NA","NA","NA","0","0","0","1"
"Ramsey_Vaughton_1996","Blandfordia_grandiflora","Blandfordiaceae","NA","NA","NA","NA","0","0","0","1"
"Proenca_Gibbs_1994","Blepharocalyx_salicifolius","Myrtaceae","0","NA","0","NA","0","0","0","3"
"Chung_Chung_2005","Bletilla_striata","Orchidaceae","0.992290749","NA","0","NA","0","1","2","3"
"Roy_1995","Boechera_gunnisoniana","Brassicaceae","NA","NA","NA","NA","0","0","0","1"
"Roy_1995","Boechera_holboellii","Brassicaceae","NA","1","NA","1","0","0","0","8"
"Roy_1995","Boechera_lignifera","Brassicaceae","NA","NA","NA","NA","0","0","0","4"
"McMullen_1987","Boerhavia_tuberosa","Nyctaginaceae","1","1","1","1","1","0","0","1"
"Charpentier_etal_2000","Bolboschoenus_maritimus","Cyperaceae","NA","NA","NA","NA","0","1","4","33"
"Shapcott_etal_2010","Boronia_falcifolia","Rutaceae","0.990990991","0.731092437","0.626126126","0.579831933","0","0","0","1"
"Sunnichan_etal_2005","Boswellia_serrata","Burseraceae","NA","NA","0","NA","0","0","0","1"
"Bawa_1974","Bourreria_quirosii","Boraginaceae","0.121946375","0.168421053","NA","NA","0","0","0","3"
"Celebrezze_Paton_2004","Brachyloma_ericoides","Ericaceae","0","NA","0.243902439","NA","0","0","0","1"
"Horisaki_Niikura_2007","Brassica_rapa","Brassicaceae","NA","NA","NA","NA","1","1","262","0"
"Horisaki_Niikura_2007","Brassica_rapa_rapifera","Brassicaceae","NA","NA","NA","NA","1","1","262","0"
"Parsons_Hermanutz_2006","Braya_fernaldii","Brassicaceae","1","NA","NA","NA","0","0","0","1"
"Parsons_Hermanutz_2006","Braya_longii","Brassicaceae","1","NA","NA","NA","0","0","0","1"
"Zapata_Arroyo_1978","Bredemeyera_floribunda","Polygalaceae","0","0","NA","NA","0","0","0","3"
"Qiao_etal_2012","Bretschneidera_sinensis","Akaniaceae","0.35738572","NA","0","NA","0","0","0","3"
"Canela_Sazima_2005","Bromelia_antiacantha","Bromeliaceae","0.152173913","NA","0","NA","0","0","0","2"
"Gutierez_etal_2006","Bromus_auleticus","Poaceae","NA","NA","1","NA","0","0","0","2"
"Vale_etal_2013","Broughtonia_cubensis","Orchidaceae","NA","0.568965517","NA","0","0","0","0","1"
"Vale_etal_2011","Broughtonia_lindenii","Orchidaceae","1","NA","0","NA","0","0","0","1"
"Wee_etal_2014","Bruguiera_gymnorhiza","Rhizophoraceae","NA","NA","NA","NA","0","1","1","10"
"Jaimes_Ramirez_1997","Bryophyllum_pinnatum","Crassulaceae","1","0.800023515","1","0.634213827","1","1","143","1"
"Chen_etal_2011","Buddleja_davidii","Scrophulariaceae","NA","NA","NA","NA","0","1","73","1"
"Ebeling_etal_2012","Buddleja_davidii","Scrophulariaceae","NA","NA","NA","NA","0","1","73","1"
"Morales_Galetto_2003","Buddleja_mendozensis","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Chen_etal_2011","Buddleja_yunnanensis","Scrophulariaceae","NA","NA","NA","NA","0","0","0","1"
"Vaughton_Ramsey_2010","Bulbine_bulbosa","Xanthorrhoeaceae","NA","NA","NA","NA","0","0","0","1"
"Borba_etal_1999","Bulbophyllum_involutum","Orchidaceae","1","1","NA","NA","0","0","0","1"
"Borba_etal_1999","Bulbophyllum_ipanemense","Orchidaceae","0.886","0.759459459","NA","NA","0","0","0","1"
"Borba_etal_1999","Bulbophyllum_weddellii","Orchidaceae","0.631067961","1","NA","NA","0","0","0","1"
"Debandi_etal_2002","Bulnesia_retamo","Zygophyllaceae","0.373562232","0.110749186","0.085493562","0.005762967","0","0","0","1"
"Ramsey_Vaughton_2000","Burchardia_umbellata","Colchicaceae","NA","0.060027285","NA","NA","0","0","0","1"
"Bush_Beach_1995","Burmeistera_tenuifolia","Campanulaceae","NA","NA","NA","NA","0","0","0","1"
"Tandon_etal_2003","Butea_monosperma","Leguminosae","0.233229676","NA","0","NA","0","1","1","3"
"Lazaro_Traveset_2005","Buxus_balearica","Buxaceae","NA","NA","NA","NA","0","0","0","4"
"Bawa_1974","Byrsonima_crassifolia","Malpighiaceae","0.444444444","NA","NA","NA","0","0","0","6"
"Machado_etal_2006","Byrsonima_gardneriana","Malpighiaceae","0","NA","0","NA","0","0","0","1"
"Downing_Liu_2013","Byrsonima_lucida","Malpighiaceae","0.059064527","NA","0","NA","0","0","0","3"
"Ramirez_Brito_1990","Byttneria_scabra","Malvaceae","NA","NA","NA","NA","0","0","0","4"
"Bullock_1985","Caesalpinia_caladenia","Leguminosae","0.620689655","NA","NA","NA","0","0","0","1"
"Machado_etal_2006","Caesalpinia_calycina","Leguminosae","0","NA","0","NA","0","0","0","1"
"Bullock_1985","Caesalpinia_coriaria","Leguminosae","0.016666667","NA","NA","NA","0","1","4","5"
"Rambuda_Johnson_2004","Caesalpinia_decapetala","Leguminosae","0.860465116","0.987068966","0.813953488","0.840517241","0","1","44","5"
"Borges_etal_2009","Caesalpinia_echinata","Leguminosae","0","NA","0","NA","0","1","1","1"
"Bawa_1974","Caesalpinia_eriostachys","Leguminosae","0","NA","NA","NA","0","0","0","3"
"Bullock_1985","Caesalpinia_eriostachys","Leguminosae","0","NA","NA","NA","0","0","0","3"
"Aizen_Feinsinger_1994","Caesalpinia_gilliesii","Leguminosae","0.657142857","NA","0.085714286","NA","0","1","45","2"
"Morales_Galetto_2003","Caesalpinia_gilliesii","Leguminosae","0","NA","0.052631579","NA","0","1","45","2"
"Bullock_1985","Caesalpinia_pulcherrima","Leguminosae","1","NA","NA","NA","0","1","107","0"
"Leite_Machado_2010","Caesalpinia_pyramidalis","Leguminosae","0","NA","0","NA","0","0","0","1"
"Bullock_1985","Caesalpinia_sclerocarpa","Leguminosae","0","NA","NA","NA","0","0","0","1"
"Thrall_etal_2000","Cakile_maritima","Brassicaceae","0.193214666","NA","0.04929256","NA","1","1","57","8"
"Havens_Holland_1998","Calamagrostis_insperata","Poaceae","NA","NA","0.403537736","NA","0","0","0","3"
"Arroyo_Uslar_1993","Calandrinia_compressa","Portulacaceae","NA","NA","NA","NA","1","1","2","2"
"Arroyo_Uslar_1993","Calandrinia_prostrata","Portulacaceae","1","0.991764706","0.9778","0.990588235","1","0","0","1"
"Arroyo_Uslar_1993","Calceolaria_purpurea","Calceolariaceae","0.244468891","0.048627719","0","NA","0","0","0","1"
"Arroyo_Uslar_1993","Calceolaria_thyrsiflora","Calceolariaceae","NA","NA","NA","NA","0","0","0","1"
"Gituru_etal_2002","Caldesia_grandis","Alismataceae","NA","NA","NA","NA","0","0","0","3"
"Gituru_etal_2002","Caldesia_parnassifolia","Alismataceae","NA","NA","NA","NA","0","1","1","21"
"Zapata_Arroyo_1978","Calliandra_laxa","Leguminosae","0","0","NA","NA","0","0","0","4"
"Mahy_Jacquemart_1998","Calluna_vulgaris","Ericaceae","0.478527607","0.064516129","0.111451943","0.002059025","0","1","26","8"
"Mahy_Jacquemart_1999","Calluna_vulgaris","Ericaceae","0.925531915","NA","NA","NA","0","1","26","8"
"Firmage_Cole_1988","Calopogon_tuberosus","Orchidaceae","0.891566265","NA","0","NA","0","0","0","7"
"Arroyo_Uslar_1993","Calycera_sessiliflora","Calyceraceae","NA","NA","NA","NA","1","0","0","1"
"Santos_etal_2012","Cambessedesia_espora","Melastomataceae","0.878787879","NA","0","NA","0","0","0","1"
"Santos_etal_2012","Cambessedesia_regnelliana","Melastomataceae","0.515570934","NA","0","NA","0","0","0","1"
"Groeneveld_Klein_2014","Camelina_sativa","Brassicaceae","0.98153217","1","0.884847173","0.984059511","1","1","74","10"
"Ozaki_etal_2003","Camellia_japonica","Theaceae","0.261168385","0.026018655","NA","NA","0","1","9","1"
"Aegisdottir_2007","Campanula_thyrsoides","Campanulaceae","NA","NA","NA","NA","0","0","0","3"
"Aegisdottir_Thorhallsdottir_2006","Campanula_uniflora","Campanulaceae","NA","NA","NA","NA","0","0","0","10"
"Proenca_Gibbs_1994","Campomanesia_pubescens","Myrtaceae","0.089333333","NA","0.070666667","NA","0","0","0","2"
"Proenca_Gibbs_1994","Campomanesia_velutina","Myrtaceae","0","NA","0","NA","0","0","0","1"
"Rodriguez-Rodriguez_Valido_2011","Canarina_canariensis","Campanulaceae","0.466749792","0.295421512","0.021820449","NA","0","0","0","1"
"Matallana_etal_2010","Canistrum_aurantiacum","Bromeliaceae","NA","NA","NA","NA","0","0","0","1"
"Matallana_etal_2010","Canistrum_fragrans","Bromeliaceae","1","NA","0.847457627","NA","0","0","0","1"
"Rambuda_Johnson_2004","Canna_indica","Cannaceae","0.802631579","0.744274809","1","1","0","1","147","9"
"Nayak_Davidar_2010a","Canthium_coromandelicum","Rubiaceae","NA","NA","NA","NA","0","0","0","1"
"Ramirez_Brito_1990","Caperonia_palustris","Euphorbiaceae","1","0.835897436","0.155092245","1","1","1","5","9"
"Nayak_Davidar_2010a","Capparis_brevispina","Capparaceae","0.494325347","NA","0.242118537","NA","0","0","0","1"
"Nayak_Davidar_2010b","Capparis_brevispina","Capparaceae","NA","NA","NA","NA","0","0","0","1"
"Machado_etal_2006","Capparis_jacobinae","Capparaceae","0.052325581","NA","0","NA","0","0","0","1"
"Bawa_etal_1985","Capparis_pittieri","Capparaceae","0","NA","NA","NA","0","0","0","2"
"Nayak_Davidar_2010a","Capparis_zeylanica","Capparaceae","0.065063649","NA","0.056577086","NA","0","0","0","4"
"Nayak_Davidar_2010b","Capparis_zeylanica","Capparaceae","NA","NA","NA","NA","0","0","0","4"
"McMullen_1987","Capsicum_annuum","Solanaceae","1","1","0.633053221","0.638483965","0","1","172","9"
"Motten_1986","Cardamine_angustata","Brassicaceae","0.266666667","NA","0.1","NA","0","0","0","2"
"Stenstrom_1999","Carex_bigelowii","Cyperaceae","NA","NA","0.750086735","NA","0","0","0","15"
"Bartomeus_Vila_2009","Carpobrotus_acinaciformis","Aizoaceae","NA","NA","NA","NA","0","1","14","1"
"Suehs_etal_2005","Carpobrotus_acinaciformis","Aizoaceae","NA","NA","NA","NA","0","1","14","1"
"Vila_etal_1998","Carpobrotus_chilensis","Aizoaceae","NA","NA","NA","NA","0","1","7","1"
"Suehs_etal_2005","Carpobrotus_edulis","Aizoaceae","NA","NA","NA","NA","0","1","48","1"
"Vila_etal_1998","Carpobrotus_edulis","Aizoaceae","NA","NA","NA","NA","0","1","48","1"
"Berry_Calvo_1989","Carramboa_badilloi","Compositae","NA","NA","NA","NA","0","0","0","1"
"Shao_etal_2012","Carthamus_tinctorius","Compositae","NA","NA","NA","NA","1","1","81","0"
"Bawa_etal_1985","Casearia_arborea","Salicaceae","0.083333333","NA","NA","NA","0","0","0","6"
"Bawa_etal_1985","Casearia_corymbosa","Salicaceae","0.038461538","NA","NA","NA","0","1","1","4"
"Bullock_1985","Casearia_corymbosa","Salicaceae","0.02173913","NA","NA","NA","0","1","1","4"
"Bullock_1985","Casearia_tremula","Salicaceae","0","NA","NA","NA","0","0","0","5"
"Miyajima_2004","Catharanthus_roseus","Apocynaceae","NA","NA","NA","NA","0","1","210","1"
"Smidt_etal_2006","Cattleya_elongata","Orchidaceae","0.872093023","NA","0","NA","0","0","0","1"
"Smidt_etal_2006","Cattleya_tenuis","Orchidaceae","1","NA","0","NA","0","0","0","1"
"Wang_etal_2005a","Caulokaempferia_coenobialis","Zingiberaceae","0.979175174","NA","0.775112291","NA","0","0","0","1"
"Hannan_Prucher_1996","Caulophyllum_giganteum","Berberidaceae","0.117","0.093333333","NA","0.013333333","0","0","0","3"
"Hannan_Prucher_1996","Caulophyllum_thalictroides","Berberidaceae","NA","NA","NA","NA","0","0","0","5"
"Gribel_etal_1999","Ceiba_pentandra","Malvaceae","0","0","NA","NA","0","1","52","11"
"Maddox_etal_1996","Centaurea_solstitialis","Compositae","NA","NA","NA","NA","1","1","96","7"
"Petanidou_etal_2012","Centaurea_solstitialis","Compositae","NA","0.4802226","NA","0.319597601","1","1","96","7"
"Sun_Ritland_1998","Centaurea_solstitialis","Compositae","NA","NA","NA","NA","1","1","96","7"
"Cardel_Koptur_2010","Centrosema_virginianum","Leguminosae","1","0.473372781","0.0002","NA","0","1","3","10"
"Imbert_Richards_1993","Cephalanthus_occidentalis","Rubiaceae","0.130434783","NA","NA","NA","0","0","0","9"
"Grundt_etal_1999","Cerastium_alpinum","Caryophyllaceae","NA","NA","NA","NA","0","0","0","7"
"Totland_Schulte-Herbr?ggen_2003","Cerastium_alpinum","Caryophyllaceae","NA","NA","NA","NA","0","0","0","7"
"Totland_Schulte-Herbr?ggen_2003","Cerastium_cerastoides","Caryophyllaceae","NA","NA","NA","NA","0","0","0","10"
"Razanajatovo_vanKleunen_unpubl","Cerastium_tomentosum","Caryophyllaceae","NA","NA","NA","NA","0","1","55","1"
"Aizen_Feinsinger_1994","Cercidium_praecox_glaucum","Leguminosae","0.03125","NA","0","NA","0","0","0","4"
"Russell_etal_1998","Cercocarpus_ledifolius","Rosaceae","0.759036145","NA","NA","NA","0","0","0","2"
"Nassar_etal_1997","Cereus_horrispinus","Cactaceae","0","NA","0","NA","0","0","0","1"
"Rojas-Sandoval_Melendez-Ackerman_2009","Cereus_portoricensis","Cactaceae","0.723076923","0.718157182","0","0","0","0","0","1"
"Nassar_etal_1997","Cereus_repandus","Cactaceae","0","NA","0","NA","0","1","7","2"
"Coupland_etal_2006","Ceriops_australis","Rhizophoraceae","NA","NA","0.424686192","NA","0","0","0","2"
"Rambuda_Johnson_2004","Cestrum_aurantiacum","Solanaceae","NA","NA","NA","NA","0","1","14","2"
"Morales_Galetto_2003","Cestrum_parqui","Solanaceae","0.14","NA","0.26","NA","0","1","45","3"
"Arroyo_Uslar_1993","Chaetanthera_moenchioides","Compositae","NA","NA","NA","NA","1","0","0","1"
"Costa_etal_2013","Chamaecrista_blanchetii","Leguminosae","0.744360902","0.483568075","0","0","0","0","0","1"
"Costa_etal_2013","Chamaecrista_chapadae","Leguminosae","1","1","0","0","0","0","0","1"
"Costa_etal_2013","Chamaecrista_confertiformis","Leguminosae","0.856","0.920634921","0","0","0","0","0","1"
"Machado_etal_2006","Chamaecrista_cytisoides","Leguminosae","0.665","NA","0","NA","0","0","0","1"
"Costa_etal_2013","Chamaecrista_desvauxii_graminea","Leguminosae","0.971014493","0.339622642","0","0","0","0","0","6"
"Costa_etal_2013","Chamaecrista_desvauxii_latistipula","Leguminosae","0.842857143","0.665413534","0","0","0","0","0","6"
"Costa_etal_2013","Chamaecrista_glaucofilix","Leguminosae","1","0.73245614","0","0","0","0","0","1"
"Liu_Koptur_2003","Chamaecrista_lineata_keyensis","Leguminosae","0.89889526","NA","0","NA","0","0","0","4"
"Jaimes_Ramirez_1997","Chamaecrista_nictitans_pilosa","Leguminosae","0.148511716","1","0.026757441","0.035989717","0","1","9","12"
"Machado_etal_2006","Chamaecrista_ramosa_curvifolia","Leguminosae","0.833333333","NA","0","NA","0","0","0","5"
"Costa_etal_2013","Chamaecrista_rotundifolia_grandiflora","Leguminosae","1","0.272727273","0","0","0","1","23","6"
"vanKleunen_etal_2008","Chasmanthe_aethiopica","Iridaceae","NA","NA","NA","NA","0","1","6","1"
"vanKleunen_etal_2008","Chasmanthe_floribunda","Iridaceae","NA","NA","NA","NA","0","1","19","1"
"Pailler_etal_1998","Chassalia_corallioides","Rubiaceae","NA","NA","NA","NA","0","0","0","1"
"Razanajatovo_vanKleunen_2016","Chelidonium_majus","Papaveraceae","NA","NA","NA","NA","0","1","51","11"
"Barrett_Helenurm_1987","Chimaphila_umbellata","Ericaceae","1","NA","0.144","NA","0","1","1","18"
"Johnson_etal_2009b","Chironia_krebsii","Gentianaceae","NA","NA","0.955","NA","1","0","0","1"
"Lehnebach_Riveros_2003","Chloraea_lamellata","Orchidaceae","0.684210526","0.938669775","0","0","0","0","0","1"
"Sanguinetti_2012","Chloraea_membranacea","Orchidaceae","0.98215","NA","NA","NA","0","0","0","2"
"Rambuda_Johnson_2004","Chromolaena_odorata","Compositae","NA","NA","NA","NA","0","1","76","9"
"Rego_etal_2012","Cipocereus_laniflorus","Cactaceae","0","NA","0","NA","0","0","0","1"
"Pansarin_etal_2006","Cirrhaea_dependens","Orchidaceae","0.971428571","NA","0","NA","0","0","0","1"
"Arroyo_Uslar_1993","Cistanthe_grandiflora","Portulacaceae","0.7647","0.697597173","0.7857","0.600989399","1","0","0","1"
"Gonzalez_Perez_2010","Cistanthe_grandiflora","Portulacaceae","NA","NA","NA","NA","1","0","0","1"
"Gonzalez_Perez_2010","Cistanthe_longiscapa","Portulacaceae","NA","NA","NA","NA","1","0","0","1"
"Blasco_Mateu_1995","Cistus_albidus","Cistaceae","0.366320952","0.374961264","0","0","0","0","0","3"
"Boscaiu_Guemes_2001","Cistus_heterophyllus_carthaginensis","Cistaceae","0","0","0","0","NA","0","0","1"
"Talavera_etal_1993","Cistus_ladanifer","Cistaceae","0","NA","NA","NA","0","1","6","2"
"Chacoff_Aizen_2007","Citrus_paradisi","Rutaceae","0.802531646","0.727272727","0.387341772","0","0","1","12","0"
"Snyder_Richards_2005","Cladium_mariscus_jamaicense","Cyperaceae","0.983870968","0.983870968","0.173498107","0.173498107","0","1","1","24"
"Motten_1986","Claytonia_virginica","Montiaceae","NA","NA","NA","NA","0","0","0","5"
"Jiang_etal_2010","Clematis_akebioides","Ranunculaceae","1","0.904210005","0.972972973","0.741654284","0","0","0","1"
"Jiang_etal_2010","Clematis_chrysocoma","Ranunculaceae","0.871794872","0.303412616","0.256410256","0.058945191","0","0","0","1"
"Jiang_etal_2010","Clematis_rehderiana","Ranunculaceae","0.948717949","0.754754098","0.794871795","0.666557377","0","0","0","2"
"Cane_2008","Cleome_lutea","Cleomaceae","1","1","0.884615385","0.758241758","1","0","0","5"
"Cane_2008","Cleome_serrulata","Cleomaceae","0.888888889","0.767676768","0.53968254","0.196248196","1","1","11","7"
"McMullen_1987","Clerodendrum_villosum","Lamiaceae","0.3","0.375","0.65","0.625","0","0","0","4"
"McMullen_2011","Clerodendrum_villosum","Lamiaceae","0.742041435","NA","0.48762001","NA","0","0","0","4"
"Rathcke_1998","Clethra_alnifolia","Clethraceae","NA","NA","NA","NA","0","1","1","4"
"Reed_2006","Clethra_alnifolia","Clethraceae","0.965","0.221603512","NA","NA","0","1","1","4"
"Ramirez_Brito_1990","Clidemia_capitellata","Melastomataceae","1","0.916370688","NA","NA","0","0","0","7"
"Barrett_Helenurm_1987","Clintonia_borealis","Liliaceae","0.831408776","0.35704698","0.326789838","0.174496644","0","0","0","5"
"Dorken_Husband_1999","Clintonia_borealis","Liliaceae","0.37962963","0.136996161","0.037037037","0.000479846","0","0","0","5"
"Traveset_1995","Cneorum_tricoccon","Rutaceae","0.724600757","NA","0.11726958","NA","0","0","0","2"
"Leite_Machado_2010","Cochlospermum_regium","Bixaceae","0.697674419","NA","0","NA","0","0","0","3"
"Bawa_1974","Cochlospermum_vitifolium","Bixaceae","0","NA","NA","NA","0","1","7","5"
"Bullock_1985","Cochlospermum_vitifolium","Bixaceae","0","NA","NA","NA","0","1","7","5"
"Ren_etal_2014","Codonopsis_subglobosa","Campanulaceae","0.945026461","0.539024974","0.504050113","0.101412272","0","0","0","1"
"Liu_etal_2013","Coelogyne_fimbriata","Orchidaceae","0","NA","NA","NA","0","0","0","4"
"Liu_etal_2013","Coelogyne_rigida","Orchidaceae","0","NA","0","NA","0","0","0","3"
"Berry_Calvo_1989","Coespeletia_moritziana","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Coespeletia_spicata","Compositae","NA","NA","NA","NA","0","0","0","1"
"Berry_Calvo_1989","Coespeletia_timotensis","Compositae","NA","NA","NA","NA","0","0","0","1"
"Klein_etal_2003","Coffea_arabica","Rubiaceae","0.798483207","NA","0.747562297","NA","0","1","69","2"
"Klein_etal_2003","Coffea_canephora","Rubiaceae","0.116166391","NA","0.421177027","NA","0","1","11","5"
"Medan_Basilio_2001","Colletia_spinosissima","Rhamnaceae","0.409090909","NA","0.476325758","NA","0","0","0","2"
"Kalisz_etal_1999","Collinsia_verna","Plantaginaceae","NA","NA","NA","NA","1","0","0","4"
"Bush_Beach_1995","Columnea_magnifica","Gesneriaceae","1","NA","NA","NA","0","0","0","1"
"Bush_Beach_1995","Columnea_microcalyx","Gesneriaceae","0.671641791","NA","NA","NA","0","1","3","1"
"Ramos_etal_2005","Comanthera_mucugensis","Eriocaulaceae","0.967058824","NA","0.075294118","NA","0","0","0","1"
"Somme_etal_2014","Comarum_palustre","Rosaceae","0.932155716","NA","0.264851485","NA","0","0","0","16"
"Machado_etal_2006","Combretum_leprosum","Combretaceae","0","NA","0","NA","0","0","0","3"
"Machado_etal_2006","Combretum_pisonioides","Combretaceae","0","NA","0","NA","0","0","0","1"
"Jaimes_Ramirez_1997","Commelina_diffusa","Commelinaceae","0.705783537","0.639175258","0.674946004","0.515463918","1","1","62","24"
"Oziegbe_etal_2013","Commelina_diffusa","Commelinaceae","NA","NA","NA","NA","1","1","62","24"
"Oziegbe_etal_2013","Commelina_erecta","Commelinaceae","NA","NA","NA","NA","0","1","2","21"
"Oziegbe_etal_2013","Commelina_lagosensis","Commelinaceae","NA","NA","NA","NA","0","0","0","3"
"Leite_Machado_2010","Commiphora_leptophloeos","Burseraceae","NA","NA","NA","NA","0","0","0","3"
