accepted_species,genus,family,n_islands,n_records
Diospyros vaccinioides,Diospyros,Ebenaceae,6,33
Sempervivum globiferum,Sempervivum,Crassulaceae,27,110
Gentiana algida,Gentiana,Gentianaceae,15,321
Spondias malayana,Spondias,Anacardiaceae,15,87
Tetrastigma dichotomum,Tetrastigma,Vitaceae,14,100
Viola ovatooblonga,Viola,Violaceae,22,1358
Dipterocarpus validus,Dipterocarpus,Dipterocarpaceae,6,68
Catalpa longissima,Catalpa,Bignoniaceae,9,104
Horsfieldia brachiata,Horsfieldia,Myristicaceae,7,48
Marah oregana,Marah,Cucurbitaceae,12,247
Proiphys amboinensis,Proiphys,Amaryllidaceae,30,78
Byrsonima verbascifolia,Byrsonima,Malpighiaceae,5,22
Clarkia amoena,Clarkia,Onagraceae,26,665
Scurrula fusca,Scurrula,Loranthaceae,6,16
Iris orientalis,Iris,Iridaceae,21,598
Pimelea urvilleana,Pimelea,Thymelaeaceae,7,125
Pachycereus schottii,Pachycereus,Cactaceae,13,46
Garcinia decipiens,Garcinia,Clusiaceae,4,133
Limonium arboreum,Limonium,Plumbaginaceae,5,55
Aechmea smithiorum,Aechmea,Bromeliaceae,7,22
Xanthophyllum stipitatum,Xanthophyllum,Polygalaceae,6,203
Dianella latissima,Dianella,Asphodelaceae,7,64
Protium macgregorii,Protium,Burseraceae,5,60
Valeriana fauriei,Valeriana,Caprifoliaceae,25,426
Impatiens alboflava,Impatiens,Balsaminaceae,1,140
Luzula luzuloides,Luzula,Juncaceae,49,1422
Hypericum pseudopetiolatum,Hypericum,Hypericaceae,8,1196
Aristolochia gaudichaudii,Aristolochia,Aristolochiaceae,4,8
Mitella nuda,Mitella,Saxifragaceae,21,196
Buddleja weyeriana,Buddleja,Scrophulariaceae,11,71
Cyanotis ciliata,Cyanotis,Commelinaceae,9,156
Geissois racemosa,Geissois,Cunoniaceae,2,102
Combretum acuminatum,Combretum,Combretaceae,7,17
Saurauia ceramica,Saurauia,Actinidiaceae,2,4
Papaver pinnatifidum,Papaver,Papaveraceae,26,533
Pelargonium peltatum,Pelargonium,Geraniaceae,15,49
Ilex guianensis,Ilex,Aquifoliaceae,6,7
Kayea lepidota,Kayea,Calophyllaceae,3,9
Ternstroemia oligostemon,Ternstroemia,Pentaphylacaceae,3,10
Hibbertia tomentosa,Hibbertia,Dilleniaceae,5,21
Burasaia madagascariensis,Burasaia,Menispermaceae,4,532
Passiflora mixta,Passiflora,Passifloraceae,5,88
Dioscorea futschauensis,Dioscorea,Dioscoreaceae,4,15
Verbena aristigera,Verbena,Verbenaceae,10,20
Mitrasacme neglecta,Mitrasacme,Loganiaceae,4,13
Gagea fibrosa,Gagea,Liliaceae,11,37
Pittosporum ligustrifolium,Pittosporum,Pittosporaceae,4,61
Palmeria hypotephra,Palmeria,Monimiaceae,2,2
Eriocaulon nantoense,Eriocaulon,Eriocaulaceae,2,34
Heimia salicifolia,Heimia,Lythraceae,7,14
Korthalsella gaudichaudii,Korthalsella,Viscaceae,3,26
Euploca paniculata,Euploca,Heliotropiaceae,6,7
Symplocos puberula,Symplocos,Symplocaceae,3,7
Pisonia tahitensis,Pisonia,Nyctaginaceae,5,46
Cordia cochinchinensis,Cordia,Cordiaceae,3,17
Capparis lasiantha,Capparis,Capparaceae,4,10
Goeppertia indecora,Goeppertia,Marantaceae,3,8
Nepenthes macrovulgaris,Nepenthes,Nepenthaceae,1,100
Lechenaultia peregrina,Lechenaultia,Goodeniaceae,5,9
Hymenopus macrophyllus,Hymenopus,Chrysobalanaceae,2,30
Utricularia warburgii,Utricularia,Lentibulariaceae,5,13
Stuckenia filiformis x pectinata,Stuckenia,Potamogetonaceae,10,19
Smilax rufescens,Smilax,Smilacaceae,6,22
Oxalis novae-guineensis,Oxalis,Oxalidaceae,4,14
Gordonia portoricensis,Gordonia,Theaceae,2,12
Tuberaria praecox,Tuberaria,Cistaceae,5,78
Epimedium versicolor,Epimedium,Berberidaceae,3,86
Carpinus japonica,Carpinus,Betulaceae,9,3175
Foetidia obliqua,Foetidia,Lecythidaceae,2,222
Magnolia betongensis,Magnolia,Magnoliaceae,2,69
Gomphia obtusifolia,Gomphia,Ochnaceae,2,426
Erythroxylum nossibeense,Erythroxylum,Erythroxylaceae,2,42
Bonnaya veronicifolia,Bonnaya,Linderniaceae,3,3
Viburnum venosum,Viburnum,Viburnaceae,6,26
Drypetes capuronii,Drypetes,Putranjivaceae,2,246
Oscularia deltoides,Oscularia,Aizoaceae,3,104
Hydrangea platyarguta,Hydrangea,Hydrangeaceae,3,218
Haloragis heterophylla,Haloragis,Haloragaceae,3,323
Connarus winkleri,Connarus,Connaraceae,2,18
Roucheria columbiana,Roucheria,Linaceae,2,6
Trema angustifolium,Trema,Cannabaceae,5,69
Ryparosa cauliflora,Ryparosa,Achariaceae,2,2
Colchicum montanum,Colchicum,Colchicaceae,2,3
Alangium oblongum,Alangium,Cornaceae,3,33
Bourreria bosseri,Bourreria,Ehretiaceae,1,132
Seetzenia lanata,Seetzenia,Zygophyllaceae,3,16
Buxus leivae,Buxus,Buxaceae,1,15
Najas canadensis,Najas,Hydrocharitaceae,6,10
Trillium hagae,Trillium,Melanthiaceae,2,13
Drosera linearis,Drosera,Droseraceae,2,20
Rumicastrum brevipedatum,Rumicastrum,Montiaceae,2,17
Carallia eugenioidea,Carallia,Rhizophoraceae,2,3
Pentachlaena orientalis,Pentachlaena,Sarcolaenaceae,1,69
Phlox stolonifera,Phlox,Polemoniaceae,2,18
Pyrenacantha andapensis,Pyrenacantha,Icacinaceae,1,15
Polyosma gitingensis,Polyosma,Escalloniaceae,1,3
Albidella glandulosa,Albidella,Alismataceae,2,5
Gastrolepis alticola,Gastrolepis,Stemonuraceae,1,12
Glossostigma submersum,Glossostigma,Phrymaceae,2,10
Xyris desquamata,Xyris,Xyridaceae,1,9
Desmocladus flexuosus,Desmocladus,Restionaceae,2,3
Laumoniera bruceadelpha,Laumoniera,Simaroubaceae,1,9
Thismia coronata,Thismia,Burmanniaceae,1,6
Ribes multiflorum,Ribes,Grossulariaceae,1,55
Forstera purpurata,Forstera,Stylidiaceae,1,144
Nothofagus magelhaenica,Nothofagus,Nothofagaceae,1,18
Gymnostoma glaucescens,Gymnostoma,Casuarinaceae,1,27
Sieruela perrieri,Sieruela,Cleomaceae,1,10
Zygogynum bosavicum,Zygogynum,Winteraceae,1,6
Trichocladus ellipticus,Trichocladus,Hamamelidaceae,1,4
Heliconia secunda,Heliconia,Heliconiaceae,1,5
Nymphaea elleniae,Nymphaea,Nymphaeaceae,1,12
Androstachys johnsonii,Androstachys,Picrodendraceae,1,11
Costus osae,Costus,Costaceae,1,2
Phacelia cedroensis,Phacelia,Hydrophyllaceae,1,3
Musa philippensis,Musa,Musaceae,1,3
Sedopsis sandstone,Portulaca,Portulacaceae,1,2
Meliosma pardonii,Meliosma,Sabiaceae,1,5
Leptomeria axillaris,Leptomeria,Amphorogynaceae,1,2
Juglans crassipes,Juglans,Juglandaceae,1,2
Santalum boninense,Santalum,Santalaceae,1,6
Dichapetalum hirtum,Dichapetalum,Dichapetalaceae,1,1
Halesia hispidus,Halesia,Styracaceae,1,1
Tinus diengensis,Clethra,Clethraceae,1,1
Illicium rubellum,Illicium,Schisandraceae,1,2
Planera betuloides,Planera,Ulmaceae,1,1
Limodorum abortivum,Limodorum,Orchidaceae,55,1692
Ageratum conyzoides,Ageratum,Asteraceae,241,6577
Exostema caribaeum,Exostema,Rubiaceae,60,526
Ononis spinosa,Ononis,Fabaceae,167,80237
Setaria viridis,Setaria,Poaceae,297,9553
Schoenoplectus lacustris,Schoenoplectus,Cyperaceae,200,38162
Eugenia biflora,Eugenia,Myrtaceae,28,413
Mallotus mollissimus,Mallotus,Euphorbiaceae,58,677
Rosa spinosissima,Rosa,Rosaceae,151,27830
Ochrosia elliptica,Ochrosia,Apocynaceae,39,215
Leonotis nepetifolia,Leonotis,Lamiaceae,94,1474
Miconia elaeagnoides,Miconia,Melastomataceae,10,157
Melochia corchorifolia,Melochia,Malvaceae,59,744
Kalmia microphylla,Kalmia,Ericaceae,53,1334
Caryota rumphiana,Caryota,Arecaceae,18,109
Ruellia repens,Ruellia,Acanthaceae,23,326
Cryptocarya densiflora,Cryptocarya,Lauraceae,13,245
Maesa japonica,Maesa,Primulaceae,27,2757
Cyrtandra umbellifera,Cyrtandra,Gesneriaceae,5,43
Antidesma tomentosum,Antidesma,Phyllanthaceae,18,392
Lysichiton camtschatcensis,Lysichiton,Araceae,23,1115
Ranunculus occidentalis,Ranunculus,Ranunculaceae,62,759
Xylopia frutescens,Xylopia,Annonaceae,9,21
Subularia aquatica,Subularia,Brassicaceae,111,5308
Filicium decipiens,Filicium,Sapindaceae,24,407
Correa alba,Correa,Rutaceae,20,594
Silene noctiflora,Silene,Caryophyllaceae,113,9875
Peucedanum japonicum,Peucedanum,Apiaceae,72,503
Laportea ruderalis,Laportea,Urticaceae,17,35
Salix alaxensis,Salix,Salicaceae,32,214
Ficus sycomorus,Ficus,Moraceae,31,281
Peperomia galioides,Peperomia,Piperaceae,10,73
Callitriche cophocarpa,Callitriche,Plantaginaceae,77,350
Aralia continentalis,Aralia,Araliaceae,14,77
Solanum emulans,Solanum,Solanaceae,37,162
Curcuma aromatica,Curcuma,Zingiberaceae,7,14
Asparagus aphyllus,Asparagus,Asparagaceae,53,307
Micropholis guyanensis,Micropholis,Sapotaceae,8,114
Begonia subvillosa,Begonia,Begoniaceae,4,7
Salicornia procumbens,Salicornia,Amaranthaceae,63,3310
Calystegia pubescens,Calystegia,Convolvulaceae,43,886
Freycinetia palawanensis,Freycinetia,Pandanaceae,4,23
Lobelia cardinalis,Lobelia,Campanulaceae,19,263
Quercus phellos,Quercus,Fagaceae,10,4030
Polygonum oxyspermum,Polygonum,Polygonaceae,62,2543
Gymnosporia emarginata,Gymnosporia,Celastraceae,12,66
Helicia attenuata,Helicia,Proteaceae,6,89
Melampyrum lineare,Melampyrum,Orobanchaceae,40,446
Gouania microcarpa,Gouania,Rhamnaceae,11,92
Tetratheca ciliata,Tetratheca,Elaeocarpaceae,5,51
Anchusella variegata,Anchusella,Boraginaceae,25,207
Aglaia edulis,Aglaia,Meliaceae,15,31
Jasminum laurifolium,Jasminum,Oleaceae,13,30
Diospyros elliptica,Diospyros,Ebenaceae,6,25
Crassula ovata,Crassula,Crassulaceae,26,285
Sebaea albidiflora,Sebaea,Gentianaceae,15,136
Dracontomelon vitiense,Dracontomelon,Anacardiaceae,15,55
Cissus rostrata,Cissus,Vitaceae,14,66
Viola keiskei,Viola,Violaceae,22,1120
Hopea malibato,Hopea,Dipterocarpaceae,6,62
Radermachera quadripinnata,Radermachera,Bignoniaceae,9,23
Myristica cagayanensis,Myristica,Myristicaceae,7,41
Trichosanthes tricuspidata,Trichosanthes,Cucurbitaceae,12,113
Allium nigrum,Allium,Amaryllidaceae,29,449
Stigmaphyllon arenicola,Stigmaphyllon,Malpighiaceae,5,18
Ludwigia decurrens,Ludwigia,Onagraceae,26,414
Decaisnina zollingeri,Decaisnina,Loranthaceae,6,14
Iris laevigata,Iris,Iridaceae,21,356
Wikstroemia ovata,Wikstroemia,Thymelaeaceae,7,39
Cylindropuntia fulgida,Cylindropuntia,Cactaceae,13,25
Garcinia oblongifolia,Garcinia,Clusiaceae,4,112
Limonium sventenii,Limonium,Plumbaginaceae,5,55
Aechmea gamosepala,Aechmea,Bromeliaceae,7,17
Polygala virgata,Polygala,Polygalaceae,6,137
Xanthorrhoea fulva,Xanthorrhoea,Asphodelaceae,7,34
Canarium gracile,Canarium,Burseraceae,5,43
Sixalix maritima,Sixalix,Caprifoliaceae,25,81
Impatiens bisaccata,Impatiens,Balsaminaceae,1,99
Juncus albescens,Juncus,Juncaceae,47,292
Hypericum australe,Hypericum,Hypericaceae,8,146
Aristolochia fontanesii,Aristolochia,Aristolochiaceae,4,7
Micranthes merkii,Micranthes,Saxifragaceae,19,153
Myoporum parvifolium,Myoporum,Scrophulariaceae,10,158
Tradescantia zanonia,Tradescantia,Commelinaceae,9,80
Ackama brassii,Ackama,Cunoniaceae,2,100
Terminalia ivorensis,Terminalia,Combretaceae,7,16
Saurauia involucrata,Saurauia,Actinidiaceae,2,4
Capnoides sempervirens,Capnoides,Papaveraceae,26,101
Geranium maderense,Geranium,Geraniaceae,14,587
Ilex serrata,Ilex,Aquifoliaceae,5,905
Mammea novoguineensis,Mammea,Calophyllaceae,3,7
Ternstroemia elongata,Ternstroemia,Pentaphylacaceae,3,9
Dillenia quercifolia,Dillenia,Dilleniaceae,5,13
Stephania cephalantha,Stephania,Menispermaceae,4,328
Passiflora glandulosa,Passiflora,Passifloraceae,5,59
Dioscorea luzonensis,Dioscorea,Dioscoreaceae,4,15
Lippia micromera,Lippia,Verbenaceae,9,90
Mitrasacme scrithicola,Mitrasacme,Loganiaceae,4,13
Erythronium dens-canis,Erythronium,Liliaceae,10,276
Pittosporum illicioides,Pittosporum,Pittosporaceae,3,1063
Monimia rotundifolia,Monimia,Monimiaceae,1,919
Paepalanthus pungens,Paepalanthus,Eriocaulaceae,2,16
Lagerstroemia engleriana,Lagerstroemia,Lythraceae,6,39
Viscum stenocarpum,Viscum,Viscaceae,3,25
Euploca glandulifera,Euploca,Heliotropiaceae,5,75
Symplocos guadeloupensis,Symplocos,Symplocaceae,3,6
Abronia alba,Abronia,Nyctaginaceae,5,30
Varronia nivea,Varronia,Cordiaceae,3,16
Cynophalla verrucosa,Cynophalla,Capparaceae,4,10
Goeppertia sanderiana,Goeppertia,Marantaceae,3,4
Nepenthes chaniana,Nepenthes,Nepenthaceae,1,96
Scaevola gaudichaudiana,Scaevola,Goodeniaceae,4,275
Angelesia palawanensis,Angelesia,Chrysobalanaceae,2,26
Utricularia geoffrayi,Utricularia,Lentibulariaceae,5,11
Potamogeton marinus,Potamogeton,Potamogetonaceae,9,30
Smilax hypoglauca,Smilax,Smilacaceae,6,16
Oxalis sepium,Oxalis,Oxalidaceae,4,10
Pyrenaria acuminata,Pyrenaria,Theaceae,2,9
Cistus inflatus,Cistus,Cistaceae,5,55
Berberis verruculosa,Berberis,Berberidaceae,3,71
Betula grossa,Betula,Betulaceae,9,1666
Barringtonia lanceolata,Barringtonia,Lecythidaceae,2,140
Magnolia carsonii,Magnolia,Magnoliaceae,2,59
Campylospermum anceps,Campylospermum,Ochnaceae,2,286
Erythroxylum alaternifolium,Erythroxylum,Erythroxylaceae,2,41
Torenia peduncularis,Torenia,Linderniaceae,3,3
Viburnum phlebotrichum,Viburnum,Viburnaceae,5,1514
Drypetes ambigua,Drypetes,Putranjivaceae,2,92
Oscularia falciformis,Oscularia,Aizoaceae,3,44
Hydrangea sikokiana,Hydrangea,Hydrangeaceae,3,215
Laurembergia coccinea,Laurembergia,Haloragaceae,3,38
Connarus villosus,Connarus,Connaraceae,2,17
Hugonia jenkinsii,Durandea,Linaceae,2,5
Trema vieillardii,Trema,Cannabaceae,5,11
Hydnocarpus hainanensis,Hydnocarpus,Achariaceae,1,67
Colchicum stevenii,Colchicum,Colchicaceae,2,3
Alangium nobile,Alangium,Cornaceae,3,19
Bourreria scabra,Bourreria,Ehretiaceae,1,92
Tetraena decumbens,Tetraena,Zygophyllaceae,3,16
Buxus ekmanii,Buxus,Buxaceae,1,14
Najas tenuissima,Najas,Hydrocharitaceae,5,105
Anticlea sibirica,Anticlea,Melanthiaceae,2,7
Drosera adelae,Drosera,Droseraceae,2,12
Rumicastrum arenicolum,Rumicastrum,Montiaceae,2,8
Cassipourea ceylanica,Cassipourea,Rhizophoraceae,2,3
Perrierodendron boinense,Perrierodendron,Sarcolaenaceae,1,69
Linanthus pungens,Linanthus,Polemoniaceae,2,10
Iodes madagascariensis,Iodes,Icacinaceae,1,14
Polyosma grandis,Polyosma,Escalloniaceae,1,3
Limnocharis laforestii,Limnocharis,Alismataceae,2,4
Gomphandra coriacea,Gomphandra,Stemonuraceae,1,10
Diplacus australis,Diplacus,Phrymaceae,2,6
Xyris longibracteata,Xyris,Xyridaceae,1,5
Milfordia homeopunctata,Milfordia,Restionaceae,2,2
Soulamea dagostinii,Soulamea,Simaroubaceae,1,6
Thismia pallida,Thismia,Burmanniaceae,1,6
Ribes sardoum,Ribes,Grossulariaceae,1,30
Stylidium tepperianum,Stylidium,Stylidiaceae,1,143
Nothofagus elongata,Nothofagus,Nothofagaceae,1,10
Gymnostoma intermedium,Gymnostoma,Casuarinaceae,1,17
Physostemon guianensis,Physostemon,Cleomaceae,1,9
Zygogynum cyclopensis,Zygogynum,Winteraceae,1,5
Corylopsis himalayana,Corylopsis,Hamamelidaceae,1,2
Heliconia colgantea,Heliconia,Heliconiaceae,1,4
Nuphar saikokuensis,Nuphar,Nymphaeaceae,1,9
Aristogeitonia perrieri,Aristogeitonia,Picrodendraceae,1,11
Costus varzearum,Costus,Costaceae,1,2
Phacelia congesta,Phacelia,Hydrophyllaceae,1,3
Musa hybr,Musa,Musaceae,1,2
Portulaca Theda-Station,Portulaca,Portulacaceae,1,1
Meliosma tenua,Meliosma,Sabiaceae,1,2
Cladomyza acutata,Cladomyza,Amphorogynaceae,1,1
Juglans hindsii,Juglans,Juglandaceae,1,2
Exocarpos micranthus,Exocarpos,Santalaceae,1,3
Dichapetalum laurocerasus,Dichapetalum,Dichapetalaceae,1,1
Rehderodendron macrocarpum,Rehderodendron,Styracaceae,1,1
Ophrys tenthredinifera,Ophrys,Orchidaceae,54,3653
Crepis paludosa,Crepis,Asteraceae,240,42163
Galium parisiense,Galium,Rubiaceae,59,3215
Albizia julibrissin,Albizia,Fabaceae,165,2899
Elymus caninus,Elymus,Poaceae,292,48250
Carex diandra,Carex,Cyperaceae,199,7291
Eugenia ligustrina,Eugenia,Myrtaceae,28,302
Euphorbia blodgettii,Euphorbia,Euphorbiaceae,57,267
Alchemilla glaucescens,Alchemilla,Rosaceae,148,3308
Parsonsia velutina,Parsonsia,Apocynaceae,39,204
Thymus pulegioides,Thymus,Lamiaceae,93,10439
Heterocentron subtriplinervium,Heterocentron,Melastomataceae,10,97
Hibiscus mutabilis,Hibiscus,Malvaceae,59,530
Chamaedaphne calyculata,Chamaedaphne,Ericaceae,51,857
Archontophoenix alexandrae,Archontophoenix,Arecaceae,18,89
Hygrophila ringens,Hygrophila,Acanthaceae,23,291
Cinnamomum mercadoi,Cinnamomum,Lauraceae,12,334
Myrsine coriacea,Myrsine,Primulaceae,27,539
Oreocharis primuloides,Oreocharis,Gesneriaceae,5,35
Cleistanthus sumatranus,Cleistanthus,Phyllanthaceae,18,224
Pothos tener,Pothos,Araceae,23,149
Clematis cirrhosa,Clematis,Ranunculaceae,61,2249
Uvaria concava,Uvaria,Annonaceae,9,20
Diplotaxis muralis,Diplotaxis,Brassicaceae,110,16478
Acer circinatum,Acer,Sapindaceae,24,210
Zanthoxylum spinosum,Zanthoxylum,Rutaceae,20,118
Stellaria palustris,Stellaria,Caryophyllaceae,112,7718
Ferula communis,Ferula,Apiaceae,71,4051
Debregeasia orientalis,Debregeasia,Urticaceae,16,2394
Flacourtia jangomas,Flacourtia,Salicaceae,32,150
Ficus copiosa,Ficus,Moraceae,31,273
Peperomia inaequalifolia,Peperomia,Piperaceae,9,218
Plantago bellardii,Plantago,Plantaginaceae,73,1746
Schefflera digitata,Schefflera,Araliaceae,13,14153
Solanum betaceum,Solanum,Solanaceae,35,640
Alpinia calcarata,Alpinia,Zingiberaceae,7,12
Cordyline australis,Cordyline,Asparagaceae,50,11474
Sideroxylon polynesicum,Sideroxylon,Sapotaceae,8,81
Begonia salaziensis,Begonia,Begoniaceae,3,104
Chenopodium vulvaria,Chenopodium,Amaranthaceae,63,1305
Ipomoea coccinea,Ipomoea,Convolvulaceae,43,809
Pandanus maximus,Pandanus,Pandanaceae,4,22
Lobelia irrigua,Lobelia,Campanulaceae,18,138
Castanopsis carlesii,Castanopsis,Fagaceae,10,2149
Rumex lapponicus,Rumex,Polygonaceae,61,270
Crossopetalum uragoga,Crossopetalum,Celastraceae,11,39
Turrillia lutea,Turrillia,Proteaceae,6,69
Euphrasia mollis,Euphrasia,Orobanchaceae,40,97
Berchemia scandens,Berchemia,Rhamnaceae,11,52
Elaeocarpus hainanensis,Elaeocarpus,Elaeocarpaceae,5,47
Myosotis asiatica,Myosotis,Boraginaceae,25,161
Heynea trijuga,Heynea,Meliaceae,14,194
Nestegis lanceolata,Nestegis,Oleaceae,12,1340
Diospyros philippinensis,Diospyros,Ebenaceae,6,19
Sedum cepaea,Sedum,Crassulaceae,24,367
Gentiana triflora,Gentiana,Gentianaceae,14,913
Rhus glabra,Rhus,Anacardiaceae,14,528
Tetrastigma formosanum,Tetrastigma,Vitaceae,13,1961
Viola violacea,Viola,Violaceae,21,1147
Shorea uliginosa,Shorea,Dipterocarpaceae,6,47
Handroanthus chrysotrichus,Handroanthus,Bignoniaceae,9,21
Myristica tristis,Myristica,Myristicaceae,7,39
Doyerea emetocathartica,Doyerea,Cucurbitaceae,12,79
Allium ochotense,Allium,Amaryllidaceae,29,341
Banisteriopsis caapi,Banisteriopsis,Malpighiaceae,5,16
Oenothera simulans,Oenothera,Onagraceae,25,181
Passovia pedunculata,Passovia,Loranthaceae,6,13
Trimezia candida,Trimezia,Iridaceae,21,127
Pimelea glauca,Pimelea,Thymelaeaceae,6,447
Opuntia tunoidea,Opuntia,Cactaceae,12,88
Clusia mangle,Clusia,Clusiaceae,4,67
Myriolimon ferulaceum,Myriolimon,Plumbaginaceae,5,39
Tillandsia pruinosa,Tillandsia,Bromeliaceae,6,101
Polygala tatarinowii,Polygala,Polygalaceae,6,132
Dianella sandwicensis,Dianella,Asphodelaceae,6,551
Commiphora myrrha,Commiphora,Burseraceae,5,27
Kolkwitzia amabilis,Kolkwitzia,Caprifoliaceae,24,190
Impatiens manaharensis,Impatiens,Balsaminaceae,1,57
Juncus subnodulosus,Juncus,Juncaceae,44,19020
Hypericum sampsonii,Hypericum,Hypericaceae,8,84
Asarum fauriei,Asarum,Aristolochiaceae,3,460
Chrysosplenium wrightii,Chrysosplenium,Saxifragaceae,19,87
Scrophularia buergeriana,Scrophularia,Scrophulariaceae,10,74
Tradescantia sillamontana,Tradescantia,Commelinaceae,9,14
Pterophylla madagascariensis,Pterophylla,Cunoniaceae,2,94
Combretum tetralophum,Combretum,Combretaceae,6,47
Saurauia lamii,Saurauia,Actinidiaceae,2,4
Argemone ochroleuca,Argemone,Papaveraceae,25,258
Geranium maculatum,Geranium,Geraniaceae,14,422
Ilex mitis,Ilex,Aquifoliaceae,5,622
Calophyllum cerasiferum,Calophyllum,Calophyllaceae,3,5
Ternstroemia microphylla,Ternstroemia,Pentaphylacaceae,3,3
Dillenia salomonensis,Dillenia,Dilleniaceae,5,6
Cyclea gracillima,Cyclea,Menispermaceae,4,128
Passiflora bahamensis,Passiflora,Passifloraceae,5,46
Dioscorea convolvulacea,Dioscorea,Dioscoreaceae,4,13
Aloysia gratissima,Aloysia,Verbenaceae,9,21
Norrisia malaccensis,Norrisia,Loganiaceae,4,10
Lilium philadelphicum,Lilium,Liliaceae,10,151
Billardiera macrantha,Billardiera,Pittosporaceae,3,319
Tambourissa elliptica,Tambourissa,Monimiaceae,1,728
Eriocaulon pseudocompressum,Eriocaulon,Eriocaulaceae,2,15
Ginoria rohrii,Ginoria,Lythraceae,6,31
Ginalloa linearis,Ginalloa,Viscaceae,3,20
Euploca cunninghamii,Euploca,Heliotropiaceae,5,27
Symplocos fordii,Symplocos,Symplocaceae,3,5
Okenia hypogaea,Okenia,Nyctaginaceae,5,25
Cordia macrophylla,Cordia,Cordiaceae,3,11
Capparis henryi,Capparis,Capparaceae,3,565
Ischnosiphon leucophaeus,Ischnosiphon,Marantaceae,3,4
Nepenthes edwardsiana,Nepenthes,Nepenthaceae,1,81
Goodenia elongata,Goodenia,Goodeniaceae,4,224
Parinari elmeri,Parinari,Chrysobalanaceae,2,18
Pinguicula lutea,Pinguicula,Lentibulariaceae,5,7
Potamogeton tricarinatus,Potamogeton,Potamogetonaceae,8,163
Smilax oblongata,Smilax,Smilacaceae,6,14
Oxalis spiralis,Oxalis,Oxalidaceae,4,8
Camellia taliensis,Camellia,Theaceae,2,6
Helianthemum stipulatum,Helianthemum,Cistaceae,5,41
Alloberberis trifoliolata,Alloberberis,Berberidaceae,3,15
Betula utilis,Betula,Betulaceae,9,1002
Scytopetalum klaineanum,Scytopetalum,Lecythidaceae,2,134
Magnolia fordiana,Magnolia,Magnoliaceae,2,40
Euthemis minor,Euthemis,Ochnaceae,2,99
Erythroxylum labatii,Erythroxylum,Erythroxylaceae,2,26
Torenia subconnivens,Torenia,Linderniaceae,2,5
Viburnum urceolatum,Viburnum,Viburnaceae,5,1257
