accepted_species,genus,family,n_islands,n_records
Chrysosplenium sibiricum,Chrysosplenium,Saxifragaceae,18,98
Buddleja indica,Buddleja,Scrophulariaceae,9,398
Aneilema acuminatum,Aneilema,Commelinaceae,8,35
Pterophylla venusta,Pterophylla,Cunoniaceae,2,36
Terminalia megalocarpa,Terminalia,Combretaceae,6,29
Saurauia whitfordii,Saurauia,Actinidiaceae,2,4
Roemeria nigrotincta,Roemeria,Papaveraceae,23,58
Geranium psilostemon,Geranium,Geraniaceae,13,835
Ilex leucoclada,Ilex,Aquifoliaceae,4,1090
Calophyllum waworoentii,Calophyllum,Calophyllaceae,3,4
Eurya strigillosa,Eurya,Pentaphylacaceae,2,459
Hibbertia hirticalyx,Hibbertia,Dilleniaceae,4,178
Tinospora cordifolia,Tinospora,Menispermaceae,4,12
Passiflora capsularis,Passiflora,Passifloraceae,5,23
Dioscorea pubescens,Dioscorea,Dioscoreaceae,4,8
Lantana canescens,Lantana,Verbenaceae,6,63
Norrisia maior,Norrisia,Loganiaceae,3,53
Lilium distichum,Lilium,Liliaceae,9,98
Pittosporum polyspermum,Pittosporum,Pittosporaceae,3,246
Hedycarya parvifolia,Hedycarya,Monimiaceae,1,281
Paepalanthus alsinoides,Paepalanthus,Eriocaulaceae,2,12
Lythrum intermedium,Lythrum,Lythraceae,6,10
Phoradendron chrysocladon,Phoradendron,Viscaceae,3,11
Euploca peninsularis,Euploca,Heliotropiaceae,5,12
Symplocos montana,Symplocos,Symplocaceae,2,237
Boerhavia mutabilis,Boerhavia,Nyctaginaceae,5,9
Varronia lima,Varronia,Cordiaceae,2,92
Capparis floribunda,Capparis,Capparaceae,3,38
Maranta gibba,Maranta,Marantaceae,2,21
Nepenthes macrophylla,Nepenthes,Nepenthaceae,1,64
Goodenia rotundifolia,Goodenia,Goodeniaceae,4,23
Licania hypoleuca,Licania,Chrysobalanaceae,2,12
Utricularia racemosa,Utricularia,Lentibulariaceae,4,34
Potamogeton australiensis,Potamogeton,Potamogetonaceae,7,186
Smilax tamnoides,Smilax,Smilacaceae,5,20
Sarcotheca diversifolia,Sarcotheca,Oxalidaceae,3,70
