"candidate_id","accepted_species","trait_name","axis","raw_value","normalized_value","source_url","page_title","domain","language","supporting_excerpt","source_lineage","lineage_method","name_match_method","matched_page_name","source_tier","source_type","domain_review_status","evidence_status","content_sha256","retrieved_at_utc","query","search_rank","already_direct_in_baseline","source_run_id","source_artifact_id","source_artifact_name"
"9d0bae42d4af08ef46dfb93f","Ceratopetalum gummiferum","flower_size_class","floral_structural_complexity","3 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Ceratopetalum~gummiferum","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals c. 3 mm long","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Ceratopetalum~gummiferum","canonical_url","exact_accepted_name","Ceratopetalum gummiferum","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","c9ea05b0b179a8c5f5cdd2e1ada5459784a8f17e7c4b019c25bea45920cea53f","2026-08-08T08:01:23.451381Z","inventory:plantnet.rbgsyd.nsw.gov.au","673","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"2e46f3161d41dccebe6e407a","Corokia carpodetoides","flower_size_class","floral_structural_complexity","3 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Corokia~carpodetoides","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals 5, free, lanceolate, c. 3 mm long, acute, yellow","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Corokia~carpodetoides","canonical_url","exact_accepted_name","Corokia carpodetoides","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","7a457b9b09da0034cfc5d632e81c8c5bdd20f7c62eba6bcfe3ca1c004855a3b8","2026-08-08T07:56:21.806287Z","inventory:plantnet.rbgsyd.nsw.gov.au","188","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"a75230e833f94a5b8d1e56f0","Corynocarpus rupestris","flower_size_class","floral_structural_complexity","2.4–3.5 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Corynocarpus~rupestris","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals 2.4–3.5 mm long, white","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Corynocarpus~rupestris","canonical_url","exact_accepted_name","Corynocarpus rupestris","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","d8c6b589ea07f8f1c62f3e2f0a8c412c29ea962484db93f400b395c15b2bf5c2","2026-08-08T08:01:07.303885Z","inventory:plantnet.rbgsyd.nsw.gov.au","647","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"a7f60b936661138bcade6f4c","Eucryphia moorei","flower_size_class","floral_structural_complexity","10–15 mm","small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Eucryphia~moorei","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals 10–15 mm long, white","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Eucryphia~moorei","canonical_url","exact_accepted_name","Eucryphia moorei","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","773bbe6a8a70b1ff04833abe4b68b94dcc5a8382708b0557648de811e4829f78","2026-08-08T08:01:24.074970Z","inventory:plantnet.rbgsyd.nsw.gov.au","674","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"6bbeff73be57440d42913efe","Hedyscepe canterburyana","flower_size_class","floral_structural_complexity","8 mm","small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Hedyscepe~canterburyana","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","petals ovate, 8 mm long, acute;","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Hedyscepe~canterburyana","canonical_url","exact_accepted_name","Hedyscepe canterburyana","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","bd4cc70d8d0c8699daff396439635ddb7706ac41d999587f343aadb36d5e45d2","2026-08-08T07:56:18.103693Z","inventory:plantnet.rbgsyd.nsw.gov.au","182","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"fce19c6552188b3832ce7a7b","Herpolirion novae-zelandiae","flower_size_class","floral_structural_complexity","20 mm","medium","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Herpolirion~novae-zelandiae","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Tepals ± oblanceolate, c. 20 mm long, 2.5–3 mm wide, spreading, white, blue or lilac","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Herpolirion~novae-zelandiae","canonical_url","exact_accepted_name","Herpolirion novae-zelandiae","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","9948e8caee5a21141512e86495c55f788782a8ecc541df3a65e99525dc71289f","2026-08-08T07:55:25.199983Z","inventory:plantnet.rbgsyd.nsw.gov.au","98","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"a99ba15395eec6913f936874","Melichrus adpressus","flower_size_class","floral_structural_complexity","3.8–4 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Melichrus~adpressus","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Corolla tube ± cylindrical, 3.8–4 mm long;","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Melichrus~adpressus","canonical_url","exact_accepted_name","Melichrus adpressus","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","638d216695a5a290b43da7b257f38c472b120103b9381ea60a3ccca855949823","2026-08-08T08:04:12.848410Z","inventory:plantnet.rbgsyd.nsw.gov.au","944","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"dbf1585d126830675ab7c658","Melichrus adpressus","tube_depth_class","floral_structural_complexity","Corolla tube ± cylindrical, 3.8–4 mm long;","shallow","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Melichrus~adpressus","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Corolla tube ± cylindrical, 3.8–4 mm long;","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Melichrus~adpressus","canonical_url","exact_accepted_name","Melichrus adpressus","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","638d216695a5a290b43da7b257f38c472b120103b9381ea60a3ccca855949823","2026-08-08T08:04:12.848410Z","inventory:plantnet.rbgsyd.nsw.gov.au","944","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"f7db2820acdc45f100830eb9","Planchonella myrsinifolia","floral_symmetry","floral_structural_complexity","Flowers bisexual, actinomorphic, 5-merous","actinomorphic","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Planchonella~myrsinifolia","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Flowers bisexual, actinomorphic, 5-merous","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Planchonella~myrsinifolia","canonical_url","exact_accepted_name","Planchonella myrsinifolia","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","ff16313ff5c6e0105fe9300a1bfff25806b9406ac3a3fad8b3340667090eb4ce","2026-08-08T09:44:19.988337Z","inventory:plantnet.rbgsyd.nsw.gov.au","805","False","31249406427","9020100238","open-web-domain-backfill-31249406427"
"33a4fbb0d0f31801c0fc5dbc","Ricinocarpos pinifolius","flower_size_class","floral_structural_complexity","10–15 mm","small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Ricinocarpos~pinifolius","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals 10–15 mm long, usually white","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Ricinocarpos~pinifolius","canonical_url","exact_accepted_name","Ricinocarpos pinifolius","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","7126d31d3ef029b630f8e719970b958429c8968b690633a9550a5b5d90c63057","2026-08-08T08:04:43.593276Z","inventory:plantnet.rbgsyd.nsw.gov.au","992","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"182d48678fd480669d84a0e5","Santolina virens","inflorescence_display","floral_structural_complexity","flower head","composite_display","https://plants.ces.ncsu.edu/plants/santolina-virens","Santolina virens (Green Lavender Cotton, Green Santolina) | North Carolina Extension Gardener Plant Toolbox","plants.ces.ncsu.edu","en","Button-shaped yellow flower heads blossom in summer atop stalks rising well above the foliage.","url:https://plants.ces.ncsu.edu/plants/santolina-virens","canonical_url","exact_accepted_name","Santolina virens","B","university_extension","approved_registry_trait","review_only_not_promoted","1662de47c6c7f5570c245bfd0595fb1f703314e3936aab695e953edd0578cee9","2026-08-08T01:42:14.599527Z","inventory:plants.ces.ncsu.edu","130","False","31233181709","9014569071","open-web-domain-backfill-31233181709"
"b3fcf952e2724a6a4799f3f8","Saponaria calabrica","flower_size_class","floral_structural_complexity","3–6 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Saponaria~calabrica","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Limb of petals 3–6 mm long, mauve","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Saponaria~calabrica","canonical_url","exact_accepted_name","Saponaria calabrica","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","2fd9347b74350bad720f547b3192931b32abdb08ae25fdbc2eccb7e764448a51","2026-08-08T08:00:10.499480Z","inventory:plantnet.rbgsyd.nsw.gov.au","556","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"a5d93a7dd0e15e23582e6ab1","Stenopetalum sphaerocarpum","flower_size_class","floral_structural_complexity","3–6 mm","very_small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Stenopetalum~sphaerocarpum","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","Petals 3–6 mm long, olive-green to purple","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Stenopetalum~sphaerocarpum","canonical_url","exact_accepted_name","Stenopetalum sphaerocarpum","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","aeb143400ec27dda8b6b3ce585782026f85320b2590414dfc82609e9913eeed8","2026-08-08T07:59:38.131475Z","inventory:plantnet.rbgsyd.nsw.gov.au","504","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"6cf8a7f2cb82a990788ab31d","Wurmbea latifolia","flower_size_class","floral_structural_complexity","5–11 mm","small","https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Wurmbea~latifolia","PlantNET - FloraOnline","plantnet.rbgsyd.nsw.gov.au","unknown_not_recorded","flowers 2–9. Tepals 5–11 mm long, white;","url:https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Wurmbea~latifolia","canonical_url","exact_accepted_name","Wurmbea latifolia","A","institutional_regional_flora","approved_registry_trait","review_only_not_promoted","52443d57e8be4901e20eac9dbf714c016ea2eb774b5a8565001d9d2c579454e3","2026-08-08T08:00:49.236823Z","inventory:plantnet.rbgsyd.nsw.gov.au","618","False","31247162370","9018965291","open-web-domain-backfill-31247162370"
"ccdf0d5a79143bf2fc739f11","Yucca rostrata","flower_size_class","floral_structural_complexity","1-3 inches","large","https://plants.ces.ncsu.edu/plants/yucca-rostrata","Yucca rostrata (Adam's Yucca, Beaked Blue Yucca, Beaked Yucca, Big Bend Yucca, Silver Yucca) | North Carolina Extension Gardener Plant Toolbox","plants.ces.ncsu.edu","en","Flower Size:: 1-3 inches","url:https://plants.ces.ncsu.edu/plants/yucca-rostrata","canonical_url","exact_accepted_name","Yucca rostrata","B","university_extension","approved_registry_trait","review_only_not_promoted","efe9081dbbb9194d879c2c19e169ed32c6f97c47febce70905486dc8492ee8a4","2026-08-08T01:44:12.278240Z","inventory:plants.ces.ncsu.edu","372","False","31233181709","9014569071","open-web-domain-backfill-31233181709"
