stratum,context,outcome,n_islands_original,n_species_trials_original,kappa_original,optimizer_success_original,geography_slope_log_odds_original,cluster_robust_se_original,p_value_original,n_islands_corrected,n_species_trials_corrected,kappa_corrected,optimizer_success_corrected,geography_slope_log_odds_corrected,cluster_robust_se_corrected,p_value_corrected,_merge
all_observed,southern_extratropical,shallow_open_tube,207,3965,30.35836123342824,True,-0.1453774059727577,0.1032202784981135,0.1590070233359673,207,3965,34.026360550177586,True,-0.2166030189474136,0.0608341049886905,0.000370075439445,both
all_observed,tropical,actinomorphic_symmetry,1385,137221,36.63243478336428,True,0.1152459389058166,0.0369402222701663,0.0018097664040752,1385,137221,36.67194498799852,True,0.1098973510232111,0.0354819036761388,0.0019530603884221,both
all_observed,tropical,autonomous_selfing,1260,56064,21.699101463829034,True,0.0894595260567987,0.0464324826237485,0.0540222332199522,1260,56064,21.76394406349521,True,0.097778005180817,0.0489154848900503,0.0456173109995967,both
all_observed,tropical,generalized_form,1146,41385,89.57086027341231,True,0.1184317920289727,0.0358118425532992,0.0009428182356712,1146,41385,88.79428358282654,True,0.1170585614183795,0.039107898328352,0.0027605026404163,both
all_observed,tropical,plain_colour,1372,134276,103.69174465388949,True,0.0367177863673102,0.0317807999185261,0.2479491997222448,1372,134276,103.57499334360304,True,0.0349250077853602,0.031594054245245,0.2689734146317177,both
all_observed,tropical,self_compatibility,1257,71560,50.950106017794646,True,0.1356984750737306,0.0488107854272607,0.0054343496788296,1257,71560,49.86032241333591,True,0.1111051101683514,0.0463082573195901,0.0164286708370794,both
all_observed,tropical,selfing_mating_system,915,17007,17.91704481547066,True,0.3261601095034394,0.1186734883499201,0.0059890141340299,915,17007,17.931858507234377,True,0.3282314820377016,0.1215442416558201,0.006923318375282,both
all_observed,tropical,shallow_open_tube,1064,25311,22.631899598085862,True,0.0094237062250649,0.0549227553345816,0.8637668749719577,1064,25311,22.62394183102961,True,0.011777272761857,0.0560189505479143,0.8334824709485754,both
native_nonendemic,northern_midlatitude,actinomorphic_symmetry,237,38821,158.24304396560672,True,0.05730517377878,0.0262989766110529,0.0293325050719747,237,38821,163.13318077518483,True,0.0656057746512023,0.0260813091568356,0.0118886414980494,both
native_nonendemic,northern_midlatitude,autonomous_selfing,238,20385,113.3073432295865,True,-0.0346682999061727,0.0609318358934106,0.5693774655065852,238,20385,115.1169504464158,True,-0.0465727195790373,0.0645975388834252,0.4709295731464064,both
native_nonendemic,northern_midlatitude,generalized_form,233,20566,231.80428756499572,True,0.0112287541589119,0.0263377827121558,0.6698627739137196,233,20566,231.8702083165214,True,0.0113560746865976,0.028958683100189,0.6949492451602947,both
native_nonendemic,northern_midlatitude,plain_colour,238,39572,203.78555531816409,True,0.0611900330057138,0.0290556436769089,0.0352077982175577,238,39572,208.94498376665783,True,0.0676829053444667,0.0321832177703618,0.0354614283004995,both
native_nonendemic,northern_midlatitude,self_compatibility,239,34748,1030.279613521472,True,0.0667707704308401,0.0187389832023542,0.0003663594376123,239,34748,1019.5632495412352,True,0.0660423762835049,0.0210673144806321,0.0017195576414756,both
native_nonendemic,northern_midlatitude,selfing_mating_system,232,18100,152.1072921182447,True,0.0390959428526189,0.0311702553526804,0.2097435733399931,232,18100,149.16169328006413,True,0.0322627678056564,0.0364963703272594,0.3766965613674478,both
native_nonendemic,northern_midlatitude,shallow_open_tube,228,4741,112.84233484325468,True,0.0344111989719283,0.0867995664834421,0.691777243268499,228,4741,110.95932793829776,True,0.0561881239614268,0.0899444776504439,0.5321693687741067,both
native_nonendemic,tropical,actinomorphic_symmetry,134,19373,67.78468162577579,True,-0.0194325142052998,0.0451645073327631,0.6670059847346825,134,19373,67.46814133353847,True,-0.015931649198873,0.0495624147291312,0.7478722870541739,both
native_nonendemic,tropical,autonomous_selfing,133,7456,157.9829818218454,True,0.1493888067179523,0.0588301986433111,0.0111067606315863,133,7456,151.3578186824801,True,0.1495527623791724,0.065611620771524,0.0226454400798208,both
native_nonendemic,tropical,generalized_form,132,5627,162754.79141900392,True,0.05950582799315,0.0387635380819908,0.1247597688424601,132,5627,162754.79141900392,True,0.0534085978938128,0.0381769839002757,0.1618208583418664,both
native_nonendemic,tropical,plain_colour,136,20372,293.83579843035034,True,0.0427971705912668,0.0273786702749247,0.1180155811713372,136,20372,303.95093142155395,True,0.0471337285437013,0.0248761100354431,0.0581270271285081,both
native_nonendemic,tropical,self_compatibility,134,10406,129.12113473639556,True,-0.0812561767929644,0.0657172529917843,0.2162908918910108,134,10406,127.21780740350012,True,-0.0784418375757907,0.0675313180831517,0.2454132766199222,both
native_nonendemic,tropical,selfing_mating_system,107,2000,114.88335065080196,True,0.0262362258400642,0.0893630627330282,0.7690701554520122,107,2000,113.38350838784136,True,0.0211313749325873,0.0889240988710571,0.8121651030021199,both
native_nonendemic,tropical,shallow_open_tube,125,3484,170.5534232845473,True,-0.0409908612191393,0.095747215940273,0.6685670781796644,125,3484,178.00605737997512,True,-0.0376664438228714,0.0892942146906494,0.6731534782499957,both
