site_key,latitude,longitude,on_seeded_continent,spherical_distance_km
-19.98333333|-43.915,-19.98333333,-43.915,True,0.0
-2.590527778|-60.01694444,-2.590527778,-60.01694444,True,0.0
-2.636027778|-44.11861111,-2.636027778,-44.11861111,False,8.92471817454951
-2.649333333|-60.053056,-2.649333333,-60.053056,True,0.0
-20.06666667|-44.03388889,-20.06666667,-44.03388889,True,0.0
-20.08333333|-43.49138889,-20.08333333,-43.49138889,True,0.0
-20.0925|-43.994722,-20.0925,-43.994722,True,0.0
-20.1|-43.4575,-20.1,-43.4575,True,0.0
-20.252691|-46.622608,-20.252691,-46.622608,True,0.0
-20.25|-46.98277778,-20.25,-46.98277778,True,0.0
-20.42805556|-54.72861111,-20.42805556,-54.72861111,True,0.0
-20.45|-54.55916667,-20.45,-54.55916667,True,0.0
-20.45|-54.62694444,-20.45,-54.62694444,True,0.0
-20.49944444|-54.61,-20.49944444,-54.61,True,0.0
-20.54|-47.05,-20.54,-47.05,True,0.0
-20.623977|-49.670717,-20.623977,-49.670717,True,0.0
-20.75194444|-42.93194444,-20.75194444,-42.93194444,True,0.0
-20.75|-42.85,-20.75,-42.85,True,0.0
-20.75|-42.86416667,-20.75,-42.86416667,True,0.0
-20.79361111|-42.84722222,-20.79361111,-42.84722222,True,0.0
-20.80194444|-42.86416667,-20.80194444,-42.86416667,True,0.0
-20.811761|-49.376227,-20.811761,-49.376227,True,0.0
-21.114817|55.536889,-21.114817,55.536889,False,1698.1035619985294
-21.29|-44.22,-21.29,-44.22,True,0.0
-21.4|-48.50833333,-21.4,-48.50833333,True,0.0
-21.63333333|-57.66055556,-21.63333333,-57.66055556,True,0.0
-21.73333333|-41.03388889,-21.73333333,-41.03388889,True,0.0
-21.74555556|-48.49138889,-21.74555556,-48.49138889,True,0.0
-21|55.05083333,-21.0,55.05083333,False,1646.3515051604174
-21|55.66083333,-21.0,55.66083333,False,1705.924057852383
-22.16666667|-44.08472222,-22.16666667,-44.08472222,True,0.0
-22.2|-47.93194444,-22.2,-47.93194444,True,0.0
-22.3|-53.81333333,-22.3,-53.81333333,True,0.0
-22.402294|-47.539931,-22.402294,-47.539931,True,0.0
-22.43138889|-42.7625,-22.43138889,-42.7625,True,0.0
-22.45|-44.61,-22.45,-44.61,True,0.0
-22.53333333|-42.28805556,-22.53333333,-42.28805556,True,0.0
-22.6|-47.283333,-22.6,-47.283333,True,0.0
-22.73333333|-47.10166667,-22.73333333,-47.10166667,True,0.0
-22.783333|-49.116667,-22.783333,-49.116667,True,0.0
-22.81666667|-47.10166667,-22.81666667,-47.10166667,True,0.0
-22.81666667|-47.11861111,-22.81666667,-47.11861111,True,0.0
-22.8167|-47.1,-22.8167,-47.1,True,0.0
-22.817104|-47.069731,-22.817104,-47.069731,True,0.0
-22.827592|-47.105002,-22.827592,-47.105002,True,0.0
-22.83333333|-42.47444444,-22.83333333,-42.47444444,True,0.0
-22.883333|-42.858333,-22.883333,-42.858333,True,0.0
-22.933953|-42.824596,-22.933953,-42.824596,True,0.0
-22.95|-42.858333,-22.95,-42.858333,True,0.0
-22.96666667|-43.22027778,-22.96666667,-43.22027778,True,0.0
-22|-41.25416667,-22.0,-41.25416667,True,0.0
-23.00194444|-46.96583333,-23.00194444,-46.96583333,True,0.0
-23.03388889|-43.53611111,-23.03388889,-43.53611111,True,0.0
-23.17027778|-46.52527778,-23.17027778,-46.52527778,True,0.0
-23.18333333|-46.867,-23.18333333,-46.867,True,0.0
-23.18333333|-46.88111111,-23.18333333,-46.88111111,True,0.0
-23.223056|-46.895,-23.223056,-46.895,True,0.0
-23.25|-46.867,-23.25,-46.867,True,0.0
-23.25|-46.88111111,-23.25,-46.88111111,True,0.0
-23.31666667|-45.08472222,-23.31666667,-45.08472222,True,0.0
-23.33333333|-44.84722222,-23.33333333,-44.84722222,True,0.0
-23.33611111|-45.13555556,-23.33611111,-45.13555556,True,0.0
-23.35|-44.84722222,-23.35,-44.84722222,True,0.0
-23.35|-45.11861111,-23.35,-45.11861111,True,0.0
-23.36666667|-44.81333333,-23.36666667,-44.81333333,True,0.0
-23.36666667|-44.84722222,-23.36666667,-44.84722222,False,0.00015028800645220872
-23.55|-45.067,-23.55,-45.067,False,3.525441468279992
-23.55|-45.06777778,-23.55,-45.06777778,False,3.484763542387279
-23.65805556|-46.03388889,-23.65805556,-46.03388889,True,0.0
-23.71666667|-47.35555556,-23.71666667,-47.35555556,True,0.0
-24.18333333|-48.53333333,-24.18333333,-48.53333333,True,0.0
-24.5|-47.25416667,-24.5,-47.25416667,True,0.0
-24.6|-65.37277778,-24.6,-65.37277778,True,0.0
-24.7|-65.20333333,-24.7,-65.20333333,True,0.0
-24.7|-65.40666667,-24.7,-65.40666667,True,0.0
-24.9|-65.64388889,-24.9,-65.64388889,True,0.0
-25.01666667|46.1525,-25.01666667,46.1525,False,1080.1608702071696
-25.11|-65.68,-25.11,-65.68,True,0.0
-25.23166667|-49.20333333,-25.23166667,-49.20333333,True,0.0
-25.33333333|-49.23722222,-25.33333333,-49.23722222,True,0.0
-25.5|-48.81333333,-25.5,-48.81333333,True,0.0
-25.79194444|-65.27111111,-25.79194444,-65.27111111,True,0.0
-26.18138889|-58.94888889,-26.18138889,-58.94888889,True,0.0
-27.033999|-49.391608,-27.033999,-49.391608,True,0.0
-27.217988|-61.187357,-27.217988,-61.187357,True,0.0
-27.559738|153.1079,-27.559738,153.1079,True,0.0
-27.58194444|-48.50833333,-27.58194444,-48.50833333,False,6.31109089061232
-27.58333333|-48.50833333,-27.58333333,-48.50833333,False,6.274972099166468
-27.600278|-48.480833,-27.600278,-48.480833,False,8.841547283089357
-27.67305556|-48.471944,-27.67305556,-48.471944,False,12.492289475420897
-27.74333333|-48.518056,-27.74333333,-48.518056,False,9.939892653658973
-28.51332778|28.40666667,-28.51332778,28.40666667,True,0.0
-28.530554|30.895824,-28.530554,30.895824,True,0.0
-28.57228333|29.06193194,-28.57228333,29.06193194,True,0.0
-28.670239|153.587536,-28.670239,153.587536,True,0.0
-28.75|30.75,-28.75,30.75,True,0.0
-29.03333333|30.05083333,-29.03333333,30.05083333,True,0.0
-29.29|30.29,-29.29,30.29,True,0.0
-29.2|30.283333,-29.2,30.283333,True,0.0
-29.31666667|30.28805556,-29.31666667,30.28805556,True,0.0
-29.316667|30.283333,-29.316667,30.283333,True,0.0
-29.32|30.28,-29.32,30.28,True,0.0
-29.38166667|29.92347222,-29.38166667,29.92347222,True,0.0
-29.46666667|30.23722222,-29.46666667,30.23722222,True,0.0
-29.476827|30.240205,-29.476827,30.240205,True,0.0
-29.490477|30.193124,-29.490477,30.193124,True,0.0
-29.56666667|30.32194444,-29.56666667,30.32194444,True,0.0
-29.5|30.18,-29.5,30.18,True,0.0
-29.600607|30.379412,-29.600607,30.379412,True,0.0
-29.61666667|30.38972222,-29.61666667,30.38972222,True,0.0
-29.62855|30.40700556,-29.62855,30.40700556,True,0.0
-29.6|152.2666667,-29.6,152.2666667,True,0.0
-29.6|30.37277778,-29.6,30.37277778,True,0.0
-29.75|29.75,-29.75,29.75,True,0.0
-29.77|30.84,-29.77,30.84,True,0.0
-29.86666667|30.99972222,-29.86666667,30.99972222,True,0.0
-29.895|30.01167,-29.895,30.01167,True,0.0
-29.8|-50.27111111,-29.8,-50.27111111,True,0.0
-29.8|30.18638889,-29.8,30.18638889,True,0.0
-29.909|30.284,-29.909,30.284,True,0.0
-29.98243333|30.25277722,-29.98243333,30.25277722,True,0.0
-3.045555556|-58.7625,-3.045555556,-58.7625,True,0.0
-3.1|-60.0167,-3.1,-60.0167,True,0.0
-3.291666667|-43.13555556,-3.291666667,-43.13555556,True,0.0
-3.366666667|-59.96583333,-3.366666667,-59.96583333,True,0.0
-3.711891667|-38.64388889,-3.711891667,-38.64388889,True,0.0
-30.01666667|150.8333333,-30.01666667,150.8333333,True,0.0
-30.315769|18.082092,-30.315769,18.082092,True,0.0
-30.34478611|-54.33888889,-30.34478611,-54.33888889,True,0.0
-30.43333333|-64.33888889,-30.43333333,-64.33888889,True,0.0
-30.45|-51.0833,-30.45,-51.0833,False,4.760001932896665
-30.45|-51.08472222,-30.45,-51.08472222,False,4.63350717521162
-30.49666667|151.5066389,-30.49666667,151.5066389,True,0.0
-30.5|152.45,-30.5,152.45,True,0.0
-30.691034|30.29252,-30.691034,30.29252,True,0.0
-30.709913|-62.004291,-30.709913,-62.004291,True,0.0
-30.76666667|-64.52527778,-30.76666667,-64.52527778,True,0.0
-30.7|-62.0667,-30.7,-62.0667,True,0.0
-30.85239722|-60.25416667,-30.85239722,-60.25416667,True,0.0
-30.86666667|-64.54222222,-30.86666667,-64.54222222,True,0.0
-30.96885|30.2827,-30.96885,30.2827,True,0.0
-30.99788889|30.18706667,-30.99788889,30.18706667,True,0.0
-31.006296|30.153157,-31.006296,30.153157,True,0.0
-31.06777778|-64.305,-31.06777778,-64.305,True,0.0
-31.15|-64.33888889,-31.15,-64.33888889,True,0.0
-31.168957|-64.24248,-31.168957,-64.24248,True,0.0
-31.239425|-64.520906,-31.239425,-64.520906,True,0.0
-31.333333|-64.25,-31.333333,-64.25,True,0.0
-31.35|19.13555556,-31.35,19.13555556,True,0.0
-31.36666667|19.20333333,-31.36666667,19.20333333,True,0.0
-31.36666667|19.25416667,-31.36666667,19.25416667,True,0.0
-31.374608|19.110714,-31.374608,19.110714,True,0.0
-31.38333333|19.1525,-31.38333333,19.1525,True,0.0
-31.435473|-64.200889,-31.435473,-64.200889,True,0.0
-31.46666667|19.06777778,-31.46666667,19.06777778,True,0.0
-31.48333333|-71.13555556,-31.48333333,-71.13555556,True,0.0
-31.4|-64.16666667,-31.4,-64.16666667,True,0.0
-31.4|-64.16944444,-31.4,-64.16944444,True,0.0
-31.655489|18.784495,-31.655489,18.784495,True,0.0
-31.6|-64.77944444,-31.6,-64.77944444,True,0.0
-31.71666667|-64.44055556,-31.71666667,-64.44055556,True,0.0
-31.745739|149.287998,-31.745739,149.287998,True,0.0
-31.827043|115.834977,-31.827043,115.834977,True,0.0
-31.91666667|-64.55888889,-31.91666667,-64.55888889,True,0.0
-31.93333333|-52.42361111,-31.93333333,-52.42361111,True,0.0
-31.95|151.4405556,-31.95,151.4405556,True,0.0
-32.14644444|18.306556,-32.14644444,18.306556,False,0.3782720100496964
-32.197579|18.896735,-32.197579,18.896735,True,0.0
-32.33333|-70.31667,-32.33333,-70.31667,True,0.0
-32.43388889|18.33833,-32.43388889,18.33833,True,0.0
-32.75097222|18.170778,-32.75097222,18.170778,True,0.0
-32.92413|19.282046,-32.92413,19.282046,True,0.0
-32|19,-32.0,19.0,True,0.0
-33.117651|18.138166,-33.117651,18.138166,True,0.0
-33.16666667|-70.22027778,-33.16666667,-70.22027778,True,0.0
-33.225715|21.856142,-33.225715,21.856142,True,0.0
-33.285296|19.319297,-33.285296,19.319297,True,0.0
-33.297|-70.22027778,-33.297,-70.22027778,True,0.0
-33.31838889|-70.27111111,-33.31838889,-70.27111111,True,0.0
-33.3547|-70.2498,-33.3547,-70.2498,True,0.0
-33.35|-70.27111111,-33.35,-70.27111111,True,0.0
-33.466667|19.2,-33.466667,19.2,True,0.0
-33.472198|19.038588,-33.472198,19.038588,True,0.0
-33.480321|19.058692,-33.480321,19.058692,True,0.0
-33.519|18.473139,-33.519,18.473139,True,0.0
-33.608|19.3,-33.608,19.3,True,0.0
-33.62444444|-70.01694444,-33.62444444,-70.01694444,True,0.0
-33.6335|146.5652667,-33.6335,146.5652667,True,0.0
-33.65583333|151.0677778,-33.65583333,151.0677778,True,0.0
-33.67611111|151.1355556,-33.67611111,151.1355556,True,0.0
-33.68333333|-70.40666667,-33.68333333,-70.40666667,True,0.0
-33.763407|-70.419388,-33.763407,-70.419388,True,0.0
-33.769053|150.4892,-33.769053,150.4892,True,0.0
-33.770723|25.5298,-33.770723,25.5298,True,0.0
-33.83333333|24.93194444,-33.83333333,24.93194444,True,0.0
-33.925756|18.836685,-33.925756,18.836685,True,0.0
-33.93244444|18.86416667,-33.93244444,18.86416667,True,0.0
-33.946503|18.882096,-33.946503,18.882096,True,0.0
-33.95157018|18.885821,-33.95157018,18.885821,True,0.0
-33.952727|18.887833,-33.952727,18.887833,True,0.0
-33.962822|18.409841,-33.962822,18.409841,True,0.0
-33.966602|18.441884,-33.966602,18.441884,True,0.0
-34.0092|19.785494,-34.0092,19.785494,True,0.0
-34.03333333|-67.96666667,-34.03333333,-67.96666667,True,0.0
-34.10305556|151.0847222,-34.10305556,151.0847222,True,0.0
-34.11305556|151.0508333,-34.11305556,151.0508333,True,0.0
-34.13333333|-71.01694444,-34.13333333,-71.01694444,True,0.0
-34.21666667|18.40666667,-34.21666667,18.40666667,True,0.0
-34.25194444|150.5083333,-34.25194444,150.5083333,True,0.0
-34.265446|150.8037,-34.265446,150.8037,True,0.0
-34.265804|18.411097,-34.265804,18.411097,True,0.0
-34.26805556|150.5083333,-34.26805556,150.5083333,True,0.0
-34.27666667|18.4575,-34.27666667,18.4575,True,0.0
-34.28333333|18.47444444,-34.28333333,18.47444444,False,0.4715444204329378
-34.33844444|21.236944,-34.33844444,21.236944,True,0.0
-34.33|150.4744444,-34.33,150.4744444,True,0.0
-34.403577|150.854829,-34.403577,150.854829,True,0.0
-34.41805556|150.4744444,-34.41805556,150.4744444,True,0.0
-34.471778|19.876614,-34.471778,19.876614,True,0.0
-34.48333333|-58.50833333,-34.48333333,-58.50833333,True,0.0
-34.63333333|-58.47444444,-34.63333333,-58.47444444,True,0.0
-34.65|150.7,-34.65,150.7,True,0.0
-34.66666667|150.3897222,-34.66666667,150.3897222,True,0.0
-34.66666667|150.7116667,-34.66666667,150.7116667,True,0.0
-34.675|150.7,-34.675,150.7,True,0.0
-34.67916667|150.7083333,-34.67916667,150.7083333,True,0.0
-34.67916667|150.7116667,-34.67916667,150.7116667,True,0.0
-35.13333333|139.1333333,-35.13333333,139.1333333,True,0.0
-35.15|-72.69472222,-35.15,-72.69472222,False,28.678717299118887
-35.33333333|138.7455556,-35.33333333,138.7455556,True,0.0
-35.49194444|-72.37277778,-35.49194444,-72.37277778,True,0.0
-35.53333333|-58,-35.53333333,-58.0,True,0.0
-35.910183|175.107843,-35.910183,175.107843,False,2104.2661259700412
-36.194573|175.07529,-36.194573,175.07529,False,2105.5318171404897
-36.21666667|175.05,-36.21666667,175.05,False,2103.6286408258434
-36.248419|174.573356,-36.248419,174.573356,False,2061.520570391356
-36.379046|148.178759,-36.379046,148.178759,True,0.0
-36.539|174.7116667,-36.539,174.7116667,False,2077.0864582651675
-36.66666|-56.7,-36.66666,-56.7,True,0.0
-36.71666667|175.63,-36.71666667,175.63,False,2160.6541836850242
-36.953215|174.558908,-36.953215,174.558908,False,2069.0394564498165
-36.95|174.5422222,-36.95,174.5422222,False,2067.522771109702
-37.05|146.083333,-37.05,146.083333,True,0.0
-37.15|175.2202778,-37.15,175.2202778,False,2130.081511835413
-37.15|175.2711111,-37.15,175.2711111,False,2134.5488460454017
-37.166667|144.25,-37.166667,144.25,True,0.0
-37.38333333|174.7286111,-37.38333333,174.7286111,False,2090.622986892501
-37.38333333|175.3897222,-37.38333333,175.3897222,False,2148.4257008233544
-37.42573611|175.224211,-37.42573611,175.224211,False,2134.617622658726
-37.45|175.4744444,-37.45,175.4744444,False,2156.870031848468
-37.55|175.7625,-37.55,175.7625,False,2183.593445631769
-37.55|176.0677778,-37.55,176.0677778,False,2210.246960855388
-37.58333333|175.3727778,-37.58333333,175.3727778,False,2150.1426919740625
-37.5|145,-37.5,145.0,True,0.0
-37.63333333|176.2033333,-37.63333333,176.2033333,False,2223.3468514128617
-37.65|175.1355556,-37.65,175.1355556,False,2130.621399627056
-37.68333333|175.3219444,-37.68333333,175.3219444,False,2147.40371923027
-37.7|175.7116667,-37.7,175.7116667,False,2181.5798307473165
-37.91666667|175.0677778,-37.91666667,175.0677778,False,2129.57821936662
-37.93333333|175.0677778,-37.93333333,175.0677778,False,2129.894211991908
-38.03333333|176.0338889,-38.03333333,176.0338889,False,2215.240253642153
-38.05|174.7794444,-38.05,174.7794444,False,2107.309304991997
-38.05|175.5591667,-38.05,175.5591667,False,2174.5319114656813
-38.06666667|175.0847222,-38.06666667,175.0847222,False,2133.93621462767
-38.31666667|175.0338889,-38.31666667,175.0338889,False,2134.6736695100685
-38.76916667|176.2218028,-38.76916667,176.2218028,False,2245.6722024755595
-38.93333333|175.0677778,-38.93333333,175.0677778,False,2151.585308415982
-38.98333333|175.3897222,-38.98333333,175.3897222,False,2179.9655015763256
-39.13333333|175.3897222,-39.13333333,175.3897222,False,2183.614426822856
-39.25|175.3897222,-39.25,175.3897222,False,2186.5329343842004
-39.41666667|175.4575,-39.41666667,175.4575,False,2196.4834484114626
-39.43933333|175.5269722,-39.43933333,175.5269722,False,2202.874411711892
-39.63333333|175.7286111,-39.63333333,175.7286111,False,2224.7727527972675
-39.63|175.7794444,-39.63,175.7794444,False,2228.9125374594014
-39.99583333|176.0244,-39.99583333,176.0244,False,2259.106153813889
-4.647316|55.452515,-4.647316,55.452515,False,1298.046961450711
-4.683322|55.499985,-4.683322,55.499985,False,1304.6345882646417
-40.06666667|175.9827778,-40.06666667,175.9827778,False,2257.6537468387123
-40.17|175.8302778,-40.17,175.8302778,False,2248.072960658228
-40.31666667|175.7625,-40.31666667,175.7625,False,2244.5332478405912
-40.35|175.5422222,-40.35,175.5422222,False,2225.8474907480268
-40.4|175.7116667,-40.4,175.7116667,False,2240.192139848366
-40.5|175.7116667,-40.5,175.7116667,False,2240.2030419697517
-40.66666667|-72.1525,-40.66666667,-72.1525,True,0.0
-40.68333333|175.5422222,-40.68333333,175.5422222,False,2226.0737584877497
-40.6|175.6269444,-40.6,175.6269444,False,2233.114238496776
-40.894627|176.212366,-40.894627,176.212366,False,2282.8403282676277
-40.9505|175.1103083,-40.9505,175.1103083,False,2190.424783251963
-41.000026|-71.500002,-41.000026,-71.500002,True,0.0
-41.01666667|-71.83027778,-41.01666667,-71.83027778,True,0.0
-41.11666667|-71.22027778,-41.11666667,-71.22027778,True,0.0
-41.11666667|-73.16944444,-41.11666667,-73.16944444,True,0.0
-41.13333333|-71.31666667,-41.13333333,-71.31666667,True,0.0
-41.13333333|-71.316667,-41.13333333,-71.316667,True,0.0
-41.13333333|-71.44055556,-41.13333333,-71.44055556,True,0.0
-41.15|-71.25416667,-41.15,-71.25416667,True,0.0
-41.16666667|-71.42361111,-41.16666667,-71.42361111,True,0.0
-41.2595|174.0562556,-41.2595,174.0562556,False,2103.8166237747396
-41.32194444|174.7555556,-41.32194444,174.7555556,False,2162.5477369820796
-41.38333333|173.0338889,-41.38333333,173.0338889,False,2019.6537697913618
-41.383333|173.033333,-41.383333,173.033333,False,2019.6075465408317
-41.41816667|172.9266917,-41.41816667,172.9266917,False,2011.071175993746
-41.56666667|-71.77944444,-41.56666667,-71.77944444,True,0.0
-41.711475|173.1016667,-41.711475,173.1016667,False,2028.5820970520506
-41.7945|172.8526444,-41.7945,172.8526444,False,2008.9852841495385
-41.8065|172.8609472,-41.8065,172.8609472,False,2009.8128200466851
-41.8825|-73.66083333,-41.8825,-73.66083333,False,13.124123620911352
-41.88333333|-73.67777778,-41.88333333,-73.67777778,False,13.430642951162021
-41.90099722|172.6777778,-41.90099722,172.6777778,False,1995.9093755632546
-42.894212|147.438969,-42.894212,147.438969,False,426.7472591796808
-43.15419444|171.7083333,-43.15419444,171.7083333,False,1939.4129934555585
-43.15|171.716667,-43.15,171.716667,False,1939.9823384718918
-43.15|171.7286111,-43.15,171.7286111,False,1940.9318569943268
-43.46000278|172.2033333,-43.46000278,172.2033333,False,1985.5351099061795
-43.52|172.5761111,-43.52,172.5761111,False,2016.3361803242233
-43.63333333|172.4744444,-43.63333333,172.4744444,False,2010.9157471453639
-43.66816667|172.6357556,-43.66816667,172.6357556,False,2024.4171946176175
-43.68783889|172.5930556,-43.68783889,172.5930556,False,2021.5170168048464
-44.228249|169.813644,-44.228249,169.813644,False,1821.60259345328
-44.23333333|169.816667,-44.23333333,169.816667,False,1822.0013810090552
-45.054066|168.814298,-45.054066,168.814298,False,1777.6644328779926
-5.15|38.62694444,-5.15,38.62694444,True,0.0
-6.433333|-36.666667,-6.433333,-36.666667,True,0.0
-7.157333333|-36.04947778,-7.157333333,-36.04947778,True,0.0
-7.197777778|-34.81333333,-7.197777778,-34.81333333,True,0.0
-7.341861111|-36.305,-7.341861111,-36.305,True,0.0
-7.479166667|-36.915,-7.479166667,-36.915,True,0.0
-7.677722222|-34.84722222,-7.677722222,-34.84722222,True,0.0
-7.8125|-34.96583333,-7.8125,-34.96583333,True,0.0
-7.8|-35.35555556,-7.8,-35.35555556,True,0.0
-8.016667|-34.93333,-8.016667,-34.93333,True,0.0
-8.039722222|-35.18638889,-8.039722222,-35.18638889,True,0.0
-8.0625|-34.875,-8.0625,-34.875,False,0.023740525578519023
-8.125|-32.875,-8.125,-32.875,False,215.38563026738737
-8.125|-34.09166667,-8.125,-34.09166667,False,83.34162247115445
-8.125|-34.875,-8.125,-34.875,False,1.7443514634983657
-8.125|-34.88111111,-8.125,-34.88111111,False,1.1276579867289145
-8.31|-36,-8.31,-36.0,True,0.0
-8.398277778|-37.23722222,-8.398277778,-37.23722222,True,0.0
-8.416666667|-37.03388889,-8.416666667,-37.03388889,True,0.0
-8.42575|-35.96583333,-8.42575,-35.96583333,True,0.0
-8.45|-36.716667,-8.45,-36.716667,True,0.0
-8.4|-32.0625,-8.4,-32.0625,False,308.17038413826884
-8.55|-35.59305556,-8.55,-35.59305556,True,0.0
-8.5675|-37.23722222,-8.5675,-37.23722222,True,0.0
-8.766666667|-37.03388889,-8.766666667,-37.03388889,True,0.0
-8.916667|-39.9,-8.916667,-39.9,True,0.0
-9.116666667|-31.01694444,-9.116666667,-31.01694444,False,438.0076942726647
-9.118611111|-40.33888889,-9.118611111,-40.33888889,True,0.0
-9.15|-40.37277778,-9.15,-40.37277778,True,0.0
-9.942777778|-38.99972222,-9.942777778,-38.99972222,True,0.0
0.516666667|12.81333333,0.516666667,12.81333333,True,0.0
0.613333333|10.40666667,0.613333333,10.40666667,True,0.0
1.553278|110.359213,1.553278,110.359213,False,673.6764335326964
10.13333333|77.18611111,10.13333333,77.18611111,True,0.0
10.136965|77.059423,10.136965,77.059423,True,0.0
10.274968|-84.82551,10.274968,-84.82551,True,0.0
10.282439|-84.798789,10.282439,-84.798789,True,0.0
10.302991|-84.795127,10.302991,-84.795127,True,0.0
10.3|-84.8167,10.3,-84.8167,True,0.0
10.45|-71.4575,10.45,-71.4575,False,0.42496876968202785
10.46666667|-84.01666667,10.46666667,-84.01666667,True,0.0
10.4|-66.88111111,10.4,-66.88111111,True,0.0
10.5|-66.883333,10.5,-66.883333,True,0.0
10|-66,10.0,-66.0,True,0.0
11.430735|76.859174,11.430735,76.859174,True,0.0
11.91222222|77.18638889,11.91222222,77.18638889,True,0.0
12.259919|-69.056378,12.259919,-69.056378,False,83.15471577756014
12.35|102.4913889,12.35,102.4913889,True,0.0
12.66666667|79.89805556,12.66666667,79.89805556,True,0.0
13.53349528|77.03388889,13.53349528,77.03388889,True,0.0
13.66666667|79.32194444,13.66666667,79.32194444,True,0.0
14.43333333|101.3727778,14.43333333,101.3727778,True,0.0
15.58333333|-16.28805556,15.58333333,-16.28805556,True,0.0
15.6|99.333,15.6,99.333,True,0.0
18.08333333|-71.50833333,18.08333333,-71.50833333,False,625.0149388362235
18.15|-66.53333333,18.15,-66.53333333,False,757.5837264825243
18.1|-71.62694444,18.1,-71.62694444,False,626.6537841961293
18.2|-71.55916667,18.2,-71.55916667,False,637.8619567120123
18.33333333|-66.7625,18.33333333,-66.7625,False,764.1956338349767
18.33333333|-97.47444444,18.33333333,-97.47444444,True,0.0
18.33|-97.57,18.33,-97.57,True,0.0
18.3|-65.77944444,18.3,-65.77944444,False,813.4588471156995
18.3|-65.79638889,18.3,-65.79638889,False,812.4657629363423
18.413541|-66.647416,18.413541,-66.647416,False,777.6702255110694
18.437837|-66.263528,18.437837,-66.263528,False,799.4857080198702
18.464585|-66.694926,18.464585,-66.694926,False,780.4369569483657
18.4|-65.7917,18.4,-65.7917,False,822.0145805245292
18.68333333|110.2033333,18.68333333,110.2033333,False,172.97197977173835
18.96166667|109.1355556,18.96166667,109.1355556,False,163.47575379285774
