accepted_species,genus,family,n_islands,n_records
Pelargonium odoratissimum,Pelargonium,Geraniaceae,7,12
Kayea grandis,Kayea,Calophyllaceae,2,13
Ilex bioritsensis,Ilex,Aquifoliaceae,2,232
Adinandra lasiostyla,Adinandra,Pentaphylacaceae,1,238
Pinzona coriacea,Pinzona,Dilleniaceae,3,22
Tiliacora funifera,Tiliacora,Menispermaceae,2,22
Passiflora quadriglandulosa,Passiflora,Passifloraceae,3,9
Tacca bibracteata,Tacca,Dioscoreaceae,2,24
Lantana lockhardtii,Lantana,Verbenaceae,3,14
Geniostoma pedunculatum,Geniostoma,Loganiaceae,2,249
Lilium hollandicum,Lilium,Liliaceae,6,27
Pittosporum xanthanthum,Pittosporum,Pittosporaceae,2,119
Eriocaulon sieboldtianum,Eriocaulon,Eriocaulaceae,2,2
Tambourissa longicarpa,Tambourissa,Monimiaceae,1,34
Ammannia triflora,Ammannia,Lythraceae,3,7
Viscum salicornoides,Viscum,Viscaceae,2,7
Heliotropium rufipilum,Heliotropium,Heliotropiaceae,3,3
Symplocos orbicularis,Symplocos,Symplocaceae,1,74
Guapira domingensis,Guapira,Nyctaginaceae,2,38
Cordia borinquensis,Cordia,Cordiaceae,1,125
Capparidastrum solum,Capparidastrum,Capparaceae,2,3
Goeppertia varians,Goeppertia,Marantaceae,2,3
Nepenthes eymae,Nepenthes,Nepenthaceae,1,12
Goodenia debilis,Goodenia,Goodeniaceae,2,6
Potamogeton gramineus x natans,Potamogeton,Potamogetonaceae,6,11
Hunga gerontogea,Hunga,Chrysobalanaceae,1,43
Utricularia gaagudju,Utricularia,Lentibulariaceae,2,8
Smilax elmeri,Smilax,Smilacaceae,2,13
Magnolia woodbridgensis,Magnolia,Magnoliaceae,2,4
Biophytum petersianum,Biophytum,Oxalidaceae,2,2
Gordonia moaensis,Gordonia,Theaceae,1,23
Halimium lasianthum,Halimium,Cistaceae,2,8
Epimedium warleyense,Epimedium,Berberidaceae,2,3
Betula nana x pubescens,Betula,Betulaceae,5,5
Barringtonia rubra,Barringtonia,Lecythidaceae,2,2
Erythroxylum boinense,Erythroxylum,Erythroxylaceae,1,38
Linderniella porembskii,Linderniella,Linderniaceae,1,8
Ouratea revoluta,Ouratea,Ochnaceae,1,16
Viburnum carlocephalum,Viburnum,Viburnaceae,3,5
Drypetes eriocarpa,Drypetes,Putranjivaceae,1,12
Tetragonia fruticosa,Tetragonia,Aizoaceae,1,9
Deutzia ogatae,Deutzia,Hydrangeaceae,1,5
Rourea balanseana,Rourea,Connaraceae,1,4
Myriophyllum sparsiflorum,Myriophyllum,Haloragaceae,1,6
Durandea neocaledonica,Durandea,Linaceae,1,3
Celtis schippii,Celtis,Cannabaceae,1,7
Dunstania multilocularis,Cornus,Cornaceae,1,10
Hydnocarpus ilicifolius,Hydnocarpus,Achariaceae,1,5
Veratrum nipponicum,Veratrum,Melanthiaceae,1,8
Colchicum boissieri,Colchicum,Colchicaceae,1,1
Ehretia takaminei,Ehretia,Ehretiaceae,1,6
Tribulus platypterus,Tribulus,Zygophyllaceae,1,2
Nothofagus densinervosa,Nothofagus,Nothofagaceae,1,2
Buxus capuronii,Buxus,Buxaceae,1,3
Calandrinia spec.,Calandrinia,Montiaceae,1,1
Drosera anglica x intermedia,Drosera,Droseraceae,1,2
Blyxa shimadai,Blyxa,Hydrocharitaceae,2,16
Aquarius paniculatus,Aquarius,Alismataceae,1,2
Xyloolaena humbertii,Xyloolaena,Sarcolaenaceae,1,12
Icacinicarya platycarpa,Icacinicarya,Icacinaceae,1,1
Escallonia rockii,Escallonia,Escalloniaceae,1,1
Cassipourea malosana,Cassipourea,Rhizophoraceae,1,1
Diplacus flemingii,Diplacus,Phrymaceae,1,2
Phlox sibirica,Phlox,Polemoniaceae,1,1
Burmannia coerulea,Burmannia,Burmanniaceae,1,1
Gomphandra laxiflora,Gomphandra,Stemonuraceae,1,2
Leptocarpus barbatus,Leptocarpus,Restionaceae,1,1
Simaba guianensis,Simaba,Simaroubaceae,1,1
Xyris stricta,Xyris,Xyridaceae,1,1
Zygogynum schramii,Zygogynum,Winteraceae,1,3
Platanthera convallariifolia,Platanthera,Orchidaceae,39,134
Solidago canadensis,Solidago,Asteraceae,164,22096
Diodia virginiana,Diodia,Rubiaceae,40,316
Lablab purpureus,Lablab,Fabaceae,123,1297
Poa arctica,Poa,Poaceae,204,2294
Carex lyngbyei,Carex,Cyperaceae,130,1975
Myrteola nummularia,Myrteola,Myrtaceae,19,100
Euphorbia mitchelliana,Euphorbia,Euphorbiaceae,39,114
Cotoneaster acutifolius,Cotoneaster,Rosaceae,104,845
Marsdenia tinctoria,Marsdenia,Apocynaceae,23,525
Clerodendrum chinense,Clerodendrum,Lamiaceae,68,857
Miconia stenostachya,Miconia,Melastomataceae,8,28
Corchorus olitorius,Corchorus,Malvaceae,33,246
Pyrola americana,Pyrola,Ericaceae,22,886
Oncosperma horridum,Oncosperma,Arecaceae,11,66
Isoglossa dichotoma,Isoglossa,Acanthaceae,12,98
Litsea oppositifolia,Litsea,Lauraceae,9,198
Conandrium polyanthum,Conandrium,Primulaceae,15,202
Cyrtandra heintzelmaniana,Cyrtandra,Gesneriaceae,4,16
Bridelia ovata,Bridelia,Phyllanthaceae,12,61
Anthurium pentaphyllum,Anthurium,Araceae,13,62
Anemone parviflora,Anemone,Ranunculaceae,33,383
Goniothalamus malayanus,Goniothalamus,Annonaceae,6,95
Nasturtium microphyllum,Nasturtium,Brassicaceae,72,12623
Acer opalus,Acer,Sapindaceae,12,96
Geijera salicifolia,Geijera,Rutaceae,11,123
Sagina japonica,Sagina,Caryophyllaceae,62,1391
Orlaya daucoides,Orlaya,Apiaceae,41,365
Gonostegia pentandra,Gonostegia,Urticaceae,11,101
Salix barclayi,Salix,Salicaceae,21,134
Ficus lepicarpa,Ficus,Moraceae,21,313
Piper cubeba,Piper,Piperaceae,6,27
Stemodia verticillata,Stemodia,Plantaginaceae,31,426
Polyscias bracteata,Polyscias,Araliaceae,8,400
Solandra longiflora,Solandra,Solanaceae,23,103
Hedychium roxburghii,Hedychium,Zingiberaceae,4,31
Maianthemum japonicum,Maianthemum,Asparagaceae,26,1394
Palaquium quercifolium,Palaquium,Sapotaceae,5,45
Begonia pasamanensis,Begonia,Begoniaceae,2,39
Spinacia oleracea,Spinacia,Amaranthaceae,42,418
Ipomoea cordatotriloba,Ipomoea,Convolvulaceae,22,226
Benstonea verruculosa,Benstonea,Pandanaceae,3,20
Codonopsis ussuriensis,Codonopsis,Campanulaceae,9,88
Quercus sessilifolia,Quercus,Fagaceae,6,1391
Coccoloba krugii,Coccoloba,Polygonaceae,25,141
Gymnosporia cassinoides,Gymnosporia,Celastraceae,6,249
Helicia latifolia,Helicia,Proteaceae,4,43
Phelipanche purpurea,Phelipanche,Orobanchaceae,21,768
Ziziphus quadrilocularis,Ziziphus,Rhamnaceae,7,40
Paracynoglossum asperrimum,Paracynoglossum,Boraginaceae,11,712
Tetratheca glandulosa,Tetratheca,Elaeocarpaceae,3,15
Didymocheton aneityensis,Didymocheton,Meliaceae,9,42
Ligustrum henryi,Ligustrum,Oleaceae,7,113
Diospyros simaloerensis,Diospyros,Ebenaceae,4,32
Sedum pallidum,Sedum,Crassulaceae,11,71
Canscora diffusa,Canscora,Gentianaceae,7,34
Bouea oppositifolia,Bouea,Anacardiaceae,8,71
Ampelocissus thyrsiflora,Ampelocissus,Vitaceae,6,63
Viola lactea,Viola,Violaceae,10,3171
Shorea parvistipulata,Shorea,Dipterocarpaceae,4,221
Amphilophium buccinatorium,Amphilophium,Bignoniaceae,5,16
Knema furfuracea,Knema,Myristicaceae,4,23
Allium staticiforme,Allium,Amaryllidaceae,17,47
Actinostemma tenerum,Actinostemma,Cucurbitaceae,6,291
Byrsonima densa,Byrsonima,Malpighiaceae,4,5
Chamaenerion dodonaei,Chamaenerion,Onagraceae,12,32
Crocus sativus,Crocus,Iridaceae,12,21
Amyema hexameres,Amyema,Loranthaceae,4,7
Wikstroemia polyantha,Wikstroemia,Thymelaeaceae,4,18
Opuntia oricola,Opuntia,Cactaceae,7,61
Clusia flavida,Clusia,Clusiaceae,3,11
Limonium eduardi-diasii,Limonium,Plumbaginaceae,3,105
Wittmackia antillana,Wittmackia,Bromeliaceae,4,56
Asemeia martiana,Asemeia,Polygalaceae,4,18
Caesia calliantha,Caesia,Asphodelaceae,3,284
Canarium salomonense,Canarium,Burseraceae,3,14
Lomelosia brachiata,Lomelosia,Caprifoliaceae,12,35
Impatiens wohlhauseri,Impatiens,Balsaminaceae,1,18
Juncus scheuchzerioides,Juncus,Juncaceae,22,304
Vismia baccifera,Vismia,Hypericaceae,5,14
Pterophylla furfuracea,Pterophylla,Cunoniaceae,2,8
Thottea grandiflora,Thottea,Aristolochiaceae,2,30
Cyanotis moluccana,Cyanotis,Commelinaceae,5,20
Saxifraga eschscholtzii,Saxifraga,Saxifragaceae,9,101
Verbascum glomeratum,Verbascum,Scrophulariaceae,5,10
Combretum goldieanum,Combretum,Combretaceae,3,15
Papaver macounii,Papaver,Papaveraceae,9,106
Saurauia oblancifolia,Saurauia,Actinidiaceae,1,16
Erodium corsicum,Erodium,Geraniaceae,6,960
Calophyllum castaneum,Calophyllum,Calophyllaceae,2,11
Ilex sebertii,Ilex,Aquifoliaceae,2,218
Eurya rengechiensis,Eurya,Pentaphylacaceae,1,115
Tetracera korthalsii,Tetracera,Dilleniaceae,3,21
Burasaia congesta,Burasaia,Menispermaceae,2,19
Adenia penangiana,Adenia,Passifloraceae,3,7
Dioscorea scortechinii,Dioscorea,Dioscoreaceae,2,23
Lantana demutata,Lantana,Verbenaceae,3,12
Strychnos cuminodora,Strychnos,Loganiaceae,2,21
Lilium hansonii,Lilium,Liliaceae,5,61
Pittosporum coccineum,Pittosporum,Pittosporaceae,2,109
Syngonanthus humbertii,Syngonanthus,Eriocaulaceae,1,36
Kairoa suberosa,Kairoa,Monimiaceae,1,30
Cuphea melvilla,Cuphea,Lythraceae,3,5
Phoradendron tuniforme,Phoradendron,Viscaceae,2,2
Heliotropium pterocarpum,Heliotropium,Heliotropiaceae,2,27
Symplocos arborea,Symplocos,Symplocaceae,1,53
Ceodes muelleriana,Ceodes,Nyctaginaceae,2,16
Cordia furcans,Cordia,Cordiaceae,1,29
Capparis divaricata,Capparis,Capparaceae,2,3
Goeppertia rufibarba,Goeppertia,Marantaceae,2,2
Nepenthes pitopangii,Nepenthes,Nepenthaceae,1,12
Scaevola glabrata,Scaevola,Goodeniaceae,2,6
Zannichellia pedicellata,Zannichellia,Potamogetonaceae,5,25
Hunga papuana,Hunga,Chrysobalanaceae,1,25
Utricularia mannii,Utricularia,Lentibulariaceae,2,6
Smilax ilicifolia,Smilax,Smilacaceae,2,9
Magnolia alternans,Magnolia,Magnoliaceae,2,2
Oxalis cytisoides,Oxalis,Oxalidaceae,2,2
Camellia amplexifolia,Camellia,Theaceae,1,21
Helianthemum hirtum,Helianthemum,Cistaceae,2,7
Berberis aristatoserrulata,Berberis,Berberidaceae,1,92
Alnus serrulatoides,Alnus,Betulaceae,3,281
Barringtonia havilandii,Barringtonia,Lecythidaceae,1,23
Erythroxylum discolor,Erythroxylum,Erythroxylaceae,1,38
Linderniella pygmaea,Linderniella,Linderniaceae,1,7
Ochna thouvenotii,Ochna,Ochnaceae,1,13
Viburnum burkwoodii,Viburnum,Viburnaceae,2,5
Drypetes congestiflora,Drypetes,Putranjivaceae,1,9
Lampranthus brownii,Lampranthus,Aizoaceae,1,8
Hydrangea strigosa,Hydrangea,Hydrangeaceae,1,5
Rourea vieillardii,Rourea,Connaraceae,1,3
Gonocarpus scordioides,Gonocarpus,Haloragaceae,1,5
Linum villarianum,Linum,Linaceae,1,3
Trema humbertii,Trema,Cannabaceae,1,7
Alangium hollrungii,Alangium,Cornaceae,1,3
Ryparosa milleri,Ryparosa,Achariaceae,1,3
Trillium luteum,Trillium,Melanthiaceae,1,3
Colchicum bulbocodium,Colchicum,Colchicaceae,1,1
Halgania littoralis,Halgania,Ehretiaceae,1,6
Balanites wilsoniana,Balanites,Zygophyllaceae,1,1
Nothofagus bulbosa,Nothofagus,Nothofagaceae,1,1
Buxus macrophylla,Buxus,Buxaceae,1,3
Calandrinia tholiformis,Rumicastrum,Montiaceae,1,1
Drosera badgerupii,Drosera,Droseraceae,1,1
Najas tenuicaulis,Najas,Hydrocharitaceae,1,7
Aquarius inpai,Aquarius,Alismataceae,1,1
Schizolaena laurina,Schizolaena,Sarcolaenaceae,1,10
Mappianthus hookerianus,Mappianthus,Icacinaceae,1,1
Polyosma matangensis,Polyosma,Escalloniaceae,1,1
Cassipourea obovata,Cassipourea,Rhizophoraceae,1,1
Erythranthe smithii,Erythranthe,Phrymaceae,1,1
Polemonium foliosissimum,Polemonium,Polemoniaceae,1,1
Gymnosiphon refractus,Gymnosiphon,Burmanniaceae,1,1
Medusanthera gracilis,Medusanthera,Stemonuraceae,1,1
Leptocarpus simplex,Leptocarpus,Restionaceae,1,1
Soulamea pelletieri,Soulamea,Simaroubaceae,1,1
Xyris tuberosa,Xyris,Xyridaceae,1,1
Cypripedium calceolus,Cypripedium,Orchidaceae,38,1098
Artemisia campestris,Artemisia,Asteraceae,162,10539
Mussaenda erythrophylla,Mussaenda,Rubiaceae,40,189
Gliricidia sepium,Gliricidia,Fabaceae,123,1038
Hordeum vulgare,Hordeum,Poaceae,203,7197
Fimbristylis ferruginea,Fimbristylis,Cyperaceae,124,490
Kunzea ericoides,Kunzea,Myrtaceae,18,3847
Euphorbia chamaesyce,Euphorbia,Euphorbiaceae,37,272
Agrimonia pilosa,Agrimonia,Rosaceae,101,3135
Hoya multiflora,Hoya,Apocynaceae,23,90
Teucrium fruticans,Teucrium,Lamiaceae,66,2335
Astronia acuminatissima,Astronia,Melastomataceae,8,26
Abutilon hirtum,Abutilon,Malvaceae,33,153
Pieris nana,Pieris,Ericaceae,22,368
Veitchia arecina,Veitchia,Arecaceae,11,17
Justicia adhatoda,Justicia,Acanthaceae,12,39
Neolitsea aurata,Neolitsea,Lauraceae,9,179
Ardisia obovata,Ardisia,Primulaceae,15,163
Microchirita caerulea,Microchirita,Gesneriaceae,4,14
Phyllanthus carpentariae,Phyllanthus,Phyllanthaceae,12,54
Lemna valdiviana,Lemna,Araceae,13,47
Pulsatilla cernua,Pulsatilla,Ranunculaceae,33,238
Stelechocarpus burahol,Stelechocarpus,Annonaceae,6,94
Neslia paniculata,Neslia,Brassicaceae,71,1534
Paullinia fuscescens,Paullinia,Sapindaceae,12,80
Zanthoxylum tragodes,Zanthoxylum,Rutaceae,11,67
Cerastium fischerianum,Cerastium,Caryophyllaceae,62,321
Bupleurum gracile,Bupleurum,Apiaceae,41,179
Elatostema novae-britanniae,Elatostema,Urticaceae,11,39
Osmelia philippina,Osmelia,Salicaceae,20,255
Ficus pedunculosa,Ficus,Moraceae,21,236
Piper cernuum,Piper,Piperaceae,6,19
Plantago ovata,Plantago,Plantaginaceae,31,398
Hydrocotyle benguetensis,Hydrocotyle,Araliaceae,8,339
Lycianthes rantonnetii,Lycianthes,Solanaceae,22,133
Alpinia novae-hiberniae,Alpinia,Zingiberaceae,4,29
Camassia quamash,Camassia,Asparagaceae,25,2180
Planchonella maingayi,Planchonella,Sapotaceae,5,38
Begonia mollis,Begonia,Begoniaceae,2,33
Spirobassia hirsuta,Spirobassia,Amaranthaceae,40,691
Convolvulus lineatus,Convolvulus,Convolvulaceae,22,148
Freycinetia percostata,Freycinetia,Pandanaceae,3,20
Campanula carpatica,Campanula,Campanulaceae,9,44
Quercus tomentella,Quercus,Fagaceae,6,754
Muehlenbeckia platyclada,Muehlenbeckia,Polygonaceae,25,78
Celastrus stephanotifolius,Celastrus,Celastraceae,6,207
Leucadendron argenteum,Leucadendron,Proteaceae,4,18
Orobanche caryophyllacea,Orobanche,Orobanchaceae,21,618
Frangula rupestris,Frangula,Rhamnaceae,7,23
Paracynoglossum lanceolatum,Paracynoglossum,Boraginaceae,11,331
Elaeocarpus ulianus,Elaeocarpus,Elaeocarpaceae,3,14
Trichilia emetica,Trichilia,Meliaceae,9,23
Ligustrum ibota,Ligustrum,Oleaceae,7,105
Diospyros siamang,Diospyros,Ebenaceae,4,16
Phedimus ellacombeanus,Phedimus,Crassulaceae,11,34
Centaurium quadrifolium,Centaurium,Gentianaceae,7,29
Mangifera parvifolia,Mangifera,Anacardiaceae,8,53
Parthenocissus dalzielii,Parthenocissus,Vitaceae,6,42
Viola nephrophylla,Viola,Violaceae,10,59
Shorea gibbosa,Shorea,Dipterocarpaceae,4,203
Catalpa erubescens,Catalpa,Bignoniaceae,5,10
Myristica koordersii,Myristica,Myristicaceae,4,16
Galanthus woronowii,Galanthus,Amaryllidaceae,16,1561
Lagenaria sphaerica,Lagenaria,Cucurbitaceae,6,158
Stigmaphyllon albidum,Stigmaphyllon,Malpighiaceae,3,48
Ludwigia microcarpa,Ludwigia,Onagraceae,12,28
Sparaxis tricolor,Sparaxis,Iridaceae,11,145
Amyema scandens,Amyema,Loranthaceae,3,265
Daphne jasminea,Daphne,Thymelaeaceae,4,14
Opuntia tapona,Opuntia,Cactaceae,7,47
Garcinia pancheri,Garcinia,Clusiaceae,3,11
Limonium acutifolium,Limonium,Plumbaginaceae,3,91
Vriesea incurvata,Vriesea,Bromeliaceae,4,35
Polygala abyssinica,Polygala,Polygalaceae,4,18
Kniphofia linearifolia,Kniphofia,Asphodelaceae,3,18
Haplolobus celebicus,Haplolobus,Burseraceae,3,12
Lonicera gracilipes,Lonicera,Caprifoliaceae,11,2649
Impatiens renae,Impatiens,Balsaminaceae,1,17
Juncus brevicaudatus,Juncus,Juncaceae,22,129
Hypericum crux-andreae,Hypericum,Hypericaceae,5,8
Ackama australiensis,Ackama,Cunoniaceae,2,5
Aristolochia clusii,Aristolochia,Aristolochiaceae,2,26
Commelina clavata,Commelina,Commelinaceae,5,10
Micranthes calycina,Micranthes,Saxifragaceae,9,80
Scrophularia laciniata,Scrophularia,Scrophulariaceae,5,9
Terminalia mollis,Terminalia,Combretaceae,3,12
Papaver pulvinatum,Papaver,Papaveraceae,9,43
Saurauia platyphylla,Saurauia,Actinidiaceae,1,16
Geranium ibericum,Geranium,Geraniaceae,6,193
Kayea manii,Kayea,Calophyllaceae,2,11
Ilex cochinchinensis,Ilex,Aquifoliaceae,2,124
Eurya brassii,Eurya,Pentaphylacaceae,1,98
Dillenia pteropoda,Dillenia,Dilleniaceae,3,18
Burasaia gracilis,Burasaia,Menispermaceae,2,19
Passiflora cuprea,Passiflora,Passifloraceae,3,5
Dioscorea psilostachya,Dioscorea,Dioscoreaceae,2,18
Lantana ovatifolia,Lantana,Verbenaceae,3,9
Strychnos potatorum,Strychnos,Loganiaceae,2,21
Gagea rigida,Gagea,Liliaceae,5,15
Pittosporum obcordatum,Pittosporum,Pittosporaceae,2,109
Eriocaulon trilobatum,Eriocaulon,Eriocaulaceae,1,33
Tambourissa beanjadensis,Tambourissa,Monimiaceae,1,30
Lafoensia vandelliana,Lafoensia,Lythraceae,3,5
Viscum cruciatum,Viscum,Viscaceae,2,2
Euploca bracteata,Euploca,Heliotropiaceae,2,14
Symplocos candelabrum,Symplocos,Symplocaceae,1,47
Neea nigricans,Neea,Nyctaginaceae,2,15
Cordia schatziana,Cordia,Cordiaceae,1,22
Capparis grandis,Capparis,Capparaceae,2,3
Ischnosiphon gracilis,Ischnosiphon,Marantaceae,2,2
Nepenthes tboli,Nepenthes,Nepenthaceae,1,12
Goodenia glabra,Goodenia,Goodeniaceae,2,5
Althenia patentifolia,Althenia,Potamogetonaceae,4,134
Magnistipula cerebriformis,Magnistipula,Chrysobalanaceae,1,22
Utricularia quinquedentata,Utricularia,Lentibulariaceae,2,6
Smilax barbata,Smilax,Smilacaceae,2,6
Magnolia lacoeana,Magnolia,Magnoliaceae,2,2
Oxalis gyrorhiza,Oxalis,Oxalidaceae,2,2
Polyspora vulcanica,Polyspora,Theaceae,1,17
Helianthemum hymettium,Helianthemum,Cistaceae,2,7
Berberis nantoensis,Berberis,Berberidaceae,1,79
Alnus trabeculosa,Alnus,Betulaceae,3,131
Foetidia vohemarensis,Foetidia,Lecythidaceae,1,23
Erythroxylum longipes,Erythroxylum,Erythroxylaceae,1,28
Torenia davidii,Torenia,Linderniaceae,1,7
Ouratea salicifolia,Ouratea,Ochnaceae,1,13
Viburnum macrocephalum,Viburnum,Viburnaceae,2,5
Drypetes talamauensis,Drypetes,Putranjivaceae,1,9
Conicosia pugioniformis,Conicosia,Aizoaceae,1,6
Hydrangea taiwaniana,Hydrangea,Hydrangeaceae,1,5
Connarus ferrugineus,Connarus,Connaraceae,1,2
Glischrocaryon angustifolium,Glischrocaryon,Haloragaceae,1,4
Linum suffruticosum,Linum,Linaceae,1,2
Celtis rubrovenia,Celtis,Cannabaceae,1,5
Alangium barbatum,Alangium,Cornaceae,1,2
Caloncoba gilgiana,Caloncoba,Achariaceae,1,2
Helonias thibetica,Helonias,Melanthiaceae,1,2
Colchicum euboeum,Colchicum,Colchicaceae,1,1
Bourreria mollis,Bourreria,Ehretiaceae,1,4
Fagonia chilensis,Fagonia,Zygophyllaceae,1,1
Nothofagus cethanica,Nothofagus,Nothofagaceae,1,1
Buxus pubiramea,Buxus,Buxaceae,1,3
Cistanthe grandiflora,Cistanthe,Montiaceae,1,1
Drosera intermedia x rotundifolia,Drosera,Droseraceae,1,1
Ottelia cordata,Ottelia,Hydrocharitaceae,1,7
Aquarius scaber,Aquarius,Alismataceae,1,1
Perrierodendron rodoense,Perrierodendron,Sarcolaenaceae,1,7
Pyrenacantha lobata,Pyrenacantha,Icacinaceae,1,1
Polyosma pancheri,Polyosma,Escalloniaceae,1,1
Cassipourea thomassettii,Cassipourea,Rhizophoraceae,1,1
Mimulus hybridus,Mimulus,Phrymaceae,1,1
Polemonium villosissimum,Polemonium,Polemoniaceae,1,1
Thismia ophiuris,Thismia,Burmanniaceae,1,1
Medusanthera vitiensis,Medusanthera,Stemonuraceae,1,1
Pogonia ophioglossoides,Pogonia,Orchidaceae,38,431
Erigeron annuus,Erigeron,Asteraceae,160,5107
Rubia tinctorum,Rubia,Rubiaceae,39,248
Erythrina variegata,Erythrina,Fabaceae,123,467
Briza maxima,Briza,Poaceae,201,14149
Carex livida,Carex,Cyperaceae,122,641
Calytrix tetragona,Calytrix,Myrtaceae,18,1297
Euphorbia jolkinii,Euphorbia,Euphorbiaceae,34,221
Alchemilla wichurae,Alchemilla,Rosaceae,101,2184
Anodendron parviflorum,Anodendron,Apocynaceae,22,44
Leucas decemdentata,Leucas,Lamiaceae,66,281
