accepted_species,genus,family,n_islands,n_records
Bistorta plumosa,Bistorta,Polygonaceae,24,109
Salacia sororia,Salacia,Celastraceae,6,34
Persoonia linearis,Persoonia,Proteaceae,4,12
Euphrasia heslop-harrisonii,Euphrasia,Orobanchaceae,19,309
Discaria toumatou,Discaria,Rhamnaceae,6,3363
Trichodesma africanum,Trichodesma,Boraginaceae,10,87
Crinodendron patagua,Crinodendron,Elaeocarpaceae,3,9
Aglaia rubiginosa,Aglaia,Meliaceae,8,54
Ligustrum quihoui,Ligustrum,Oleaceae,7,8
Diospyros australis,Diospyros,Ebenaceae,4,8
Sedum lydium,Sedum,Crassulaceae,10,79
Gentianella magellanica,Gentianella,Gentianaceae,6,68
Gluta aptera,Gluta,Anacardiaceae,7,81
Tetrastigma magnum,Tetrastigma,Vitaceae,6,13
Viola sieberiana,Viola,Violaceae,9,404
Shorea amplexicaulis,Shorea,Dipterocarpaceae,4,117
Tabebuia angustata,Tabebuia,Bignoniaceae,4,59
Myristica gillespieana,Myristica,Myristicaceae,4,4
Allium subvillosum,Allium,Amaryllidaceae,15,500
Marah fabacea,Marah,Cucurbitaceae,6,53
Acridocarpus longifolius,Acridocarpus,Malpighiaceae,3,17
Fuchsia coccinea,Fuchsia,Onagraceae,11,37
Freesia kewensis,Freesia,Iridaceae,11,37
Elytranthe albida,Elytranthe,Loranthaceae,3,48
Pimelea flava,Pimelea,Thymelaeaceae,3,1357
Opuntia puberula,Opuntia,Cactaceae,7,7
Garcinia merguensis,Garcinia,Clusiaceae,3,9
Limonium ebusitanum,Limonium,Plumbaginaceae,3,72
Guzmania megastachya,Guzmania,Bromeliaceae,4,26
Securidaca lanceolata,Securidaca,Polygalaceae,4,13
Kniphofia caulescens,Kniphofia,Asphodelaceae,3,6
Canarium vanikoroense,Canarium,Burseraceae,3,9
Lomelosia cretica,Lomelosia,Caprifoliaceae,11,373
Impatiens pseudoperezii,Impatiens,Balsaminaceae,1,16
Juncus beringensis,Juncus,Juncaceae,19,138
Hypericum kouytchense,Hypericum,Hypericaceae,4,52
Spiraeanthemum katakata,Spiraeanthemum,Cunoniaceae,2,4
