accepted_species,genus,family,n_islands,n_records
Sabia japonica,Sabia,Sabiaceae,4,39
Santalum ellipticum,Santalum,Santalaceae,6,230
Dendrotrophe umbellata,Dendrotrophe,Amphorogynaceae,2,2
Pterocarya stenoptera,Pterocarya,Juglandaceae,10,110
Tapura cubensis,Tapura,Dichapetalaceae,2,43
Styrax confusus,Styrax,Styracaceae,3,9
Purdiaea ophiticola,Purdiaea,Clethraceae,1,55
Kadsura coccinea,Kadsura,Schisandraceae,4,36
Hemiptelea davidii,Hemiptelea,Ulmaceae,5,7
Sparganium subglobosum,Sparganium,Typhaceae,17,340
Curculigo rhizophylla,Curculigo,Hypoxidaceae,4,281
Hedyosmum orientale,Hedyosmum,Chloranthaceae,5,46
Elaeagnus maritima,Elaeagnus,Elaeagnaceae,14,66
Morella salicifolia,Morella,Myricaceae,3,109
Quintinia altigena,Quintinia,Paracryphiaceae,1,26
Astelia chathamica,Astelia,Asteliaceae,4,90
Marcgravia sintenisii,Marcgravia,Marcgraviaceae,1,146
Hernandia labyrinthica,Hernandia,Hernandiaceae,2,7
Aponogeton schatzianus,Aponogeton,Aponogetonaceae,1,6
Anisophyllea sarawakensis,Anisophyllea,Anisophylleaceae,1,8
Loasa acerifolia,Loasa,Loasaceae,2,7
Liparophyllum exaltatum,Liparophyllum,Menyanthaceae,5,41
Mollugo snodgrassii,Mollugo,Molluginaceae,3,31
Uncarina leandrii,Uncarina,Pedaliaceae,1,144
Chaetocarpus acutifolius,Chaetocarpus,Peraceae,1,34
Thesium leandrianum,Thesium,Thesiaceae,1,54
Turnera scabra,Turnera,Turneraceae,2,3
Gonocaryum lobbianum,Gonocaryum,Cardiopteridaceae,2,96
Rafflesia mira,Rafflesia,Rafflesiaceae,1,4
Dalrympelea nitida,Dalrympelea,Staphyleaceae,3,19
Xerophyta connata,Xerophyta,Velloziaceae,1,16
Helosis cayennensis,Helosis,Balanophoraceae,3,6
Olax capuronii,Olax,Olacaceae,1,48
Phytolacca octandra,Phytolacca,Phytolaccaceae,3,8
Sciaphila major,Sciaphila,Triuridaceae,1,6
Gunnera perpensa,Gunnera,Gunneraceae,2,23
Nyssa ogeche,Nyssa,Nyssaceae,2,7
Reseda decursiva,Reseda,Resedaceae,3,16
Zostera novazelandica,Zostera,Zosteraceae,8,238
Tamarix mascatensis,Tamarix,Tamaricaceae,3,18
Vochysia surinamensis,Vochysia,Vochysiaceae,1,3
Daphniphyllum borneense,Daphniphyllum,Daphniphyllaceae,1,35
Bergia perennis,Bergia,Elatinaceae,3,5
Cycnogeton alcockiae,Cycnogeton,Juncaginaceae,4,88
Polypleurum elongatum,Polypleurum,Podostemaceae,1,3
Bomarea obovata,Bomarea,Alstroemeriaceae,2,2
Frankenia composita,Frankenia,Frankeniaceae,2,47
