accepted_species,genus,family,n_islands,n_records
Ascarina maheshwarii,Ascarina,Chloranthaceae,8,16
Elaeagnus triflora,Elaeagnus,Elaeagnaceae,21,203
Morella esculenta,Morella,Myricaceae,7,35
Quintinia oreophila,Quintinia,Paracryphiaceae,1,34
Astelia subulata,Astelia,Asteliaceae,5,75
Souroubea sympetala,Souroubea,Marcgraviaceae,2,16
Illigera megaptera,Illigera,Hernandiaceae,4,15
Aponogeton longiplumulosus,Aponogeton,Aponogetonaceae,1,9
Anisophyllea ferruginea,Anisophyllea,Anisophylleaceae,1,35
Eucnide aurea,Eucnide,Loasaceae,3,20
Nymphoides parvifolia,Nymphoides,Menyanthaceae,6,20
Paramollugo digyna,Paramollugo,Molluginaceae,5,23
Josephinia eugeniae,Josephinia,Pedaliaceae,2,3
Chaetocarpus cordifolius,Chaetocarpus,Peraceae,2,5
Thesium corsalpinum,Thesium,Thesiaceae,1,139
Turnera brasiliensis,Turnera,Turneraceae,3,4
Leptaulus citrioides,Leptaulus,Cardiopteridaceae,3,483
Rafflesia speciosa,Rafflesia,Rafflesiaceae,1,8
Turpinia brachypetala,Turpinia,Staphyleaceae,6,48
Xerophyta eglandulosa,Xerophyta,Velloziaceae,1,27
Balanophora yakushimensis,Balanophora,Balanophoraceae,3,23
Olax thouarsii,Olax,Olacaceae,1,91
Phytolacca heterotepala,Phytolacca,Phytolaccaceae,5,79
Sciaphila ramosa,Sciaphila,Triuridaceae,2,17
Tricolpites reticulatus,Tricolpites,Gunneraceae,3,10
Mastixia tetrandra,Mastixia,Nyssaceae,3,15
Reseda scoparia,Reseda,Resedaceae,4,155
Phyllospadix serrulatus,Phyllospadix,Zosteraceae,14,51
Tamarix tetrandra,Tamarix,Tamaricaceae,12,25
Erisma calcaratum,Erisma,Vochysiaceae,1,4
Daphniphyllum himalayense,Daphniphyllum,Daphniphyllaceae,3,4
Elatine gussonei,Elatine,Elatinaceae,4,16
Triglochin bulbosa,Triglochin,Juncaginaceae,6,46
Sphaerothylax abyssinica,Sphaerothylax,Podostemaceae,1,4
Bomarea multiflora,Bomarea,Alstroemeriaceae,3,225
Frankenia ambita,Frankenia,Frankeniaceae,3,8
Pontederia paniculata,Pontederia,Pontederiaceae,4,15
Asplundia brachypus,Asplundia,Cyclanthaceae,1,8
Apodytes grandifolia,Apodytes,Metteniusaceae,1,23
Rhopalocarpus undulatus,Rhopalocarpus,Sphaerosepalaceae,1,102
Zamites brevipennis,Zamites,Williamsoniaceae,1,3
Pentaphragma prostratum,Pentaphragma,Pentaphragmataceae,1,4
Arjona patagonica,Arjona,Schoepfiaceae,1,17
Phanerodiscus perrieri,Phanerodiscus,Aptandraceae,1,41
Corsia cornuta,Corsia,Corsiaceae,1,2
Cubanicula xanthorrhizos,Cubanicula,Haemodoraceae,2,19
Calceolaria dichotoma,Calceolaria,Calceolariaceae,2,8
Pentarhopalopilia perrieri,Pentarhopalopilia,Opiliaceae,1,46
Nuxia capitata,Nuxia,Stilbaceae,1,92
Alvaradoa jamaicensis,Alvaradoa,Picramniaceae,1,12
Pentastemona sumatrana,Pentastemona,Stemonaceae,1,17
Amphibolis griffithii,Amphibolis,Cymodoceaceae,5,9
Akebia longeracemosa,Akebia,Lardizabalaceae,1,607
Nama coulteri,Nama,Namaceae,1,2
Narthecium reverchonii,Narthecium,Nartheciaceae,1,292
Paeonia tenuifolia,Paeonia,Paeoniaceae,3,5
Talinella ankaranensis,Talinella,Talinaceae,1,17
Argophyllum brevipetalum,Argophyllum,Argophyllaceae,1,9
Coriaria pottsiana,Coriaria,Coriariaceae,1,31
Hydrostachys monoicus,Hydrostachys,Hydrostachyaceae,1,3
Myodocarpus lanceolatus,Myodocarpus,Myodocarpaceae,1,63
Vantanea bahiaensis,Vantanea,Humiriaceae,1,4
Canella alba,Canella,Canellaceae,1,5
Canna iridiflora,Canna,Cannaceae,1,8
Crypteronia glabriflora,Crypteronia,Crypteroniaceae,1,9
Cyrilla silvae,Cyrilla,Cyrillaceae,1,7
Alluaudiopsis marnieriana,Alluaudiopsis,Didiereaceae,1,42
Heisteria scandens,Heisteria,Erythropalaceae,1,2
Garrya laurifolia,Garrya,Garryaceae,1,1
Hanguana nana,Hanguana,Hanguanaceae,1,1
Orchidantha insularis,Orchidantha,Lowiaceae,1,2
Mazus delavayi,Mazus,Mazaceae,1,32
Androstrobus manis,Androstrobus,Nilssoniaceae,1,1
Microdesmis keayana,Microdesmis,Pandaceae,1,8
Parnassia caroliniana,Parnassia,Parnassiaceae,1,1
Phelline gracilior,Phelline,Phellinaceae,1,18
Quiina pteridophylla,Quiina,Quiinaceae,1,1
Forchhammeria polyandra,Forchhammeria,Stixaceae,1,2
Ravenala blancii,Ravenala,Strelitziaceae,1,19
Strombosia minor,Strombosia,Strombosiaceae,1,1
Tofieldia yoshiiana,Tofieldia,Tofieldiaceae,2,4
Cretacaeiporites scabratus,Cretacaeiporites,Trimeniaceae,1,1
Tropaeolum ciliatum,Tropaeolum,Tropaeolaceae,1,2
Periomphale neocaledonia,Periomphale,Alseuosmiaceae,1,1
Liquidambar gracilipes,Liquidambar,Altingiaceae,1,1
Laurelia sempervirens,Laurelia,Atherospermataceae,1,1
Balanops microstachya,Balanops,Balanopaceae,1,11
Ullucus tuberosus,Ullucus,Basellaceae,1,1
Calamites cannaeformis,Calamites,Calamitaceae,1,1
Jacaratia spinosa,Jacaratia,Caricaceae,1,1
Scleropyrum maingayi,Scleropyrum,Cervantesiaceae,1,1
Shortia galacifolia,Shortia,Diapensiaceae,1,3
Kurrimia luzonica,Itea,Iteaceae,1,1
Sarracenia rosea,Sarracenia,Sarraceniaceae,2,2
Melanophylla angustior,Melanophylla,Torricelliaceae,1,8
Hammarbya paludosa,Hammarbya,Orchidaceae,158,4992
Hypochaeris radicata,Hypochaeris,Asteraceae,533,324376
Guettarda speciosa,Guettarda,Rubiaceae,210,845
Lupinus polyphyllus,Lupinus,Fabaceae,393,11051
Poa trivialis,Poa,Poaceae,591,313953
Bolboschoenus maritimus,Bolboschoenus,Cyperaceae,445,42529
Leptospermum scoparium,Leptospermum,Myrtaceae,64,18878
Mercurialis annua,Mercurialis,Euphorbiaceae,171,28935
Geum urbanum,Geum,Rosaceae,376,325312
Plumeria obtusa,Plumeria,Apocynaceae,103,550
Premna serratifolia,Premna,Lamiaceae,254,2562
Miconia laevigata,Miconia,Melastomataceae,20,636
Alcea rosea,Alcea,Malvaceae,149,12349
Erica tetralix,Erica,Ericaceae,280,121926
Roystonea regia,Roystonea,Arecaceae,45,396
Rostellularia procumbens,Rostellularia,Acanthaceae,85,1383
Damburneya coriacea,Damburneya,Lauraceae,43,501
Lysimachia mauritiana,Lysimachia,Primulaceae,118,1707
Epithema benthamii,Epithema,Gesneriaceae,11,61
Phyllanthus virgatus,Phyllanthus,Phyllanthaceae,65,343
Arisarum vulgare,Arisarum,Araceae,117,9455
Ranunculus reptans,Ranunculus,Ranunculaceae,209,1751
Uvaria rufa,Uvaria,Annonaceae,26,95
Arabis hirsuta,Arabis,Brassicaceae,307,23177
Melicoccus bijugatus,Melicoccus,Sapindaceae,63,831
Murraya koenigii,Murraya,Rutaceae,51,223
Silene vulgaris,Silene,Caryophyllaceae,442,65066
Sanicula europaea,Sanicula,Apiaceae,215,79479
Laportea aestuans,Laportea,Urticaceae,64,608
Salix alba,Salix,Salicaceae,183,79613
Morus indica,Morus,Moraceae,99,8240
Macropiper methysticum,Macropiper,Piperaceae,33,237
Cymbalaria muralis,Cymbalaria,Plantaginaceae,278,110574
Hydrocotyle ramiflora,Hydrocotyle,Araliaceae,55,2103
Physalis peruviana,Physalis,Solanaceae,131,3981
Alpinia galanga,Alpinia,Zingiberaceae,22,161
Asparagus setaceus,Asparagus,Asparagaceae,113,1037
Sideroxylon obovatum,Sideroxylon,Sapotaceae,30,341
Begonia fischeri,Begonia,Begoniaceae,10,18
Oxybasis glauca,Oxybasis,Amaranthaceae,189,3435
Cuscuta epithymum,Cuscuta,Convolvulaceae,118,10728
Pandanus krauelianus,Pandanus,Pandanaceae,11,92
Wahlenbergia marginata,Wahlenbergia,Campanulaceae,72,1107
Quercus mongolica,Quercus,Fagaceae,55,2150
Persicaria amphibia,Persicaria,Polygonaceae,314,115754
Euonymus indicus,Euonymus,Celastraceae,34,315
Helicia cochinchinensis,Helicia,Proteaceae,17,1051
Euphrasia wettsteinii,Euphrasia,Orobanchaceae,168,1067
Alphitonia zizyphoides,Alphitonia,Rhamnaceae,39,160
Sloanea sogerensis,Sloanea,Elaeocarpaceae,12,199
Anchusa officinalis,Anchusa,Boraginaceae,159,10042
Epicharis parasitica,Epicharis,Meliaceae,38,618
Jasminum sambac,Jasminum,Oleaceae,55,216
Diospyros littorea,Diospyros,Ebenaceae,23,112
Petrosedum rupestre,Petrosedum,Crassulaceae,102,26104
Gentiana nivalis,Gentiana,Gentianaceae,63,2111
Dracontomelon dao,Dracontomelon,Anacardiaceae,56,811
Ampelocissus acetosa,Ampelocissus,Vitaceae,44,441
Viola reichenbachiana,Viola,Violaceae,70,49343
Hopea sangal,Hopea,Dipterocarpaceae,11,199
Tabebuia rosea,Tabebuia,Bignoniaceae,36,180
Horsfieldia laevigata,Horsfieldia,Myristicaceae,16,113
Zehneria mucronata,Zehneria,Cucurbitaceae,63,661
Pancratium maritimum,Pancratium,Amaryllidaceae,102,4147
Malpighia linearis,Malpighia,Malpighiaceae,15,47
Fuchsia magellanica,Fuchsia,Onagraceae,130,15275
Taxillus sutchuenensis,Taxillus,Loranthaceae,14,117
Romulea bulbocodium,Romulea,Iridaceae,51,390
Wikstroemia coriacea,Wikstroemia,Thymelaeaceae,16,80
Pereskia aculeata,Pereskia,Cactaceae,32,70
Clusia criuva,Clusia,Clusiaceae,11,98
Limonium graecum,Limonium,Plumbaginaceae,37,128
Wittmackia lingulata,Wittmackia,Bromeliaceae,20,93
Securidaca diversifolia,Securidaca,Polygalaceae,20,103
Hemerocallis hakuunensis,Hemerocallis,Asphodelaceae,30,85
Canarium oleosum,Canarium,Burseraceae,15,55
Lonicera involucrata,Lonicera,Caprifoliaceae,106,2409
Impatiens pallida,Impatiens,Balsaminaceae,7,32
Juncus tenuis,Juncus,Juncaceae,232,34009
Hypericum montanum,Hypericum,Hypericaceae,48,6188
Aristolochia lutea,Aristolochia,Aristolochiaceae,12,124
Chrysosplenium alternifolium,Chrysosplenium,Saxifragaceae,91,16732
Myoporum insulare,Myoporum,Scrophulariaceae,56,1135
Murdannia keisak,Murdannia,Commelinaceae,40,1078
Pullea glabra,Pullea,Cunoniaceae,6,148
Terminalia neotaliala,Terminalia,Combretaceae,18,325
Saurauia nudiflora,Saurauia,Actinidiaceae,5,29
Papaver cambricum,Papaver,Papaveraceae,102,47231
Geranium pyrenaicum,Geranium,Geraniaceae,113,57426
Ilex macropoda,Ilex,Aquifoliaceae,17,2961
Calophyllum vexans,Calophyllum,Calophyllaceae,8,25
Ternstroemia brasiliensis,Ternstroemia,Pentaphylacaceae,9,46
Tetracera nordtiana,Tetracera,Dilleniaceae,13,89
Hypserpa nitida,Hypserpa,Menispermaceae,20,152
Passiflora rubra,Passiflora,Passifloraceae,29,626
Dioscorea nipponica,Dioscorea,Dioscoreaceae,32,747
Priva lappulacea,Priva,Verbenaceae,66,562
Mitrasacme nudicaulis,Mitrasacme,Loganiaceae,14,43
Lilium longiflorum,Lilium,Liliaceae,42,584
Pittosporum phillyreoides,Pittosporum,Pittosporaceae,14,104
Mollinedia ovata,Mollinedia,Monimiaceae,5,10
Eriocaulon atrum,Eriocaulon,Eriocaulaceae,10,100
Lythrum junceum,Lythrum,Lythraceae,55,1324
Phoradendron berteroanum,Phoradendron,Viscaceae,13,155
Heliotropium sarmentosum,Heliotropium,Heliotropiaceae,23,433
Symplocos martinicensis,Symplocos,Symplocaceae,14,61
Guapira fragrans,Guapira,Nyctaginaceae,31,545
Cordia sulcata,Cordia,Cordiaceae,20,297
Morisonia americana,Morisonia,Capparaceae,22,110
Nepenthes graciliflora,Nepenthes,Nepenthaceae,4,12
Ctenanthe setosa,Ctenanthe,Marantaceae,8,16
Scaevola angulata,Scaevola,Goodeniaceae,11,99
Parinari excelsa,Parinari,Chrysobalanaceae,7,13
Utricularia macrorhiza,Utricularia,Lentibulariaceae,39,205
Potamogeton obtusifolius,Potamogeton,Potamogetonaceae,80,10079
Smilax laurifolia,Smilax,Smilacaceae,23,75
Oxalis triangularis,Oxalis,Oxalidaceae,43,292
Stewartia monadelpha,Stewartia,Theaceae,6,858
Cistus parviflorus,Cistus,Cistaceae,22,495
Mahonia bealei,Mahonia,Berberidaceae,12,153
Alnus firma,Alnus,Betulaceae,51,1516
Barringtonia reticulata,Barringtonia,Lecythidaceae,9,51
Magnolia kobus,Magnolia,Magnoliaceae,12,2389
Schuurmansia elegans,Schuurmansia,Ochnaceae,6,41
Erythroxylum coca,Erythroxylum,Erythroxylaceae,7,8
Bonnaya ruelloides,Bonnaya,Linderniaceae,16,463
Sambucus javanica,Sambucus,Viburnaceae,48,4227
Drypetes maquilingensis,Drypetes,Putranjivaceae,8,19
Malephora crocea,Malephora,Aizoaceae,31,434
Hydrangea involucrata,Hydrangea,Hydrangeaceae,10,1493
Gonocarpus chinensis,Gonocarpus,Haloragaceae,19,71
Cnestis polyphylla,Cnestis,Connaraceae,6,845
Linum nodiflorum,Linum,Linaceae,17,45
Celtis biondii,Celtis,Cannabaceae,49,418
Hydnocarpus subfalcatus,Hydnocarpus,Achariaceae,4,59
Colchicum haynaldii,Colchicum,Colchicaceae,13,34
Cornus controversa,Cornus,Cornaceae,26,5481
Ehretia dichotoma,Ehretia,Ehretiaceae,10,58
Tribulus occidentalis,Tribulus,Zygophyllaceae,14,61
Sarcococca ruscifolia,Sarcococca,Buxaceae,4,24
Halophila capricorni,Halophila,Hydrocharitaceae,54,9379
Anticlea elegans,Anticlea,Melanthiaceae,13,69
Drosera pygmaea,Drosera,Droseraceae,23,1217
Bruguiera sexangula,Bruguiera,Rhizophoraceae,39,299
Xyloolaena richardii,Xyloolaena,Sarcolaenaceae,1,258
Claytonia sarmentosa,Claytonia,Montiaceae,16,76
Polemonium pulcherrimum,Polemonium,Polemoniaceae,16,49
Miquelia celebica,Miquelia,Icacinaceae,5,10
Polyosma philippinensis,Polyosma,Escalloniaceae,3,12
Sagittaria graminea,Sagittaria,Alismataceae,16,66
Stemonurus umbellatus,Stemonurus,Stemonuraceae,6,68
Mimulus ringens,Mimulus,Phrymaceae,11,104
Apodasmia similis,Apodasmia,Restionaceae,12,2439
Picrasma excelsa,Picrasma,Simaroubaceae,13,55
Xyris torta,Xyris,Xyridaceae,8,42
Ribes pallidum,Ribes,Grossulariaceae,35,152
Phyllachne clavigera,Phyllachne,Stylidiaceae,6,202
Gymnosiphon sphaerocarpus,Gymnosiphon,Burmanniaceae,4,18
Gymnostoma papuanum,Gymnostoma,Casuarinaceae,7,178
Arivela cleomoides,Arivela,Cleomaceae,7,14
Nothofagus solandri,Nothofagus,Nothofagaceae,5,3386
Zygogynum longifolium,Zygogynum,Winteraceae,2,14
Eustigma oblongifolium,Eustigma,Hamamelidaceae,4,224
Heliconia farinosa,Heliconia,Heliconiaceae,11,31
Nymphaea tetragona,Nymphaea,Nymphaeaceae,24,903
Piranhea mexicana,Piranhea,Picrodendraceae,3,15
Costus lucanusianus,Costus,Costaceae,9,46
Eucrypta chrysanthemifolia,Eucrypta,Hydrophyllaceae,6,163
Musa coccinea,Musa,Musaceae,9,18
Portulaca nitida,Portulaca,Portulacaceae,10,68
Meliosma lepidota,Meliosma,Sabiaceae,6,59
Santalum freycinetianum,Santalum,Santalaceae,7,344
Dendromyza crassifolia,Dendromyza,Amphorogynaceae,2,5
Engelhardia rigida,Engelhardia,Juglandaceae,11,105
Dichapetalum chlorinum,Dichapetalum,Dichapetalaceae,2,147
Halesia carolina,Halesia,Styracaceae,4,38
Clethra tomentosa,Clethra,Clethraceae,2,4
Kadsura scandens,Kadsura,Schisandraceae,5,40
Ulmus crassifolia,Ulmus,Ulmaceae,6,27
Sparganium americanum,Sparganium,Typhaceae,21,126
Hypoxis angustifolia,Hypoxis,Hypoxidaceae,6,361
Ascarina philippinensis,Ascarina,Chloranthaceae,7,139
Elaeagnus submacrophylla,Elaeagnus,Elaeagnaceae,19,121
Myrica cerifera,Myrica,Myricaceae,7,14
Quintinia ledermannii,Quintinia,Paracryphiaceae,1,31
Astelia montana,Astelia,Asteliaceae,5,20
Marcgraviastrum subsessile,Marcgraviastrum,Marcgraviaceae,2,9
Hernandia nukuhivensis,Hernandia,Hernandiaceae,4,12
Aponogeton jacobsenii,Aponogeton,Aponogetonaceae,1,8
Anisophyllea cinnamomoides,Anisophyllea,Anisophylleaceae,1,14
Gronovia scandens,Gronovia,Loasaceae,3,12
Liparophyllum gunnii,Liparophyllum,Menyanthaceae,5,276
Mollugo floriana,Mollugo,Molluginaceae,5,18
Uncarina peltata,Uncarina,Pedaliaceae,1,211
Chaetocarpus pubescens,Chaetocarpus,Peraceae,2,5
Thesium ebracteatum,Thesium,Thesiaceae,1,102
Piriqueta guianensis,Piriqueta,Turneraceae,2,6
Gonocaryum gracile,Gonocaryum,Cardiopteridaceae,3,19
Rafflesia lobata,Rafflesia,Rafflesiaceae,1,6
