accepted_species,genus,family,n_islands,n_records
Cylindropuntia bigelowii,Cylindropuntia,Cactaceae,3,6
Garcinia pyrifera,Garcinia,Clusiaceae,2,2
Limonium dictyophorum,Limonium,Plumbaginaceae,2,6
Vriesea rubroviridis,Vriesea,Bromeliaceae,2,11
Polygala xanti,Polygala,Polygalaceae,2,3
Kniphofia ankaratrensis,Kniphofia,Asphodelaceae,1,26
Commiphora capuronii,Commiphora,Burseraceae,1,74
Lonicera americana,Lonicera,Caprifoliaceae,3,19
Impatiens verrucifera,Impatiens,Balsaminaceae,1,7
Juncus striatus,Juncus,Juncaceae,5,15
Ackama rufa,Ackama,Cunoniaceae,1,64
Asimitellaria yoshinagae,Asimitellaria,Saxifragaceae,3,27
Asarum yakusimense,Asarum,Aristolochiaceae,1,18
Tinantia leiocalyx,Tinantia,Commelinaceae,2,2
Psorospermum trichophyllum,Psorospermum,Hypericaceae,1,72
Verbascum aphentulium,Verbascum,Scrophulariaceae,2,2
Terminalia subserrata,Terminalia,Combretaceae,1,34
Actinidia valvata,Actinidia,Actinidiaceae,1,2
Fumaria bracteosa,Fumaria,Papaveraceae,2,8
Erodium anaristatum,Erodium,Geraniaceae,1,28
Calophyllum collinum,Calophyllum,Calophyllaceae,1,7
Ilex nothophoeboides,Ilex,Aquifoliaceae,1,5
Eurya perryana,Eurya,Pentaphylacaceae,1,3
Rhaptonema bakeriana,Rhaptonema,Menispermaceae,1,7
Acrotrema uniflorum,Acrotrema,Dilleniaceae,1,14
Dioscorea raziae,Dioscorea,Dioscoreaceae,1,5
Paropsia varecifomis,Paropsia,Passifloraceae,1,12
Lantana leonardiorum,Lantana,Verbenaceae,1,8
Geniostoma rarotongense,Geniostoma,Loganiaceae,1,14
Fritillaria camtschatcensis,Fritillaria,Liliaceae,1,19
Pittosporum mackeei,Pittosporum,Pittosporaceae,1,14
Eriocaulon echinaceum,Eriocaulon,Eriocaulaceae,1,2
Potamogeton manchuriensis,Potamogeton,Potamogetonaceae,2,3
Kibara shungolensis,Kibara,Monimiaceae,1,2
Calathea carioca,Calathea,Marantaceae,1,1
Minsterocarpum alatum,Minsterocarpum,Lythraceae,1,3
Symplocos domingensis,Symplocos,Symplocaceae,1,2
Korthalsella taeniodes,Korthalsella,Viscaceae,1,2
Heliotropium nicotianifolium,Heliotropium,Heliotropiaceae,1,1
Pisonia jamaicensis,Pisonia,Nyctaginaceae,1,2
Cladostemon kirkii,Cladostemon,Capparaceae,1,1
Cordia gerascanthoides,Cordia,Cordiaceae,1,1
Leguminosites marcouanus,Liriodendron,Magnoliaceae,1,1
Leschenaultia biloba,Leschenaultia,Goodeniaceae,1,1
Smilax taipeiensis,Smilax,Smilacaceae,1,1
Nepenthes rosea,Nepenthes,Nepenthaceae,1,1
Carpinus betuloides,Carpinus,Betulaceae,1,1
Helianthemum rotundifolium,Helianthemum,Cistaceae,1,1
Utricularia brennanii,Utricularia,Lentibulariaceae,1,1
Gordonia cymatoneura,Gordonia,Theaceae,1,1
Caladenia catenata,Caladenia,Orchidaceae,21,212
Symphyotrichum squamatum,Symphyotrichum,Asteraceae,96,2328
Tarennoidea wallichii,Tarennoidea,Rubiaceae,20,120
Acacia dealbata,Acacia,Fabaceae,72,10959
Sporobolus pumilus,Sporobolus,Poaceae,106,603
Scirpus microcarpus,Scirpus,Cyperaceae,56,339
Melaleuca linariifolia,Melaleuca,Myrtaceae,11,34
Euphorbia candelabrum,Euphorbia,Euphorbiaceae,18,134
Rubus odoratus,Rubus,Rosaceae,50,725
Asclepias albicans,Asclepias,Apocynaceae,11,80
Stachys chamissonis,Stachys,Lamiaceae,31,1045
Miconia cubatanensis,Miconia,Melastomataceae,5,19
Anoda cristata,Anoda,Malvaceae,16,72
Styphelia cymbulae,Styphelia,Ericaceae,11,826
Verschaffeltia splendida,Verschaffeltia,Arecaceae,5,299
Ptyssiglottis kunthiana,Ptyssiglottis,Acanthaceae,5,6
Litsea magnifolia,Litsea,Lauraceae,6,14
Lysimachia christinae,Lysimachia,Primulaceae,6,91
Gesneria citrina,Gesneria,Gesneriaceae,2,41
Synostemon glaucus,Synostemon,Phyllanthaceae,6,174
Dieffenbachia bowmanii,Dieffenbachia,Araceae,6,10
Clematis virginiana,Clematis,Ranunculaceae,14,125
Mitrephora pictiflora,Mitrephora,Annonaceae,4,6
Cardamine corymbosa,Cardamine,Brassicaceae,25,1593
Serjania tortuosa,Serjania,Sapindaceae,6,32
Melicope grisea,Melicope,Rutaceae,4,79
Silene otites,Silene,Caryophyllaceae,20,3301
Tordylium officinale,Tordylium,Apiaceae,15,91
Elatostema rostratum,Elatostema,Urticaceae,5,13
Salix lasiolepis,Salix,Salicaceae,7,276
Ficus itoana,Ficus,Moraceae,10,112
Peperomia boivinii,Peperomia,Piperaceae,3,30
Antirrhinum siculum,Antirrhinum,Plantaginaceae,11,574
Trachymene coerulea,Trachymene,Araliaceae,4,28
Solanum stramonifolium,Solanum,Solanaceae,9,40
Globba francisci,Globba,Zingiberaceae,2,40
Scilla mischtschenkoana,Scilla,Asparagaceae,9,187
Mimusops laurifolia,Mimusops,Sapotaceae,3,16
Begonia symbracteosa,Begonia,Begoniaceae,1,31
Dysphania botrys,Dysphania,Amaranthaceae,15,100
Merremia emarginata,Merremia,Convolvulaceae,8,57
Freycinetia brachyclada,Freycinetia,Pandanaceae,2,6
Campanula hercegovina,Campanula,Campanulaceae,3,94
Lithocarpus pseudomoluccus,Lithocarpus,Fagaceae,3,73
Rumex cristatus,Rumex,Polygonaceae,8,1731
Microtropis ramiflora,Microtropis,Celastraceae,3,8
Banksia brownii,Banksia,Proteaceae,2,4
Orobanche reticulata,Orobanche,Orobanchaceae,6,931
Spyridium eriocephalum,Spyridium,Rhamnaceae,3,95
Didymocheton variabilis,Didymocheton,Meliaceae,3,90
Plagiobothrys tener,Plagiobothrys,Boraginaceae,5,37
Elaeocarpus dognyensis,Elaeocarpus,Elaeocarpaceae,1,122
Jasminum elegans,Jasminum,Oleaceae,2,72
Diospyros styraciformis,Diospyros,Ebenaceae,2,13
Phedimus middendorfianus,Phedimus,Crassulaceae,4,9
Rhus retinorrhaea,Rhus,Anacardiaceae,3,16
Gentianella stellata,Gentianella,Gentianaceae,2,134
Cissus aralioides,Cissus,Vitaceae,3,10
Viola palmata,Viola,Violaceae,4,55
Shorea coriacea,Shorea,Dipterocarpaceae,2,45
Pandorea montana,Pandorea,Bignoniaceae,2,13
Myristica andamanica,Myristica,Myristicaceae,2,8
Allium giganteum,Allium,Amaryllidaceae,4,34
Thladiantha punctata,Thladiantha,Cucurbitaceae,2,687
Oenothera oehlkersii,Oenothera,Onagraceae,4,10
Stigmaphyllon merrillii,Stigmaphyllon,Malpighiaceae,2,2
Decaisnina viridis,Decaisnina,Loranthaceae,2,6
Iris adriatica,Iris,Iridaceae,4,26
Phaleria nisidae,Phaleria,Thymelaeaceae,2,9
Opuntia occidentalis,Opuntia,Cactaceae,3,4
Montrouziera sphaeroidea,Montrouziera,Clusiaceae,1,873
Psylliostachys suworowii,Psylliostachys,Plumbaginaceae,2,3
Wittmackia abbreviata,Wittmackia,Bromeliaceae,2,10
Securidaca welwitschii,Securidaca,Polygalaceae,2,3
Aloe parvula,Aloe,Asphodelaceae,1,25
Commiphora guillauminii,Commiphora,Burseraceae,1,71
Cephalaria syriaca,Cephalaria,Caprifoliaceae,3,13
Impatiens triandra,Impatiens,Balsaminaceae,1,6
Juncus validus,Juncus,Juncaceae,5,12
Pterophylla bradfordii,Pterophylla,Cunoniaceae,1,64
Saxifraga punctata,Saxifraga,Saxifragaceae,3,5
Isotrema howii,Isotrema,Aristolochiaceae,1,18
Floscopa glomerata,Floscopa,Commelinaceae,1,228
Hypericum globuliferum,Hypericum,Hypericaceae,1,64
Verbascum coromandelianum,Verbascum,Scrophulariaceae,2,2
Terminalia cherrieri,Terminalia,Combretaceae,1,33
Saurauia achyrantha,Saurauia,Actinidiaceae,1,2
Dactylicapnos scandens,Dactylicapnos,Papaveraceae,2,7
California macrophylla,California,Geraniaceae,1,27
Calophyllum cuneifolium,Calophyllum,Calophyllaceae,1,7
Ilex valenzuelana,Ilex,Aquifoliaceae,1,5
Eurya polygama,Eurya,Pentaphylacaceae,1,3
Tinospora arfakiana,Tinospora,Menispermaceae,1,7
Hibbertia pholidota,Hibbertia,Dilleniaceae,1,14
Dioscorea madiunensis,Dioscorea,Dioscoreaceae,1,3
Adenia barthelatii,Adenia,Passifloraceae,1,8
Lantana hirta,Lantana,Verbenaceae,1,5
Geniostoma clavatum,Geniostoma,Loganiaceae,1,9
Tulipa cypria,Tulipa,Liliaceae,1,11
Pittosporum aliferum,Pittosporum,Pittosporaceae,1,11
Eriocaulon echinospermum,Eriocaulon,Eriocaulaceae,1,2
Stuckenia bottnica,Stuckenia,Potamogetonaceae,2,3
Kibara streimannii,Kibara,Monimiaceae,1,2
Calathea robinae,Calathea,Marantaceae,1,1
Sonneratia zhongcairongii,Sonneratia,Lythraceae,1,2
Symplocos estrellensis,Symplocos,Symplocaceae,1,2
Phoradendron dichotomum,Phoradendron,Viscaceae,1,2
Heliotropium ophioglossum,Heliotropium,Heliotropiaceae,1,1
Boerhaavia coccinea,Boerhavia,Nyctaginaceae,1,1
Cynophalla ecuadorica,Cynophalla,Capparaceae,1,1
Cordia triangularis,Cordia,Cordiaceae,1,1
Liriodendron oblongifolium,Liriodendron,Magnoliaceae,1,1
Leschenaultia linioides,Leschenaultia,Goodeniaceae,1,1
Smilax tsinchengshanensis,Smilax,Smilacaceae,1,1
Nepenthes superba,Nepenthes,Nepenthaceae,1,1
Corylus macquarryi,Corylus,Betulaceae,1,1
Platanthera metabifolia,Platanthera,Orchidaceae,21,191
Hieracium lachenalii,Hieracium,Asteraceae,95,4255
Guettarda odorata,Guettarda,Rubiaceae,20,82
Medicago marina,Medicago,Fabaceae,72,1485
Festuca trachyphylla,Festuca,Poaceae,105,4608
Scleria levis,Scleria,Cyperaceae,56,312
Neomyrtus pedunculata,Neomyrtus,Myrtaceae,10,11733
Microstachys corniculata,Microstachys,Euphorbiaceae,18,116
Sanguisorba stipulata,Sanguisorba,Rosaceae,49,490
Voacanga globosa,Voacanga,Apocynaceae,11,66
Vitex quinata,Vitex,Lamiaceae,31,821
Medinilla clementis,Medinilla,Melastomataceae,5,18
Hibiscus coccineus,Hibiscus,Malvaceae,16,63
Pentachondra pumila,Pentachondra,Ericaceae,10,4021
Calamus hirsutus,Calamus,Arecaceae,5,197
Whitfieldia elongata,Whitfieldia,Acanthaceae,5,6
Cinnamomum philippinense,Cinnamomum,Lauraceae,5,237
Ardisia fuliginosa,Ardisia,Primulaceae,6,66
Cyrtandra nadeaudii,Cyrtandra,Gesneriaceae,2,40
Breynia microphylla,Breynia,Phyllanthaceae,6,140
Amorphophallus variabilis,Amorphophallus,Araceae,5,84
Actaea pachypoda,Actaea,Ranunculaceae,14,114
Monoon australe,Polyalthia,Annonaceae,4,4
Diplotaxis erucoides,Diplotaxis,Brassicaceae,24,1456
Pseudima frutescens,Pseudima,Sapindaceae,6,27
Maclurodendron porteri,Maclurodendron,Rutaceae,4,76
Stellaria glochidisperma,Stellaria,Caryophyllaceae,20,1423
Pachypleurum mutellinoides,Pachypleurum,Apiaceae,15,62
Elatostema strigosum,Elatostema,Urticaceae,5,12
Chosenia cardiophylla,Chosenia,Salicaceae,7,86
Ficus crassinervia,Ficus,Moraceae,10,108
Peperomia verticillata,Peperomia,Piperaceae,3,30
Sairocarpus nuttallianus,Sairocarpus,Plantaginaceae,11,391
Heteropanax fragrans,Heteropanax,Araliaceae,4,25
Solanum asperum,Solanum,Solanaceae,9,39
Etlingera solaris,Etlingera,Zingiberaceae,2,39
Prospero obtusifolium,Prospero,Asparagaceae,9,149
Pleioluma macropoda,Pleioluma,Sapotaceae,3,16
Begonia francoisii,Begonia,Begoniaceae,1,30
Dysphania multifida,Dysphania,Amaranthaceae,15,65
Argyreia capitiformis,Argyreia,Convolvulaceae,8,41
Freycinetia discoidea,Freycinetia,Pandanaceae,2,6
Lobelia borneensis,Lobelia,Campanulaceae,3,91
Quercus dumosa,Quercus,Fagaceae,3,55
Rumex rupestris,Rumex,Polygonaceae,8,1565
Monteverdia schumanniana,Monteverdia,Celastraceae,3,8
Banksia prionotes,Banksia,Proteaceae,2,4
Pedicularis dasyantha,Pedicularis,Orobanchaceae,6,328
Alphitonia ferruginea,Alphitonia,Rhamnaceae,3,81
Swietenia aubrevilleana,Swietenia,Meliaceae,3,35
Alkanna graeca,Alkanna,Boraginaceae,5,35
Elaeocarpus hildebrandtii,Elaeocarpus,Elaeocarpaceae,1,118
Jasminum mackeeorum,Jasminum,Oleaceae,2,51
Diospyros subrhomboidea,Diospyros,Ebenaceae,2,13
Sedum morganianum,Sedum,Crassulaceae,4,7
Campnosperma panamense,Campnosperma,Anacardiaceae,3,10
Centaurium discolor,Centaurium,Gentianaceae,2,133
Cissus heyneana,Cissus,Vitaceae,3,10
Viola bavarica,Viola,Violaceae,4,29
Shorea dasyphylla,Shorea,Dipterocarpaceae,2,44
Fridericia podopogon,Fridericia,Bignoniaceae,2,12
Myristica brassii,Myristica,Myristicaceae,2,8
Zephyranthes chlorosolen,Zephyranthes,Amaryllidaceae,4,33
Trichosanthes homophylla,Trichosanthes,Cucurbitaceae,2,272
Ludwigia linifolia,Ludwigia,Onagraceae,4,6
Tetrapterys citrifolia,Tetrapterys,Malpighiaceae,2,2
Muellerina bidwillii,Muellerina,Loranthaceae,2,6
Crocus nubigena,Crocus,Iridaceae,4,17
Pimelea concreta,Pimelea,Thymelaeaceae,2,5
Cylindropuntia caribaea,Cylindropuntia,Cactaceae,2,103
Garcinia orthoclada,Garcinia,Clusiaceae,1,609
Aegialitis rotundifolia,Aegialitis,Plumbaginaceae,2,2
Aechmea castelnavii,Aechmea,Bromeliaceae,2,6
Atroxima afzeliana,Atroxima,Polygalaceae,2,2
Caesia subulata,Caesia,Asphodelaceae,1,23
Canarium oleiferum,Canarium,Burseraceae,1,63
Lonicera rupicola,Lonicera,Caprifoliaceae,3,13
Impatiens tsingycola,Impatiens,Balsaminaceae,1,6
Juncus repens,Juncus,Juncaceae,5,11
Cunonia bullata,Cunonia,Cunoniaceae,1,57
Bergenia purpurascens,Bergenia,Saxifragaceae,3,4
Thottea piperiformis,Thottea,Aristolochiaceae,1,18
Coleotrype goudotii,Coleotrype,Commelinaceae,1,118
Hypericum macgregorii,Hypericum,Hypericaceae,1,62
Verbascum nigrum x speciosum,Verbascum,Scrophulariaceae,2,2
Terminalia disjuncta,Terminalia,Combretaceae,1,30
Saurauia amdjahii,Saurauia,Actinidiaceae,1,2
Papaver minutiflorum,Papaver,Papaveraceae,2,6
Monsonia brevirostrata,Monsonia,Geraniaceae,1,22
Calophyllum trachycaule,Calophyllum,Calophyllaceae,1,7
Ilex wightiana,Ilex,Aquifoliaceae,1,5
Eurya rubiginosa,Eurya,Pentaphylacaceae,1,3
Abuta racemosa,Abuta,Menispermaceae,1,6
Hibbertia tasmanica,Hibbertia,Dilleniaceae,1,14
Dioscorea ovata,Dioscorea,Dioscoreaceae,1,3
Paropsia vareciformis,Paropsia,Passifloraceae,1,7
Stachytarpheta abortiva,Stachytarpheta,Verbenaceae,1,5
Geniostoma lorencianum,Geniostoma,Loganiaceae,1,9
Fritillaria kaiensis,Fritillaria,Liliaceae,1,8
Pittosporum muricatum,Pittosporum,Pittosporaceae,1,11
Eriocaulon strictum,Eriocaulon,Eriocaulaceae,1,2
Stuckenia fennica,Stuckenia,Potamogetonaceae,2,3
Kibara versteeghii,Kibara,Monimiaceae,1,2
Goeppertia allenii,Goeppertia,Marantaceae,1,1
Ammannia madagascariensis,Ammannia,Lythraceae,1,1
Symplocos juiyenensis,Symplocos,Symplocaceae,1,2
Dendrophthora clavata,Dendrophthora,Viscaceae,1,1
Heliotropium ovalifolium,Heliotropium,Heliotropiaceae,1,1
Caribea litoralis,Caribea,Nyctaginaceae,1,1
Cynophalla guayaquilensis,Cynophalla,Capparaceae,1,1
Varronia claviceps,Varronia,Cordiaceae,1,1
Magnolia foggii,Magnolia,Magnoliaceae,1,1
Scaevola nitida,Scaevola,Goodeniaceae,1,1
Smilax walteri,Smilax,Smilacaceae,1,1
Nepenthes ultra,Nepenthes,Nepenthaceae,1,1
Goodyera hachijoensis,Goodyera,Orchidaceae,21,156
Gamochaeta pensylvanica,Gamochaeta,Asteraceae,95,2665
Ophiorrhiza japonica,Ophiorrhiza,Rubiaceae,19,2848
Acacia longifolia,Acacia,Fabaceae,71,2721
Cenchrus ciliaris,Cenchrus,Poaceae,105,1890
Carex rotundata,Carex,Cyperaceae,56,198
Melaleuca gibbosa,Melaleuca,Myrtaceae,10,1962
Neoscortechinia forbesii,Neoscortechinia,Euphorbiaceae,18,113
Potentilla sterilis,Potentilla,Rosaceae,47,138472
Metastelma decipiens,Metastelma,Apocynaceae,11,52
Salvia leucantha,Salvia,Lamiaceae,31,403
Miconia latecrenata,Miconia,Melastomataceae,5,18
Hibiscus leptocladus,Hibiscus,Malvaceae,16,46
Vaccinium japonicum,Vaccinium,Ericaceae,10,1818
Calamus marginatus,Calamus,Arecaceae,5,150
Stenandrium dulce,Stenandrium,Acanthaceae,5,5
Cryptocarya elliptica,Cryptocarya,Lauraceae,5,202
Myrsine melanophloeos,Myrsine,Primulaceae,6,55
Cyrtandra macrocalyx,Cyrtandra,Gesneriaceae,2,38
Cleistanthus monoicus,Cleistanthus,Phyllanthaceae,6,123
Pothos hellwigii,Pothos,Araceae,5,80
Ficaria calthifolia,Ficaria,Ranunculaceae,14,40
Fissistigma oldhamii,Fissistigma,Annonaceae,3,844
Sisymbrium erysimoides,Sisymbrium,Brassicaceae,23,609
Cupania diphylla,Cupania,Sapindaceae,6,23
Zieria laxiflora,Zieria,Rutaceae,4,75
Drymaria diandra,Drymaria,Caryophyllaceae,20,587
Oenanthe silaifolia,Oenanthe,Apiaceae,14,1496
Maoutia australis,Maoutia,Urticaceae,5,12
Salix calodendron,Salix,Salicaceae,7,77
Taxotrophis macrophylla,Taxotrophis,Moraceae,10,59
Piper boehmeriifolium,Piper,Piperaceae,3,26
Linaria arvensis,Linaria,Plantaginaceae,11,273
Hydrocotyle pusilla,Hydrocotyle,Araliaceae,4,23
Physochlaina physaloides,Physochlaina,Solanaceae,9,28
Burbidgea schizocheila,Burbidgea,Zingiberaceae,2,37
Hosta minor,Hosta,Asparagaceae,9,56
Pouteria ramiflora,Pouteria,Sapotaceae,3,14
Begonia madecassa,Begonia,Begoniaceae,1,30
Chenopodium eremaeum,Chenopodium,Amaranthaceae,15,49
Cuscuta salina,Cuscuta,Convolvulaceae,8,32
Freycinetia viriosa,Freycinetia,Pandanaceae,2,6
Clermontia arborescens,Clermontia,Campanulaceae,3,87
Quercus nipponica,Quercus,Fagaceae,3,50
Pterostegia drymarioides,Pterostegia,Polygonaceae,8,377
Salacia nitidissima,Salacia,Celastraceae,3,8
Banksia speciosa,Banksia,Proteaceae,2,4
Pedicularis ornithorhynchos,Pedicularis,Orobanchaceae,6,298
Gouania leratii,Gouania,Rhamnaceae,3,43
Aglaia multinervis,Aglaia,Meliaceae,3,32
Lycopsis aegyptiaca,Lycopsis,Boraginaceae,5,30
Dubouzetia confusa,Dubouzetia,Elaeocarpaceae,1,102
Jasminum gilgianum,Jasminum,Oleaceae,2,46
Diospyros melanida,Diospyros,Ebenaceae,2,12
Rhodiola stephani,Rhodiola,Crassulaceae,4,6
Mangifera merrillii,Mangifera,Anacardiaceae,3,9
Exacum quinquenervium,Exacum,Gentianaceae,2,128
Tetrastigma warburgii,Tetrastigma,Vitaceae,3,10
Viola magellanica,Viola,Violaceae,4,29
Vatica granulata,Vatica,Dipterocarpaceae,2,44
Adenocalymma marginatum,Adenocalymma,Bignoniaceae,2,11
Myristica maingayi,Myristica,Myristicaceae,2,7
Acis ionica,Acis,Amaryllidaceae,4,23
Trochomeriopsis diversifolia,Trochomeriopsis,Cucurbitaceae,2,178
Epilobium treleasianum,Epilobium,Onagraceae,4,5
Acridocarpus excelsus,Acridocarpus,Malpighiaceae,1,287
Psittacanthus rhynchanthus,Psittacanthus,Loranthaceae,2,6
Moraea collina,Moraea,Iridaceae,4,16
Aquilaria brachyantha,Aquilaria,Thymelaeaceae,2,4
Echinocereus grandis,Echinocereus,Cactaceae,2,46
Garcinia tsaratananae,Garcinia,Clusiaceae,1,329
Limonium albidum,Limonium,Plumbaginaceae,2,2
Quesnelia testudo,Quesnelia,Bromeliaceae,2,6
Comesperma confertum,Comesperma,Polygalaceae,2,2
Aloe anivoranoensis,Aloe,Asphodelaceae,1,22
Canarium longistipulatum,Canarium,Burseraceae,1,62
Valerianella costata,Valerianella,Caprifoliaceae,3,10
Impatiens tujuhensis,Impatiens,Balsaminaceae,1,6
Juncus tweedyi,Juncus,Juncaceae,5,11
Pancheria beauverdiana,Pancheria,Cunoniaceae,1,56
Saxifraga chrysantha,Saxifraga,Saxifragaceae,3,4
Thottea reniloba,Thottea,Aristolochiaceae,1,18
Pollia gracilis,Pollia,Commelinaceae,1,105
Psorospermum ferrovestitum,Psorospermum,Hypericaceae,1,50
Verbascum orientale,Verbascum,Scrophulariaceae,2,2
Terminalia impediens,Terminalia,Combretaceae,1,30
Saurauia auricoma,Saurauia,Actinidiaceae,1,2
Corydalis thasia,Corydalis,Papaveraceae,2,5
Geranium andringitrense,Geranium,Geraniaceae,1,20
Mammea antongilensis,Mammea,Calophyllaceae,1,7
Ilex chuniana,Ilex,Aquifoliaceae,1,4
Freziera cordata,Freziera,Pentaphylacaceae,1,3
Anisocycla linearis,Anisocycla,Menispermaceae,1,6
Dillenia celebica,Dillenia,Dilleniaceae,1,13
Dioscorea sarasinii,Dioscorea,Dioscoreaceae,1,3
Adenia kinabaluensis,Adenia,Passifloraceae,1,6
Aloysia barbata,Aloysia,Verbenaceae,1,3
Geniostoma pumilum,Geniostoma,Loganiaceae,1,9
Fritillaria rhodocanakis,Fritillaria,Liliaceae,1,7
Pittosporum tenuivalve,Pittosporum,Pittosporaceae,1,11
Leiothrix flavescens,Leiothrix,Eriocaulaceae,1,2
Potamogeton inbaensis,Potamogeton,Potamogetonaceae,1,19
Mollinedia boracensis,Mollinedia,Monimiaceae,1,2
Goeppertia concinna,Goeppertia,Marantaceae,1,1
Ammannia prostrata,Ammannia,Lythraceae,1,1
Symplocos leonis,Symplocos,Symplocaceae,1,2
Dendrophthora lamprophylla,Dendrophthora,Viscaceae,1,1
Heliotropium pectinatum,Heliotropium,Heliotropiaceae,1,1
Cephalotomandra fragrans,Cephalotomandra,Nyctaginaceae,1,1
Euadenia trifoliolata,Euadenia,Capparaceae,1,1
Varronia dichotoma,Varronia,Cordiaceae,1,1
Magnolia globosa,Magnolia,Magnoliaceae,1,1
Scaevola pauciflora,Scaevola,Goodeniaceae,1,1
Smilax williamsii,Smilax,Smilacaceae,1,1
Platanthera mandarinorum,Platanthera,Orchidaceae,21,103
Logfia gallica,Logfia,Asteraceae,95,2164
Mussaenda pubescens,Mussaenda,Rubiaceae,19,612
Pithecellobium dulce,Pithecellobium,Fabaceae,71,1632
Sporobolus alterniflorus,Sporobolus,Poaceae,105,791
Cyperus pedunculatus,Cyperus,Cyperaceae,56,191
Lophomyrtus bullata,Lophomyrtus,Myrtaceae,10,1948
Croton eluteria,Croton,Euphorbiaceae,18,76
Chaenomeles japonica,Chaenomeles,Rosaceae,47,1737
Chonemorpha fragrans,Chonemorpha,Apocynaceae,11,47
Salvia sclarea,Salvia,Lamiaceae,31,318
Miconia trichocalyx,Miconia,Melastomataceae,5,17
Waltheria ovata,Waltheria,Malvaceae,15,474
