source_name,family,traits,dataset_keys,source_rows
Euphorbia wheeleri,Euphorbiaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia alsa,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia arguta,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia bella,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia caudata,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia ciliolata,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia orthocheila,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euphrasia ramulosa,Scrophulariaceae,flower_primary_color,NHNSW_2014_2,1
Euploca brachygyne,Boraginaceae,flower_primary_color,NHNSW_2014_2,1
Euryomyrtus denticulata,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Euryomyrtus maidenii,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,4
Evandra aristata,Cyperaceae,flower_primary_color,eFLOWER_Dun_2022,1
Excoecaria dallachyana,Euphorbiaceae,flower_primary_color,NHNSW_2014_2,1
Exocarpos odoratus,Santalaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Fallopia japonica,Polygonaceae,flower_primary_color,NHNSW_2014_2,1
Fallopia sachalinensis,Polygonaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_2021,2
Faradaya splendida,Lamiaceae,floral_symmetry,eFLOWER_Dun_2022,1
Fieldia australis,Gesneriaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Fimbristylis neilsonii,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Fitzwillia axilliflora,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Flickingeria clementsii,Orchidaceae,flower_primary_color,eFLOWER_Dun_2022,2
Flindersia maculosa,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Floydia praealta,Proteaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,6
Frankenia gracilis,Frankeniaceae,flower_primary_color,NHNSW_2014_2,1
Frankenia irregularis,Frankeniaceae,flower_primary_color,eFLOWER_Dun_2022,1
Frankenia serpyllifolia,Frankeniaceae,flower_primary_color,NHNSW_2014_2,1
Franklandia fucifolia,Proteaceae,flower_primary_color,eFLOWER_Dun_2022,5
Fuirena incrassata,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Fumaria indica,Papaveraceae,flower_primary_color,NHNSW_2014_2,1
Gahnia erythrocarpa,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Gahnia filifolia,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Gahnia melanocarpa,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Gahnia subaequiglumis,Cyperaceae,flower_primary_color,NHNSW_2014_2,1
Galium liratum,Rubiaceae,flower_primary_color,NHNSW_2014_2,1
Galium roddii,Rubiaceae,flower_primary_color,NHNSW_2014_2,1
Gaultheria viridicarpa,Ericaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Genoplesium baueri,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Gentiana baeuerlenii,Gentianaceae,flower_primary_color,NHNSW_2014_2,1
Gentiana bredboensis,Gentianaceae,flower_primary_color,NHNSW_2014_2,1
Gentiana wingecarribiensis,Gentianaceae,flower_primary_color,NHNSW_2014_2,1
Gentiana wissmannii,Gentianaceae,flower_primary_color,NHNSW_2014_2,1
Georgeantha hexandra,Ecdeiocoleaceae,flower_primary_color,eFLOWER_Dun_2022,3
Geosiris australiensis,Iridaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,5
Geranium antrorsum,Geraniaceae,flower_primary_color,NHNSW_2014_2,1
Geranium graniticola,Geraniaceae,flower_primary_color,NHNSW_2014_2,1
Geranium neglectum,Geraniaceae,flower_primary_color,NHNSW_2014_2,1
Geranium obtusisepalum,Geraniaceae,flower_primary_color,NHNSW_2014_2,1
Gilberta tenuifolia,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,2
Gilesia biniflora,Malvaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,5
Gilruthia osbornei,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,2
Gingidia algens,Apiaceae,flower_primary_color,NHNSW_2014_2,1
Gingidia harveyana,Apiaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Gingidia rupicola,Apiaceae,flower_primary_color,NHNSW_2014_2,1
Gladiolus gueinzii,Iridaceae,flower_primary_color,NHNSW_2014_2,1
Glinus orygioides,Molluginaceae,flower_primary_color,NHNSW_2014_2,1
Glossodia major,Orchidaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Glossodia minor,Orchidaceae,flower_primary_color,NHNSW_2014_2,1
Glycyrrhiza acanthocarpa,Fabaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Gompholobium foliolosum,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Gompholobium glabratum,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Gompholobium grandiflorum,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Gompholobium inconspicuum,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Gompholobium minus,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Gonocarpus elatus,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Gonocarpus longifolius,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Gonocarpus nodulosus,Haloragaceae,flower_primary_color,eFLOWER_Dun_2022,2
Gonocarpus oreophilus,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Gonocarpus salsoloides,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia arguta,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia calcarata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia caroliniana,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia connata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia cycloptera,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia decurrens,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia delicata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia dimorpha,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia fascicularis,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia fordiana,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia glauca,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia glomerata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia havilandii,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia heteromera,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia heterophylla,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia lunata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia macbarronii,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia occidentalis,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia parvisepta,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia perfoliata,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia pusilliflora,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia quadrifida,Goodeniaceae,flower_primary_color,SPRAT_2025_2,1
Goodenia rostrivalvis,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Goodenia stephensonii,Goodeniaceae,flower_primary_color,NHNSW_2014_2,1
Gossia acmenoides,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Gossia fragrantissima,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Gossia hillii,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Gossia punctata,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Gossypium sturtianum,Malvaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Gossypium thurberi,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Grammosolen dixonii,Solanaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Granitites intangendus,Rhamnaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Graptophyllum ilicifolium,Acanthaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Grastidium baileyi,Orchidaceae,flower_primary_color,eFLOWER_Dun_2022,3
Gratwickia monochaeta,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Grevillea acerata,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea albiflora,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea anethifolia,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea banyabba,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea beadleana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea buxifolia,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea diffusa,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea diminuta,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea guthrieana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea huegelii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea iaspicula,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea jephcottii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea johnsonii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea kennedyana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea laurifolia,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea linsmithii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea longifolia,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea macleayana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea molyneuxii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea montana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea obtusiflora,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea oldei,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea polybractea,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea pterosperma,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea ramosissima,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea renwickiana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea rivularis,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea scortechinii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea shiressii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea stenobotrya,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grevillea willisii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Grindelia camporum,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Guilfoylia monostylis,Surianaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Gunniopsis quadrifida,Aizoaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Gypsophila tubulosa,Caryophyllaceae,flower_primary_color,NHNSW_2014_2,1
Gyrostemon tepperi,Gyrostemonaceae,floral_symmetry,eFLOWER_2021,1
Haeckeria punctulata,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Haegiela tatei,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,2
Haemodorum venosum,Haemodoraceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Hakea bakeriana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea constablei,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea dohertyi,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea ednieana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea eyreana,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea fraseri,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea ivoryi,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea leucoptera,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea macrorrhyncha,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea propinqua,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea pulvinifera,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea tephrosperma,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Hakea trineura,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Halgania andromedifolia,Boraginaceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Halgania brachyrhyncha,Boraginaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis exalata,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis glauca,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis odontocarpa,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis serra,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis stricta,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragis uncatipila,Haloragaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,5
Haloragodendron lucasii,Haloragaceae,flower_primary_color,NHNSW_2014_2,1
Haloragodendron racemosum,Haloragaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Hannafordia bissillii,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Haptotrichion conicum,Asteraceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,2
Harmogia densifolia,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Harmsiodoxa blennodioides,Brassicaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,5
Harmsiodoxa brevipes,Brassicaceae,flower_primary_color,NHNSW_2014_2,1
Harmsiodoxa puberula,Brassicaceae,flower_primary_color,NHNSW_2014_2,1
Harpullia rhyticarpa,Sapindaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Harrisia tortuosa,Cactaceae,flower_primary_color,NHNSW_2014_2,1
Hedraianthera porphyropetala,Celastraceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Helianthus ciliaris,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Helichrysum calvertianum,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Helichrysum oligochaetum,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Helicia ferruginea,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Helicia glabriflora,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Heliotropium asperrimum,Boraginaceae,flower_primary_color,NHNSW_2014_2,1
Helipterum craspedioides,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Helmholtzia glaberrima,Philydraceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Hemiandra pungens,Lamiaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Hemigenia cuneifolia,Lamiaceae,flower_primary_color,NHNSW_2014_2,1
Hemigenia purpurea,Lamiaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Hemiphora elderi,Lamiaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Hensmania chapmanii,Hemerocallidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,5
Hexaspora pubescens,Celastraceae,flower_primary_color,eFLOWER_Dun_2022,2
Hibbertia bracteata,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia circumdans,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia cistoidea,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia covenyana,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia elata,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia hermanniifolia,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia hexandra,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia kaputarensis,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia marginata,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia monogyna,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia nitida,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia pedunculata,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia saligna,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibbertia villosa,Dilleniaceae,flower_primary_color,NHNSW_2014_2,1
Hibiscus brachysiphonius,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Hibiscus krichauffianus,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Hibiscus verdcourtii,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Hicksbeachia pinnatifolia,Proteaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,8
Hippeastrum zephyranthum,Amaryllidaceae,flower_primary_color,NHNSW_2014_2,1
Hippocratea barbata,Celastraceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Hodgsoniola junciformis,Hemerocallidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Hollandaea sayeriana,Proteaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Homalium brachybotrys,Salicaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Homalospermum firmum,Myrtaceae,flower_primary_color,eFLOWER_Dun_2022,2
Homoranthus darwinioides,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Homoranthus flavescens,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Hookerochloa eriopoda,Poaceae,flower_primary_color,NHNSW_2014_2,1
Hovea asperifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Hovea rosmarinifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Howittia trilocularis,Malvaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Huperzia australiana,Lycopodiaceae,flower_primary_color,NHNSW_2014_2,1
Hyalochlamys globifera,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,2
Hyalosperma glutinosum,Asteraceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,3
Hyalosperma praecox,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Hyalosperma semisterile,Asteraceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,2
Hybanthus floribundus,Violaceae,flower_primary_color,NHNSW_2014_2,1
Hybanthus vernonii,Violaceae,flower_primary_color,NHNSW_2014_2,1
Hydrocotyle geraniifolia,Araliaceae,flower_primary_color,NHNSW_2014_2,1
Hylocereus undatus,Cactaceae,flower_primary_color,NHNSW_2014_2,1
Hypoxis exilis,Hypoxidaceae,flower_primary_color,NHNSW_2014_2,1
Hypsophila dielsiana,Celastraceae,flower_primary_color,eFLOWER_Dun_2022,2
Indigofera adesmiifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera brevidens,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera coronillifolia,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera efoliata,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera helmsii,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera leucotricha,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera longibractea,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Indigofera psammophila,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Iotasperma sessilifolium,Asteraceae,flower_primary_color,eFLOWER_Dun_2022,1
Ipomoea diamantinensis,Convolvulaceae,flower_primary_color,NHNSW_2014_2,1
Ipomoea nervosa,Convolvulaceae,flower_primary_color,eFLOWER_Dun_2022,1
Ipomoea queenslandica,Convolvulaceae,flower_primary_color,eFLOWER_Dun_2022,2
Ipomoea urceolata,Convolvulaceae,flower_primary_color,eFLOWER_Dun_2022,2
Irenepharsus magicus,Brassicaceae,flower_primary_color,NHNSW_2014_2,1
Irenepharsus trypherus,Brassicaceae,flower_primary_color,NHNSW_2014_2,1
Irvingbaileya australis,Icacinaceae,floral_symmetry|flower_primary_color,eFLOWER_2021|eFLOWER_Dun_2022,4
Iseilema membranaceum,Poaceae,flower_primary_color,eFLOWER_Dun_2022,2
Isoetes drummondii,Isoetaceae,flower_primary_color,NHNSW_2014_2,1
Isoglossa eranthemoides,Acanthaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon anemonifolius,Proteaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Isopogon anethifolius,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon dawsonii,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon fletcheri,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon mnoraifolius,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon petiolaris,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isopogon prostratus,Proteaceae,flower_primary_color,NHNSW_2014_2,1
Isotoma anethifolia,Campanulaceae,flower_primary_color,NHNSW_2014_2,1
Isotoma axillaris,Campanulaceae,flower_primary_color,NHNSW_2014_2,1
Isotoma petraea,Campanulaceae,flower_primary_color,NHNSW_2014_2,1
Isotropis foliosa,Fabaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Isotropis wheeleri,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Ixiochlamys cuneifolia,Asteraceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,4
Ixiochlamys nana,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Ixora baileyana,Rubiaceae,flower_primary_color,eFLOWER_Dun_2022,1
Ixora beckleri,Rubiaceae,flower_primary_color,NHNSW_2014_2,1
Jacksonia rhadinoclona,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Jacksonia spinosa,Fabaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Jasminum dallachii,Oleaceae,flower_primary_color,NHNSW_2014_2,1
Jedda multicaulis,Thymelaeaceae,flower_primary_color,eFLOWER_Dun_2022,4
Johnsonia pubescens,Hemerocallidaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Juncus brevibracteus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus cognatus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus dolichanthus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus firmus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus ingens,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus laeviusculus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus mollis,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus phaeanthus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus psammophilus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus radula,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus remotiflorus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus subglaucus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Juncus thompsonianus,Juncaceae,flower_primary_color,NHNSW_2014_2,1
Kalanchoe sexangularis,Crassulaceae,flower_primary_color,NHNSW_2014_2,1
Kardomia jucunda,Myrtaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,2
Karrabina benthamiana,Cunoniaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Kennedia procurrens,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Kennedia retrorsa,Fabaceae,flower_primary_color,NHNSW_2014_2,1
Kippistia suaedifolia,Asteraceae,flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,2
Kohautia australiensis,Rubiaceae,flower_primary_color,eFLOWER_Dun_2022,1
Kuntheria pedunculata,Colchicaceae,floral_symmetry,eFLOWER_Dun_2022,1
Kunzea aristulata,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea axillaris,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea badjaensis,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea bracteolata,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea cambagei,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea capitata,Myrtaceae,floral_symmetry|flower_primary_color,NHNSW_2014_2|eFLOWER_Dun_2022,5
Kunzea obovata,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea occidentalis,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea opposita,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Kunzea rupestris,Myrtaceae,flower_primary_color,NHNSW_2014_2,1
Labichea cassioides,Fabaceae,flower_primary_color,eFLOWER_Dun_2022,2
Lachnagrostis meionectes,Poaceae,flower_primary_color,NHNSW_2014_2,1
Lamarchea hakeifolia,Myrtaceae,floral_symmetry,eFLOWER_Dun_2022,1
Lambertia inermis,Proteaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,7
Lampranthus tegens,Aizoaceae,flower_primary_color,NHNSW_2014_2,1
Lasiopetalum joyceae,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Lasiopetalum occidentale,Malvaceae,flower_primary_color,eFLOWER_Dun_2022,2
Lasiopetalum parviflorum,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Lasjia claudiensis,Proteaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,4
Latrobea diosmifolia,Fabaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Lavatera trimestris,Malvaceae,flower_primary_color,NHNSW_2014_2,1
Lawrencella rosea,Asteraceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Lawrencia berthae,Malvaceae,flower_primary_color,eFLOWER_Dun_2022,1
Leichhardtia flavescens,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Leichhardtia liisae,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Leichhardtia lloydii,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Leichhardtia longiloba,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Leichhardtia suaveolens,Apocynaceae,flower_primary_color,NHNSW_2014_2,1
Leiocarpa brevicompta,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Leiocarpa panaetioides,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Leiocarpa semicalva,Asteraceae,flower_primary_color,NHNSW_2014_2,1
Leionema ambiens,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema carruthersii,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema coxii,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema dentatum,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema diosmeum,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema elatius,Rutaceae,flower_primary_color,NHNSW_2014_2,1
Leionema ellipticum,Rutaceae,floral_symmetry|flower_primary_color,eFLOWER_Dun_2022,3
Leionema lachnaeoides,Rutaceae,flower_primary_color,NHNSW_2014_2,1
