candidate_id,accepted_species,searched_name,page_id,family,wfo_taxon_id,wfo_accepted_usage_id,gbif_usage_key,gbif_accepted_usage_key,axis,trait_name,normalized_value,supporting_excerpt,source_url,page_content_sha256,name_match_method,cultivar_status
efa307d81c3bac30aba1235a,Paris polyphylla,Daiswa polyphylla,3520,Melanthiaceae,wfo-0000764999,wfo-0000715243,2741955,5295929,floral_structural_complexity,inflorescence_display,solitary,"Rootstocks annulate; Leaves oblong or oblanceolate, acuminate, petioled, base rounded or acute; Flowers axillary, solitary, sessile or pedicelled, whitish to yellow; Berries green, fleshy, smooth, loculicidal; Seeds ovoid, scarlet.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=3520&cat=13,db15f88bade2384d9e176195c83eed27b5a39a6f93c04cf314b5d8a7deda6f2b,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
e614022b64e8e04d77f9dada,Phrynium pubinerve,Phrynium capitatum,9068,Marantaceae,wfo-0000490991,wfo-0000491571,5302778,5302770,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Rhizomatous herbs; Leaves oblong or ovate- oblong, cuspidate at apex; Spikes globose on upper half of petioles; peduncles hairy; bracts red, inner one with obtuse, scarious tip; Flowers purplish red; Capsules ellipsoid, woody.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9068&cat=13,fbd5a2bd80afa812984a0c2290cbf747e10ade90bdc95dba47b4cf5d3c96f072,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
bcde488047512ba748f87b55,Phyllanthus glaucus,Hemicicca glauca,14632,Phyllanthaceae,wfo-0000981257,wfo-0000271082,3078197,5382151,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,"Shrubs or small trees, 5-15 m high; branches divericate; Leaves distichous, broadly elliptic to obovate-oblong, glaucous beneath; Flowers axillary, solitary or in fascicles, yellow or greenish yellow; Fruits globose, purplish.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14632&cat=13,ad9275548f27f5bc557e523f163320ec5ad9c6480dd5935e0ba26bedb70b7c76,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
078116164336f1e2acea1e2b,Pinalia bractescens,Eria bractescens,13362,Orchidaceae,wfo-0000952844,wfo-0000273470,2815657,5314128,flower_colour,flower_primary_color,yellow_orange,Epiphytic herbs; Pseudobulbs narrowly cylindric; Leaves elliptic-oblong; Flowers pale yellow.,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13362&cat=13,04dc058016291acdac526388466722cf9845a8d0819482c907d7141e7895cbac,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
c5b6bb3c29de284629d65480,Pseuduvaria prainii,Mitrephora prainii,7909,Annonaceae,wfo-0001066250,wfo-0001066255,3157723,3157722,flower_colour,flower_primary_color,white|yellow_orange,"Flowers .75 in. long, creamy-orange, on slender stalks from the scars of fallen leaves; inner petals densely tomentose, clawed and vaulting over the stamens and forming a cap.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=7909&cat=13,f935a7604f397851b2686da53513f1f183ea6eac3a534fd8e6898aa20794db75,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
169080aa93ba4e89da50bbc9,Stachyphrynium placentarium,Phrynium placentarium,9069,Marantaceae,wfo-0000491565,wfo-0000557825,5303072,2762365,flower_colour,flower_primary_color,white,"Rhizomatous herbs; Leaves oblong-Ianceolate, cuspidate-acuminate at apex; Spikes globose, on upper half of petioles; inner bracts with acute spinulose tip; Flowers white; Capsules ellipsoid, wall membranous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9069&cat=13,0995025235ed833412062c3ddc07a694a9a487bffe0dd8ee832131a821bd15bc,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
e65b0ea40620712790e03a0e,Stachyphrynium placentarium,Phrynium placentarium,9069,Marantaceae,wfo-0000491565,wfo-0000557825,5303072,2762365,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Rhizomatous herbs; Leaves oblong-Ianceolate, cuspidate-acuminate at apex; Spikes globose, on upper half of petioles; inner bracts with acute spinulose tip; Flowers white; Capsules ellipsoid, wall membranous.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9069&cat=13,0995025235ed833412062c3ddc07a694a9a487bffe0dd8ee832131a821bd15bc,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
cc99995e2f515ae313a93dc3,Strobilanthes cordifolia,Phlebophyllum spicatum,9018,Acanthaceae,wfo-0000393116,wfo-0001342709,5574623,8324395,flower_colour,flower_primary_color,blue_purple|white,Flowers pale blue to white,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=9018&cat=13,592b64958549247e7e93e230ea7c53cbb9eb86f87236200eecba3d17eaa24e30,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
3bdb069c79603760c0c3ecda,Strobilanthes glabrata,Goldfussia glabrata,14727,Acanthaceae,wfo-0000705280,wfo-0000433115,5573959,7742721,flower_colour,flower_primary_color,white,"Shrubs, up to 2 m tall; Leaves elliptic, cuneate at base, acuminate, serrulate, glabrous; Flowers in ovoid pedunculate heads, white; bracts white or pale yellowish white; Capsules up to 2 cm long; Seeds silky hairy.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14727&cat=13,af7a7f87e2e84361000345030e6c56ac952b783a3d43ad6136040fc6e2fad3f4,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
77c7231ce880d1d209f18967,Strobilanthes glabrata,Goldfussia glabrata,14727,Acanthaceae,wfo-0000705280,wfo-0000433115,5573959,7742721,floral_structural_complexity,inflorescence_display,composite_display,"Shrubs, up to 2 m tall; Leaves elliptic, cuneate at base, acuminate, serrulate, glabrous; Flowers in ovoid pedunculate heads, white; bracts white or pale yellowish white; Capsules up to 2 cm long; Seeds silky hairy.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14727&cat=13,af7a7f87e2e84361000345030e6c56ac952b783a3d43ad6136040fc6e2fad3f4,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
5b29cae1a66e02852d5226ce,Strobilanthes lanata,Strobilanthes gossypina,11344,Acanthaceae,wfo-0000433142,wfo-0000433088,3780688,3780069,flower_colour,flower_primary_color,blue_purple,"Flowers light lilac, underside of leaves brown.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=11344&cat=13,514410ddece72fc44f05e9e44689e6b29bcecc01e1b9bcff744e7a06050e44bf,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
b2501b7fabaafe8604d74c56,Strobilanthes lupulina,Nilgirianthus lupulinus,8233,Acanthaceae,wfo-0000379857,wfo-0000432844,3781867,7890077,flower_colour,flower_primary_color,white,"Shrubs with glabrous branchlets and leaves; Inflorescence in axillary glabrous spikes; Calyx glabrous; Corolla long, white; Fruit a glabrous capsule bearing biconvex, hairy seeds.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=8233&cat=13,841f67a9d331288999bfd38cf36f13a8cc4d2ae252487a9f14e9be4db5798e5c,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
e2993aa7101d61ead23546ba,Strobilanthes lupulina,Nilgirianthus lupulinus,8233,Acanthaceae,wfo-0000379857,wfo-0000432844,3781867,7890077,floral_structural_complexity,inflorescence_display,raceme_spike_panicle,"Shrubs with glabrous branchlets and leaves; Inflorescence in axillary glabrous spikes; Calyx glabrous; Corolla long, white; Fruit a glabrous capsule bearing biconvex, hairy seeds.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=8233&cat=13,841f67a9d331288999bfd38cf36f13a8cc4d2ae252487a9f14e9be4db5798e5c,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
accedbef444e2ee17fcbec1e,Strobilanthes pentastemonoides,Goldfussia pentastemonoides,5443,Acanthaceae,wfo-0000705307,wfo-1000046789,5573877,8750274,flower_colour,flower_primary_color,blue_purple,"Perennial herbs or shrubs, 1-2.5 m high, much branched, glabrous; Leaves elliptic, acuminate at both ends, glabrous; Inflorescences glandular or hairy heads, 1-3 together; Flowers deep violet; Capsules oblong, clavate, glandular pubescent, 4-seeded.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=5443&cat=13,70ee0b999f9bf92b8208f438acd66db19e1f0dab470d0a21957abc700df64867,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
3d68f4eaf5851de69072f31b,Strongyleria pannea,Eria pannea,13369,Orchidaceae,wfo-0000953334,wfo-0001425228,2815330,11110207,flower_colour,flower_primary_color,green_brown_inconspicuous|white,"Epiphytic wooly herbs; Leaves 1 - 4, cylindric; Sepals and petals white wooly outside; lip brown.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=13369&cat=13,1709c920b52d86d5cf68858e543b49180c3fed371fbc4d94f1bc47ad982ce16a,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
2d58a18ae4857bc276e327e3,Symplocos theifolia,Symplocos phyllocalyx,14240,Symplocaceae,wfo-0001141691,wfo-0001141689,3643545,7538961,flower_colour,flower_primary_color,white,"Large shrubs, 4-5 m tall; young braches green; Leaves oblong, acuminate, serrulate, glabrous, coriaceous; Flowers in sparsely hairy, branched short spikes, white; Fruits ellipsoid, crowned by persistent calyx lobes.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14240&cat=13,94574c7441eaf870434b763ecbb64b132a49ddd7c4975a4a707989f1d8a4fd5d,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
9893c6d3a57d01e53680293d,Tetradium trichotomum,Euodia trichotoma,12819,Rutaceae,wfo-0001228508,wfo-0001228507,7269255,5594350,floral_structural_complexity,inflorescence_display,raceme_spike_panicle|umbel_corymb,"Trees 10-20 m high with dense crown; Leaves 9-11 foHolate, leaflets oblong-Ianceolate; Flowers in axillary or terminal corymbiform cymose panicles, greenish white; Capsules 2-valved, reddish.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12819&cat=13,0d9cb548fc025943ce6035ff67ba81f7859c7b0d14749f99e85f311b8bbf84c3,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
44a24908108414bbed31df34,Vaccinium sprengelii,Vaccinium forrestii,14157,Ericaceae,wfo-0000423034,wfo-0001048459,4172984,4167924,flower_colour,flower_primary_color,red_pink|white,"Bushy shrubs; Flowers creamy white, reddish at base; calyx red.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=14157&cat=13,b3cd64badce422671d63479da32c28247ef8f4505cffaa7453d761ee6df021e8,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
27a23b62944b64a0f6ffc5da,Xerospermum noronhianum,Xerospermum glabratum,12946,Sapindaceae,wfo-0000428458,wfo-0000428410,3785316,9209685,flower_colour,flower_primary_color,white|yellow_orange,"Trees, 20-35 m high with oval dense crowd; Leaflets lanceolate or elliptic-lanceolate; Flowers in panicled racemes, white or pale yellow; Fruits oblong or ovoid, muricate, yellowish when ripe.",https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12946&cat=13,310e901f2366b2dd699bdff5ae5a0c881a1aaf5e5b1536652400221ee9b63df1,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
5c91560f805cc9af052d3adf,Ziziphus xylopyrus,Ziziphus glaberrima,12604,Rhamnaceae,wfo-0000430495,wfo-0000430400,3876389,7524561,flower_colour,flower_primary_color,green_brown_inconspicuous|yellow_orange,Flowers green; disc yellow; stamens 5,https://indiaflora-ces.iisc.ac.in/herbsheet.php?id=12604&cat=13,73b57b26e476cfaab50a469adf6c54bda981682279482d616979496785a51f40,exact_synonym,wild_or_species_level_statement_not_cultivar_limited
