candidate_id,accepted_species,family,page_id,revision_id,revision_timestamp,axis,trait_name,normalized_value,supporting_excerpt,page_title,source_url,citation,page_content_sha256,cultivar_status
54364d3d79807665b7034c87,Alafia nigrescens,Apocynaceae,109389,175167,2015-03-03T16:50:45Z,flower_colour,flower_primary_color,white,"corolla white, tube cylindrical, 5.4–6.7 mm × 1.5 mm, base swollen, narrower at the throat, with 5 thickened bands from throat to base of lobes, lobes linear-oblong, 6–8 mm × 1.5–3 mm",Alafia nigrescens (PROTA),https://plantuse.plantnet.org/en/Alafia_nigrescens_(PROTA),"Oyen, L.P.A., 2010. Alafia nigrescens Pichon. [Internet] Record from PROTA4U. Brink, M. & Achigan-Dako, E.G. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",f8fd68165d5c73a9a060358fca5f298bfbb7fd58839f839e064c1d38c9ffa2dd,wild_or_species_level_monograph_not_cultivar_limited
8f6b362eeae8643fb33b0ae0,Alantsilodendron villosum,Fabaceae,109392,198973,2015-09-17T19:15:36Z,flower_colour,flower_primary_color,white,"*Flowers bisexual, regular, 5-merous, sessile, white",Alantsilodendron villosum (PROTA),https://plantuse.plantnet.org/en/Alantsilodendron_villosum_(PROTA),"Lemmens, R.H.M.J., 2006. Alantsilodendron villosum (R.Vig.) Villiers. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",bd13aab44470c742fda557d68080bc4fda243626e87d2a3f59d51095c5763401,wild_or_species_level_monograph_not_cultivar_limited
e5e3ac352477e002570e9363,Albizia arenicola,Fabaceae,109399,198978,2015-09-17T19:54:43Z,flower_colour,flower_primary_color,white|green_brown_inconspicuous,"*Flowers bisexual, regular, 5-merous, greenish white, almost sessile",Albizia arenicola (PROTA),https://plantuse.plantnet.org/en/Albizia_arenicola_(PROTA),"Lemmens, R.H.M.J., 2007. Albizia arenicola R.Vig. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",d5128e1afa0c5b60f25a5a8b00c8c5acbe495e956e3ee92e083e6415175fc2d2,wild_or_species_level_monograph_not_cultivar_limited
6dc28ef5b9779adfb03951b0,Albizia bernieri,Fabaceae,109401,325915,2017-03-19T14:31:47Z,flower_colour,flower_primary_color,white|green_brown_inconspicuous,"*Flowers bisexual, regular, 5-merous, greenish white, almost sessile",Albizia bernieri (PROTA),https://plantuse.plantnet.org/en/Albizia_bernieri_(PROTA),"Lemmens, R.H.M.J., 2007. Albizia bernieri E.Fourn. ex Villiers. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",30011647f1fff543e529705fc376ec0f8f6d8fefbb4234967a8b20c4848e9f44,wild_or_species_level_monograph_not_cultivar_limited
aa02ded452c9aa7688303e71,Albizia boivinii,Fabaceae,109402,325916,2017-03-19T14:34:30Z,flower_colour,flower_primary_color,white|green_brown_inconspicuous,"*Flowers bisexual, regular, 5-merous, greenish white, sessile",Albizia boivinii (PROTA),https://plantuse.plantnet.org/en/Albizia_boivinii_(PROTA),"Lemmens, R.H.M.J., 2007. Albizia boivinii E.Fourn. In: Louppe, D., Oteng-Amoako, A.A. & Brink, M. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",7025ddd2e00ac0588d0349b27616e978aeed51cee143f99179704836e1c93c64,wild_or_species_level_monograph_not_cultivar_limited
806e1a56515e8e9c62097ee5,Allanblackia stuhlmannii,Clusiaceae,109418,175284,2015-03-05T09:16:53Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers solitary in leaf axils or crowded at the end of branches, unisexual, regular, 5-merous, cream to reddish, fragrant",Allanblackia stuhlmannii (PROTA),https://plantuse.plantnet.org/en/Allanblackia_stuhlmannii_(PROTA),"Mwaura, L. & Munjuga, M., 2007. Allanblackia stuhlmannii (Engl.) Engl. [Internet] Record from PROTA4U. van der Vossen, H.A.M. & Mkamilo, G.S. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",734484ce9da4721ee971e0712d31d52ca40e03322eee55369adb427cf3185637,wild_or_species_level_monograph_not_cultivar_limited
32e254d850408851c61536a4,Allanblackia stuhlmannii,Clusiaceae,109418,175284,2015-03-05T09:16:53Z,floral_structural_complexity,inflorescence_display,solitary,"Flowers solitary in leaf axils or crowded at the end of branches, unisexual, regular, 5-merous, cream to reddish, fragrant",Allanblackia stuhlmannii (PROTA),https://plantuse.plantnet.org/en/Allanblackia_stuhlmannii_(PROTA),"Mwaura, L. & Munjuga, M., 2007. Allanblackia stuhlmannii (Engl.) Engl. [Internet] Record from PROTA4U. van der Vossen, H.A.M. & Mkamilo, G.S. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",734484ce9da4721ee971e0712d31d52ca40e03322eee55369adb427cf3185637,wild_or_species_level_monograph_not_cultivar_limited
323e426ab67d1f16e46dda13,Aloe divaricata,Asphodelaceae,109428,172272,2014-10-27T21:31:20Z,flower_colour,flower_primary_color,red_pink,"perianth tubular, 2.5–3 cm long, up to 7 mm in diameter, lobes 6, free to base, scarlet or pale pink",Aloe divaricata (PROTA),https://plantuse.plantnet.org/en/Aloe_divaricata_(PROTA),"Bosch, C.H., 2006. Aloe divaricata A.Berger. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",0580be3678af300dff429f49aaaf9daa219d2732f7feab7c0265ef229d85c3dc,wild_or_species_level_monograph_not_cultivar_limited
be55d573d0f6358661f3a2e6,Alternanthera littoralis,Amaranthaceae,109443,327874,2018-04-29T16:14:52Z,flower_colour,flower_primary_color,white,"*Flowers bisexual, regular, 5-merous, white",Alternanthera littoralis (PROTA),https://plantuse.plantnet.org/en/Alternanthera_littoralis_(PROTA),"Jansen, P.C.M., 2004. Alternanthera littoralis P.Beauv. [Internet] Record from PROTA4U. Grubben, G.J.H. & Denton, O.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",962b50bdf3b11bb5c8f03e210ccc557d98f9a2a64092c4859baaa253c1093342,wild_or_species_level_monograph_not_cultivar_limited
1b5e205737b7f3d177ca02f6,Andrachne aspera,Phyllanthaceae,109461,172328,2014-10-28T19:59:44Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers unisexual, regular, 5(–6)-merous",Andrachne aspera (PROTA),https://plantuse.plantnet.org/en/Andrachne_aspera_(PROTA),"Schmelzer, G.H., 2008. Andrachne aspera Spreng. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",ecede012df24e6901a8d9a28135ede128b3ce71584e67ccd7535fdb6f922cc92,wild_or_species_level_monograph_not_cultivar_limited
1a9de811cfba4eb5f4a204f6,Andrachne aspera,Phyllanthaceae,109461,172328,2014-10-28T19:59:44Z,floral_structural_complexity,inflorescence_display,umbel_corymb|solitary,"male inflorescence a few-flowered fascicle, female flowers solitary.",Andrachne aspera (PROTA),https://plantuse.plantnet.org/en/Andrachne_aspera_(PROTA),"Schmelzer, G.H., 2008. Andrachne aspera Spreng. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",ecede012df24e6901a8d9a28135ede128b3ce71584e67ccd7535fdb6f922cc92,wild_or_species_level_monograph_not_cultivar_limited
0041b5614348b62f5099fd78,Anthocleista amplexicaulis,Gentianaceae,109472,172334,2014-10-28T20:12:56Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular",Anthocleista amplexicaulis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_amplexicaulis_(PROTA),"de Ruijter, A., 2007. Anthocleista amplexicaulis Baker. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",b896c789becedaa1e62aab93e4c870756449f54d2df9f0c755532bb4d1f6e8a6,wild_or_species_level_monograph_not_cultivar_limited
d2075986a40c76df81a63e38,Anthocleista amplexicaulis,Gentianaceae,109472,172334,2014-10-28T20:12:56Z,flower_colour,flower_primary_color,blue_purple,"corolla with cylindrical tube 5–9 mm long, lobes 8–12, orbicular, broadly ovate or elliptical, 5–10 mm long, apex obtuse or rounded, spreading, violet or mauve",Anthocleista amplexicaulis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_amplexicaulis_(PROTA),"de Ruijter, A., 2007. Anthocleista amplexicaulis Baker. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",b896c789becedaa1e62aab93e4c870756449f54d2df9f0c755532bb4d1f6e8a6,wild_or_species_level_monograph_not_cultivar_limited
6bed94274b084a141dc12af5,Anthocleista amplexicaulis,Gentianaceae,109472,172334,2014-10-28T20:12:56Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an erect terminal dichasial cyme 15–30 cm long, many-flowered",Anthocleista amplexicaulis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_amplexicaulis_(PROTA),"de Ruijter, A., 2007. Anthocleista amplexicaulis Baker. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",b896c789becedaa1e62aab93e4c870756449f54d2df9f0c755532bb4d1f6e8a6,wild_or_species_level_monograph_not_cultivar_limited
2d0c7d3dc0015062157b3d16,Anthocleista madagascariensis,Gentianaceae,109476,172337,2014-10-28T20:29:32Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular",Anthocleista madagascariensis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_madagascariensis_(PROTA),"de Ruijter, A., 2007. Anthocleista madagascariensis Baker. în: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",4837afac85dcd5b99144b49c8f4ee3b78ebbcb2e679e5243bd3c18194a68ab24,wild_or_species_level_monograph_not_cultivar_limited
1795e7ec6f098f25244c0f41,Anthocleista madagascariensis,Gentianaceae,109476,172337,2014-10-28T20:29:32Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an erect terminal dichasial cyme, 5–20 cm long, many-flowered",Anthocleista madagascariensis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_madagascariensis_(PROTA),"de Ruijter, A., 2007. Anthocleista madagascariensis Baker. în: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",4837afac85dcd5b99144b49c8f4ee3b78ebbcb2e679e5243bd3c18194a68ab24,wild_or_species_level_monograph_not_cultivar_limited
b5f5dfeac1569f2cdc621050,Anthocleista nobilis,Gentianaceae,109477,172338,2014-10-28T20:31:20Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular",Anthocleista nobilis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_nobilis_(PROTA),"Mosango, D.M., 2007. Anthocleista nobilis G.Don. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",46079135834a6020a90f40816bb8daf063cda353ef64dcf0ead400fdf67c9ea4,wild_or_species_level_monograph_not_cultivar_limited
f34b721afa69bcc3e3583e6e,Anthocleista nobilis,Gentianaceae,109477,172338,2014-10-28T20:31:20Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an erect terminal dichasial cyme 12–60 cm long, many-flowered",Anthocleista nobilis (PROTA),https://plantuse.plantnet.org/en/Anthocleista_nobilis_(PROTA),"Mosango, D.M., 2007. Anthocleista nobilis G.Don. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",46079135834a6020a90f40816bb8daf063cda353ef64dcf0ead400fdf67c9ea4,wild_or_species_level_monograph_not_cultivar_limited
a7aee387e6a1d61bcb755d41,Anthocleista procera,Gentianaceae,109478,172339,2014-10-28T20:33:24Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular",Anthocleista procera (PROTA),https://plantuse.plantnet.org/en/Anthocleista_procera_(PROTA),"de Ruijter, A., 2007. Anthocleista procera Lepr. ex Bureau. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",8c402192736c6524500a38ad0baa95914b367c64b2a12057c0dae118ca760265,wild_or_species_level_monograph_not_cultivar_limited
0a98f454eb9c32c494f2e591,Anthocleista procera,Gentianaceae,109478,172339,2014-10-28T20:33:24Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an erect terminal dichasial cyme 30–60 cm long, many-flowered",Anthocleista procera (PROTA),https://plantuse.plantnet.org/en/Anthocleista_procera_(PROTA),"de Ruijter, A., 2007. Anthocleista procera Lepr. ex Bureau. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",8c402192736c6524500a38ad0baa95914b367c64b2a12057c0dae118ca760265,wild_or_species_level_monograph_not_cultivar_limited
733d031853f5d2b015144cea,Anthocleista vogelii,Gentianaceae,109480,172341,2014-10-28T20:38:18Z,floral_structural_complexity,floral_symmetry,actinomorphic,"Flowers bisexual, regular",Anthocleista vogelii (PROTA),https://plantuse.plantnet.org/en/Anthocleista_vogelii_(PROTA),"de Ruijter, A., 2007. Anthocleista vogelii Planch. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",46433cdc43d3b89692546aea9805766d56283dcdd62acee6db0bd8a6cc1c9f54,wild_or_species_level_monograph_not_cultivar_limited
cab7748a7a38ce8350d2f721,Anthocleista vogelii,Gentianaceae,109480,172341,2014-10-28T20:38:18Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"Inflorescence an erect terminal dichasial cyme 30–50 cm long, many-flowered",Anthocleista vogelii (PROTA),https://plantuse.plantnet.org/en/Anthocleista_vogelii_(PROTA),"de Ruijter, A., 2007. Anthocleista vogelii Planch. In: Schmelzer, G.H. & Gurib-Fakim, A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",46433cdc43d3b89692546aea9805766d56283dcdd62acee6db0bd8a6cc1c9f54,wild_or_species_level_monograph_not_cultivar_limited
3a8c96331422b4b2fe2a1811,Anthostema madagascariense,Euphorbiaceae,109483,326052,2017-03-24T15:10:50Z,floral_structural_complexity,inflorescence_display,umbel_corymb,"*Inflorescence an axillary cyme with at apex of each cyme-branch a common involucre composed of 4 small partly fused bracts with glandular margins, enclosing a female flower surrounded by involucres, each containing several male flowers.",Anthostema madagascariense (PROTA),https://plantuse.plantnet.org/en/Anthostema_madagascariense_(PROTA),"Oyen, L.P.A. & Louppe, D., 2011. Anthostema madagascariense Baill. In: Lemmens, R.H.M.J., Louppe, D. & Oteng-Amoako, A.A. (Editors). PROTA (Plant Resources of Tropical Africa / Ressources végétales de l’Afrique tropicale), Wageningen, Netherlands.",dde8162b1518925b07dc27b3b97df76ee1601d6a1876501044c1f877b22c238b,wild_or_species_level_monograph_not_cultivar_limited
