accepted_species,genus,family,n_islands,n_records
Garcinia septogarcinia,Garcinia,Clusiaceae,2,5
Limonium aphroditae,Limonium,Plumbaginaceae,2,7
Greigia sphacelata,Greigia,Bromeliaceae,2,20
Polygala glochidiata,Polygala,Polygalaceae,2,10
Aloe suarezensis,Aloe,Asphodelaceae,1,53
Commiphora grandifolia,Commiphora,Burseraceae,1,314
Valerianella hirsutissima,Valerianella,Caprifoliaceae,4,5
Impatiens percrenata,Impatiens,Balsaminaceae,1,7
Luzula effusa,Luzula,Juncaceae,7,143
Spiraeanthemum densiflorum,Spiraeanthemum,Cunoniaceae,1,75
Asarum curvistigma,Asarum,Aristolochiaceae,1,29
Murdannia triquetra,Murdannia,Commelinaceae,2,5
Saxifraga magellanica,Saxifraga,Saxifragaceae,3,88
Hypericum vesiculosum,Hypericum,Hypericaceae,2,3
Buddleja lewisiana,Buddleja,Scrophulariaceae,2,4
Terminalia rufovestita,Terminalia,Combretaceae,1,82
Hylomecon hylomeconoides,Hylomecon,Papaveraceae,3,4
Saurauia klinkii,Saurauia,Actinidiaceae,1,3
Pelargonium betulinum,Pelargonium,Geraniaceae,2,3
Mammea reticulata,Mammea,Calophyllaceae,1,13
Ilex laurocensus,Ilex,Aquifoliaceae,1,10
Ternstroemia luquillensis,Ternstroemia,Pentaphylacaceae,1,5
Schumacheria castaneifolia,Schumacheria,Dilleniaceae,1,64
Tinospora trilobata,Tinospora,Menispermaceae,1,16
Adenia densiflora,Adenia,Passifloraceae,1,21
Dioscorea kingii,Dioscorea,Dioscoreaceae,1,6
Lippia americana,Lippia,Verbenaceae,1,12
Geniostoma randianum,Geniostoma,Loganiaceae,1,23
Calochortus splendens,Calochortus,Liliaceae,1,115
Pittosporum koghiense,Pittosporum,Pittosporaceae,1,41
Eriocaulon fenshamii,Eriocaulon,Eriocaulaceae,1,3
Tambourissa quadrifida,Tambourissa,Monimiaceae,1,4
Althenia australis,Althenia,Potamogetonaceae,2,3
Cuphea gaumeri,Cuphea,Lythraceae,1,3
Symplocos ovalis,Symplocos,Symplocaceae,1,5
Viscum scurruloideum,Viscum,Viscaceae,1,3
Monotagma exile,Monotagma,Marantaceae,1,2
Heliotropium luzonicum,Heliotropium,Heliotropiaceae,1,2
Neea anisophylla,Neea,Nyctaginaceae,1,2
Capparis mekongensis,Capparis,Capparaceae,1,2
Varronia oligodonta,Varronia,Cordiaceae,1,2
Goodenia gracilis,Goodenia,Goodeniaceae,1,1
Nepenthes sibuyanensis,Nepenthes,Nepenthaceae,1,2
Liriodendropsis spectabilis,Liriodendropsis,Magnoliaceae,1,2
Smilax bauhinioides,Smilax,Smilacaceae,1,1
Hymenopus caudatus,Hymenopus,Chrysobalanaceae,1,1
Utricularia laxa,Utricularia,Lentibulariaceae,1,2
Betula macrophylla,Betula,Betulaceae,1,1
Camellia saluenensis,Camellia,Theaceae,1,1
