accepted_species,genus,family,n_islands,n_records
Symphysia racemosa,Symphysia,Ericaceae,7,183
Dypsis lanceolata,Dypsis,Arecaceae,4,56
Hypoestes purpurea,Hypoestes,Acanthaceae,3,229
Cryptocarya depressa,Cryptocarya,Lauraceae,4,51
Maesa macrothyrsa,Maesa,Primulaceae,4,142
Cyrtandra jonesii,Cyrtandra,Gesneriaceae,2,8
Aporosa arborea,Aporosa,Phyllanthaceae,5,45
Dracontium asperum,Dracontium,Araceae,4,18
Anemone virginiana,Anemone,Ranunculaceae,9,52
Desmos elegans,Desmos,Annonaceae,3,16
Braya thorild-wulffii,Braya,Brassicaceae,13,121
Thouinia trifoliata,Thouinia,Sapindaceae,4,108
Esenbeckia pentaphylla,Esenbeckia,Rutaceae,3,16
Stellaria peduncularis,Stellaria,Caryophyllaceae,14,66
Bupleurum odontites,Bupleurum,Apiaceae,10,90
Elatostematoides manillense,Elatostematoides,Urticaceae,4,6
Osmelia maingayi,Osmelia,Salicaceae,5,29
Piper hosokawae,Piper,Piperaceae,3,5
Ficus variolosa,Ficus,Moraceae,7,126
Gratiola nana,Gratiola,Plantaginaceae,7,390
Polyscias tahitensis,Polyscias,Araliaceae,3,21
Solanum polygamum,Solanum,Solanaceae,6,34
Adelmeria alpinum,Adelmeria,Zingiberaceae,2,11
Cordyline pumilio,Cordyline,Asparagaceae,5,483
Palaquium beccarianum,Palaquium,Sapotaceae,2,49
Begonia mannii,Begonia,Begoniaceae,1,13
Corispermum pallasii,Corispermum,Amaranthaceae,10,148
Ipomoea venosa,Ipomoea,Convolvulaceae,5,93
Pandanus oligocarpus,Pandanus,Pandanaceae,1,100
Isotoma rivalis,Isotoma,Campanulaceae,2,86
Lithocarpus rufovillosus,Lithocarpus,Fagaceae,2,298
Bistorta pacifica,Bistorta,Polygonaceae,5,23
Elaeodendron croceum,Elaeodendron,Celastraceae,2,13
Hakea mitchellii,Hakea,Proteaceae,1,608
Phelipanche rosmarina,Phelipanche,Orobanchaceae,4,45
Ventilago ferruginea,Ventilago,Rhamnaceae,2,33
Didymocheton macranthus,Didymocheton,Meliaceae,2,51
Hackelia virginiana,Hackelia,Boraginaceae,3,42
Elaeocarpus vieillardii,Elaeocarpus,Elaeocarpaceae,1,30
Jasminum dichotomum,Jasminum,Oleaceae,2,3
Diospyros crassifolia,Diospyros,Ebenaceae,1,168
Phedimus stoloniferus,Phedimus,Crassulaceae,2,126
Gentiana arisanensis,Gentiana,Gentianaceae,1,1089
Cissus glaucophylla,Cissus,Vitaceae,2,18
Viola mirabilis x reichenbachiana,Viola,Violaceae,3,15
Searsia tripartita,Searsia,Anacardiaceae,2,18
Hopea auriculata,Hopea,Dipterocarpaceae,2,5
Horsfieldia basifissa,Horsfieldia,Myristicaceae,1,38
Phylloctenium bernieri,Phylloctenium,Bignoniaceae,1,121
Narcissus cuneiflorus,Narcissus,Amaryllidaceae,3,3
Zehneria macrantha,Zehneria,Cucurbitaceae,2,2
Epilobium porphyrium,Epilobium,Onagraceae,2,325
Tristellateia bojeriana,Tristellateia,Malpighiaceae,1,17
Romulea assumptionis,Romulea,Iridaceae,2,32
Lepeostegeres bahajensis,Lepeostegeres,Loranthaceae,1,36
Gnidia bojeriana,Gnidia,Thymelaeaceae,1,73
Echinopsis oxygona,Echinopsis,Cactaceae,2,2
Garcinia ophiticola,Garcinia,Clusiaceae,1,22
Dyerophytum pendulum,Dyerophytum,Plumbaginaceae,1,13
Pitcairnia micotrinensis,Pitcairnia,Bromeliaceae,1,14
Polygala mandrarensis,Polygala,Polygalaceae,1,17
Aloe versicolor,Aloe,Asphodelaceae,1,5
Lonicera rhytidophylla,Lonicera,Caprifoliaceae,2,5
Commiphora franciscana,Commiphora,Burseraceae,1,15
Pterophylla sanguisugarum,Pterophylla,Cunoniaceae,1,35
Impatiens prasiniflora,Impatiens,Balsaminaceae,1,3
Luzula luzulina,Luzula,Juncaceae,2,67
Asimitellaria doiana,Asimitellaria,Saxifragaceae,2,6
Aristolochia sericea,Aristolochia,Aristolochiaceae,1,5
Amischotolype barbarossa,Amischotolype,Commelinaceae,1,6
Limosella curdieana,Limosella,Scrophulariaceae,1,6
Hypericum socotranum,Hypericum,Hypericaceae,1,5
Combretum malabaricum,Combretum,Combretaceae,1,3
Roemeria virchowii,Roemeria,Papaveraceae,1,4
Saurauia corneri,Saurauia,Actinidiaceae,1,1
Pelargonium alchemilloides,Pelargonium,Geraniaceae,1,2
Ilex martiniana,Ilex,Aquifoliaceae,1,2
Calophyllum morobense,Calophyllum,Calophyllaceae,1,2
Adinandra villosa,Adinandra,Pentaphylacaceae,1,1
Albertisia delagoensis,Albertisia,Menispermaceae,1,1
Dioscorea debilis,Dioscorea,Dioscoreaceae,1,1
Basananthe zanzibarica,Basananthe,Passifloraceae,1,1
Davilla grandiflora,Davilla,Dilleniaceae,1,1
Strychnos tomentosa,Strychnos,Loganiaceae,1,2
Lippia acuminata,Lippia,Verbenaceae,1,1
Potamogeton nerviger,Potamogeton,Potamogetonaceae,1,2
Gagea pusilla,Gagea,Liliaceae,1,1
Syngonanthus cuyabensis,Syngonanthus,Eriocaulaceae,1,1
Pittosporum yunckeri,Pittosporum,Pittosporaceae,1,1
Goodyera henryi,Goodyera,Orchidaceae,17,366
Praxelis clematidea,Praxelis,Asteraceae,70,1653
Stenostomum acutatum,Stenostomum,Rubiaceae,15,369
Mimosa diplotricha,Mimosa,Fabaceae,56,1668
Paspalum urvillei,Paspalum,Poaceae,82,2087
Schoenoplectiella mucronata,Schoenoplectiella,Cyperaceae,42,479
Callistemon linearis,Callistemon,Myrtaceae,8,51
Baloghia inophylla,Baloghia,Euphorbiaceae,13,387
Rubus pungens,Rubus,Rosaceae,31,615
Asclepias nivea,Asclepias,Apocynaceae,8,348
Ajuga orientalis,Ajuga,Lamiaceae,21,175
Miconia hypoleuca,Miconia,Melastomataceae,4,17
Abutilon auritum,Abutilon,Malvaceae,12,44
Rhododendron malayanum,Rhododendron,Ericaceae,7,161
Thrinax parviflora,Thrinax,Arecaceae,4,49
Strobilanthes oligantha,Strobilanthes,Acanthaceae,3,68
Neolitsea javanica,Neolitsea,Lauraceae,4,48
Ardisia violacea,Ardisia,Primulaceae,4,121
Pheidonocarpa corymbosa,Pheidonocarpa,Gesneriaceae,2,8
Baccaurea macrophylla,Baccaurea,Phyllanthaceae,5,41
Amorphophallus prainii,Amorphophallus,Araceae,4,15
Ranunculus obscurans,Ranunculus,Ranunculaceae,9,31
Drepananthus pruniferus,Drepananthus,Annonaceae,3,16
Cardamine glacialis,Cardamine,Brassicaceae,13,114
Xerospermum laevigatum,Xerospermum,Sapindaceae,4,106
Vepris nobilis,Vepris,Rutaceae,3,16
Stellaria laeta,Stellaria,Caryophyllaceae,14,42
Azorella filamentosa,Azorella,Apiaceae,10,69
Leucosyke salomonensis,Leucosyke,Urticaceae,4,6
Salix ambigua,Salix,Salicaceae,5,19
Peperomia wheeleri,Peperomia,Piperaceae,3,4
Ficus calopilina,Ficus,Moraceae,7,78
Veronica derwentiana,Veronica,Plantaginaceae,7,316
Heptapleurum oxyphyllum,Heptapleurum,Araliaceae,3,19
Witheringia solanacea,Witheringia,Solanaceae,6,25
Epiamomum borneense,Epiamomum,Zingiberaceae,2,10
Triteleia grandiflora,Triteleia,Asparagaceae,5,140
Sideroxylon capuronii,Sideroxylon,Sapotaceae,2,49
Begonia marojejyensis,Begonia,Begoniaceae,1,13
Chenopodium pratericola,Chenopodium,Amaranthaceae,10,138
Evolvulus antillanus,Evolvulus,Convolvulaceae,5,62
Pandanus dyckioides,Pandanus,Pandanaceae,1,97
Wahlenbergia matthewsii,Wahlenbergia,Campanulaceae,2,79
Castanopsis kawakamii,Castanopsis,Fagaceae,2,266
Rumex persicarioides,Rumex,Polygonaceae,5,23
Lophopetalum pallidum,Lophopetalum,Celastraceae,2,11
Grevillea quinquenervis,Grevillea,Proteaceae,1,583
Castilleja victoriae,Castilleja,Orobanchaceae,4,32
Ventilago pseudocalyculata,Ventilago,Rhamnaceae,2,33
Chisocheton lansiifolius,Chisocheton,Meliaceae,2,32
Paracynoglossum formosanum,Paracynoglossum,Boraginaceae,3,32
Elaeocarpus baudouinii,Elaeocarpus,Elaeocarpaceae,1,29
Jasminum zippelianum,Jasminum,Oleaceae,2,3
Diospyros suarezensis,Diospyros,Ebenaceae,1,162
Kalanchoe tomentosa,Kalanchoe,Crassulaceae,2,119
Gentianella diemensis,Gentianella,Gentianaceae,1,754
Cissus fuliginea,Cissus,Vitaceae,2,17
Viola canina x riviniana,Viola,Violaceae,3,7
Sorindeia grandifolia,Sorindeia,Anacardiaceae,2,16
Vatica stapfiana,Vatica,Dipterocarpaceae,2,5
Horsfieldia splendida,Horsfieldia,Myristicaceae,1,38
Rhigozum madagascariense,Rhigozum,Bignoniaceae,1,121
Narcissus scaberulus,Narcissus,Amaryllidaceae,2,510
Lemurosicyos variegata,Lemurosicyos,Cucurbitaceae,1,107
Epilobium crassum,Epilobium,Onagraceae,2,168
Malpighia macracantha,Malpighia,Malpighiaceae,1,11
Aristea compressa,Aristea,Iridaceae,2,16
Macrosolen tubiflorus,Macrosolen,Loranthaceae,1,36
Kelleria paludosa,Kelleria,Thymelaeaceae,1,72
Hatiora salicornioides,Hatiora,Cactaceae,2,2
Tovomita eggersii,Tovomita,Clusiaceae,1,21
Limonium florentinum,Limonium,Plumbaginaceae,1,13
Pitcairnia elizabethae,Pitcairnia,Bromeliaceae,1,13
Xanthophyllum pauciflorum,Xanthophyllum,Polygalaceae,1,14
Aloe werneri,Aloe,Asphodelaceae,1,5
Lonicera hirsuta,Lonicera,Caprifoliaceae,2,4
Dacryodes patentinervia,Dacryodes,Burseraceae,1,15
Ackama clemensiae,Ackama,Cunoniaceae,1,33
Impatiens sidiformis,Impatiens,Balsaminaceae,1,3
Luzula lutescens,Luzula,Juncaceae,2,51
Asimitellaria formosana,Asimitellaria,Saxifragaceae,1,567
Asarum kinoshitae,Asarum,Aristolochiaceae,1,5
Callisia ciliata,Callisia,Commelinaceae,1,5
Nemesia versicolor,Nemesia,Scrophulariaceae,1,6
Harungana rubescens,Harungana,Hypericaceae,1,4
Combretum spinosum,Combretum,Combretaceae,1,3
Meconopsis aculeata,Meconopsis,Papaveraceae,1,3
Saurauia darikalteng,Saurauia,Actinidiaceae,1,1
Pelargonium cordifolium,Pelargonium,Geraniaceae,1,2
Ilex metabaptista,Ilex,Aquifoliaceae,1,2
Calophyllum rotundifolium,Calophyllum,Calophyllaceae,1,2
Anneslea steenisii,Anneslea,Pentaphylacaceae,1,1
Anisocycla jollyana,Anisocycla,Menispermaceae,1,1
Dioscorea haenkeana,Dioscorea,Dioscoreaceae,1,1
Passiflora alatocaerulea,Passiflora,Passifloraceae,1,1
Davilla pedicellaris,Davilla,Dilleniaceae,1,1
Strychnos vanprukii,Strychnos,Loganiaceae,1,2
Lippia cardiostegia,Lippia,Verbenaceae,1,1
Potamogeton nervigerus,Potamogeton,Potamogetonaceae,1,2
Gagea saxatilis,Gagea,Liliaceae,1,1
Ophrys argolica,Ophrys,Orchidaceae,17,354
Helichrysum stoechas,Helichrysum,Asteraceae,69,2224
Lasianthus obliquinervis,Lasianthus,Rubiaceae,15,355
Vicia benghalensis,Vicia,Fabaceae,56,1340
Eragrostis pilosa,Eragrostis,Poaceae,82,852
Cyperus papyrus,Cyperus,Cyperaceae,42,392
Angophora costata,Angophora,Myrtaceae,8,48
Macaranga conifera,Macaranga,Euphorbiaceae,13,161
Rubus leucodermis,Rubus,Rosaceae,31,537
Cynanchum liukiuense,Cynanchum,Apocynaceae,8,188
Cantinoa mutabilis,Cantinoa,Lamiaceae,21,60
Memecylon campanulatum,Memecylon,Melastomataceae,4,16
Luehea speciosa,Luehea,Malvaceae,12,41
Rhododendron longiflorum,Rhododendron,Ericaceae,7,116
Korthalsia echinometra,Korthalsia,Arecaceae,4,46
Rungia klossii,Rungia,Acanthaceae,3,50
Cryptocarya massoy,Cryptocarya,Lauraceae,4,41
Ardisia korthalsiana,Ardisia,Primulaceae,4,108
Agalmyla biflora,Agalmyla,Gesneriaceae,2,7
Phyllanthus flagellaris,Phyllanthus,Phyllanthaceae,5,38
Orontium aquaticum,Orontium,Araceae,4,15
Clematis horripilata,Clematis,Ranunculaceae,9,23
Friesodielsia obtusifolia,Friesodielsia,Annonaceae,3,16
Dontostemon dentatus,Dontostemon,Brassicaceae,13,67
Cupaniopsis curvidens,Cupaniopsis,Sapindaceae,4,102
Zanthoxylum acuminatum,Zanthoxylum,Rutaceae,3,16
Silene commutata,Silene,Caryophyllaceae,13,84
Ferulago nodosa,Ferulago,Apiaceae,10,69
Pilea serpyllacea,Pilea,Urticaceae,4,6
Salix divaricata,Salix,Salicaceae,5,16
Piper biauritum,Piper,Piperaceae,3,3
Ficus macrorrhyncha,Ficus,Moraceae,7,73
Plantago brownii,Plantago,Plantaginaceae,7,222
Polyscias maraisiana,Polyscias,Araliaceae,3,19
Cestrum bahamense,Cestrum,Solanaceae,6,23
Meistera cerasina,Meistera,Zingiberaceae,2,9
Muscari azureum,Muscari,Asparagaceae,5,127
Planchonella anteridifera,Planchonella,Sapotaceae,2,47
Begonia randiana,Begonia,Begoniaceae,1,13
Bassia hyssopifolia,Bassia,Amaranthaceae,10,75
Ipomoea rubens,Ipomoea,Convolvulaceae,5,58
Benstonea adinobotrys,Benstonea,Pandanaceae,1,92
Lobelia persicifolia,Lobelia,Campanulaceae,2,71
Quercus spinosa,Quercus,Fagaceae,2,250
Koenigia ajanensis,Koenigia,Polygonaceae,5,19
Lophopetalum macranthum,Lophopetalum,Celastraceae,2,10
Adenanthos macropodianus,Adenanthos,Proteaceae,1,582
Agalinis tenuifolia,Agalinis,Orobanchaceae,4,30
Rhamnus ishidae,Rhamnus,Rhamnaceae,2,26
Malleastrum rakotozafyi,Malleastrum,Meliaceae,2,32
Echium rosulatum,Echium,Boraginaceae,3,30
Elaeocarpus schlechterianus,Elaeocarpus,Elaeocarpaceae,1,29
Notelaea Elcho-Island,Notelaea,Oleaceae,2,3
Diospyros yaouhensis,Diospyros,Ebenaceae,1,134
Kalanchoe orgyalis,Kalanchoe,Crassulaceae,2,111
Swertia macrosperma,Swertia,Gentianaceae,1,740
Cissus hexangularis,Cissus,Vitaceae,2,17
Viola apoensis,Viola,Violaceae,3,6
Mangifera swintonioides,Mangifera,Anacardiaceae,2,15
Anthoshorea hypochra,Anthoshorea,Dipterocarpaceae,2,3
Knema membranifolia,Knema,Myristicaceae,1,38
Phyllarthron ilicifolium,Phyllarthron,Bignoniaceae,1,110
Allium savii,Allium,Amaryllidaceae,2,98
Raphidiocystis brachypoda,Raphidiocystis,Cucurbitaceae,1,107
Epilobium hectorii,Epilobium,Onagraceae,2,150
Microsteira ampihamensis,Microsteira,Malpighiaceae,1,11
Watsonia aletroides,Watsonia,Iridaceae,2,16
Amyema caudiciflora,Amyema,Loranthaceae,1,35
Lethedon sphaerocarpa,Lethedon,Thymelaeaceae,1,70
Mammillaria elongata,Mammillaria,Cactaceae,2,2
Symphonia sessiliflora,Symphonia,Clusiaceae,1,19
Limonium panormitanum,Limonium,Plumbaginaceae,1,13
Pitcairnia jimenezii,Pitcairnia,Bromeliaceae,1,13
Polygala hainanensis,Polygala,Polygalaceae,1,13
Corynotheca pungens,Corynotheca,Asphodelaceae,1,5
Lonicera webbiana,Lonicera,Caprifoliaceae,2,4
Haplolobus furfuraceus,Haplolobus,Burseraceae,1,15
Pterophylla mammea,Pterophylla,Cunoniaceae,1,31
Impatiens susan-nathansoniae,Impatiens,Balsaminaceae,1,3
Luzula mannii,Luzula,Juncaceae,2,26
Saxifraga maderensis,Saxifraga,Saxifragaceae,1,172
Thottea muluensis,Thottea,Aristolochiaceae,1,5
Callisia rosea,Callisia,Commelinaceae,1,5
Ranopisoa rakotosonii,Ranopisoa,Scrophulariaceae,1,6
Hypericum athoum,Hypericum,Hypericaceae,1,4
Combretum woodii,Combretum,Combretaceae,1,3
Meconopsis cookei,Meconopsis,Papaveraceae,1,3
Saurauia dempoensis,Saurauia,Actinidiaceae,1,1
Erodium absinthoides,Erodium,Geraniaceae,1,1
Ilex szechwanensis,Ilex,Aquifoliaceae,1,2
Clusiella macropetala,Clusiella,Calophyllaceae,1,2
Cleyera neibensis,Cleyera,Pentaphylacaceae,1,1
Arcangelisia gusanlung,Arcangelisia,Menispermaceae,1,1
Dioscorea hastata,Dioscorea,Dioscoreaceae,1,1
Passiflora anfracta,Passiflora,Passifloraceae,1,1
Dillenia castanifolia,Dillenia,Dilleniaceae,1,1
Strychnos zenkeri,Strychnos,Loganiaceae,1,2
Lippia flavida,Lippia,Verbenaceae,1,1
Potamogeton olivaceus,Potamogeton,Potamogetonaceae,1,2
Lilium pomponium,Lilium,Liliaceae,1,1
Platanthera transversa,Platanthera,Orchidaceae,17,324
Artemisia stelleriana,Artemisia,Asteraceae,69,1585
Notopleura parasitica,Notopleura,Rubiaceae,15,301
Lotus tetragonolobus,Lotus,Fabaceae,56,819
Chloris virgata,Chloris,Poaceae,82,487
Schoenoplectus americanus,Schoenoplectus,Cyperaceae,42,175
Myrcia sylvatica,Myrcia,Myrtaceae,8,40
Croton caudatus,Croton,Euphorbiaceae,13,159
Potentilla thuringiaca,Potentilla,Rosaceae,31,104
Secamone pachystigma,Secamone,Apocynaceae,8,155
Gomphostemma javanicum,Gomphostemma,Lamiaceae,20,280
Dissochaeta brassii,Dissochaeta,Melastomataceae,4,14
Sida hackettiana,Sida,Malvaceae,12,35
Vaccinium boreale,Vaccinium,Ericaceae,7,75
Licuala peltata,Licuala,Arecaceae,4,45
Strobilanthes tetrasperma,Strobilanthes,Acanthaceae,3,44
Litsea velutina,Litsea,Lauraceae,4,41
Myrsine pedicellata,Myrsine,Primulaceae,4,108
Cyrtandra garnotiana,Cyrtandra,Gesneriaceae,2,7
Antidesma pulvinatum,Antidesma,Phyllanthaceae,5,36
Rhaphidophora neoguineensis,Rhaphidophora,Araceae,4,15
Ranunculus macounii,Ranunculus,Ranunculaceae,9,18
Xylopia coriifolia,Xylopia,Annonaceae,3,16
Draba lonchocarpa,Draba,Brassicaceae,13,65
Matayba domingensis,Matayba,Sapindaceae,4,97
Melicope retusa,Melicope,Rutaceae,3,15
Silene sericea,Silene,Caryophyllaceae,12,349
Chaerophyllum bulbosum,Chaerophyllum,Apiaceae,10,53
Pilea serpyllifolia,Pilea,Urticaceae,4,6
Xylosma orbiculata,Xylosma,Salicaceae,5,16
Piper caninum,Piper,Piperaceae,3,3
Ficus maclellandii,Ficus,Moraceae,7,51
Veronica pubescens,Veronica,Plantaginaceae,7,183
Osmoxylon sessiliflorum,Osmoxylon,Araliaceae,3,18
Solanum retrorsum,Solanum,Solanaceae,6,21
Zingiber leptostachyum,Zingiber,Zingiberaceae,2,9
Asparagus plocamoides,Asparagus,Asparagaceae,5,112
Sideroxylon socorrense,Sideroxylon,Sapotaceae,2,41
Begonia ruthiae,Begonia,Begoniaceae,1,13
Maireana oppositifolia,Maireana,Amaranthaceae,10,59
Ipomoea carolina,Ipomoea,Convolvulaceae,5,52
Pandanus flagellibracteatus,Pandanus,Pandanaceae,1,83
Isotoma pusilla,Isotoma,Campanulaceae,2,60
Quercus tatakaensis,Quercus,Fagaceae,2,224
Polygonum patulum,Polygonum,Polygonaceae,5,18
Monteverdia sieberiana,Monteverdia,Celastraceae,2,10
Grevillea halmaturina,Grevillea,Proteaceae,1,571
Striga masuria,Striga,Orobanchaceae,4,28
Ziziphus havilandii,Ziziphus,Rhamnaceae,2,26
Aglaia foveolata,Aglaia,Meliaceae,2,30
Echium anchusoides,Echium,Boraginaceae,3,26
Sloanea raynaliana,Sloanea,Elaeocarpaceae,1,29
Tetrapilus palawanensis,Tetrapilus,Oleaceae,2,3
Diospyros latispathulata,Diospyros,Ebenaceae,1,129
Hylotelephium sordidum,Hylotelephium,Crassulaceae,2,105
Tripterospermum lanceolatum,Tripterospermum,Gentianaceae,1,497
Ampelocissus elegans,Ampelocissus,Vitaceae,2,15
Viola canina x stagnina,Viola,Violaceae,3,5
Semecarpus nigroviridis,Semecarpus,Anacardiaceae,2,15
Anthoshorea resinosa,Anthoshorea,Dipterocarpaceae,2,3
Paramyristica sepicana,Paramyristica,Myristicaceae,1,38
Perichlaena richardii,Perichlaena,Bignoniaceae,1,99
Narcissus cyclamineus,Narcissus,Amaryllidaceae,2,81
Corallocarpus perrieri,Corallocarpus,Cucurbitaceae,1,93
Epilobium gracilipes,Epilobium,Onagraceae,2,122
Spachea membranacea,Spachea,Malpighiaceae,1,11
Patersonia novoguineensis,Patersonia,Iridaceae,2,13
Amyema pachypus,Amyema,Loranthaceae,1,33
Daphne rodriguezii,Daphne,Thymelaeaceae,1,67
Mammillaria insularis,Mammillaria,Cactaceae,2,2
Garcinia ambrensis,Garcinia,Clusiaceae,1,18
Limonium alcudianum,Limonium,Plumbaginaceae,1,12
Pitcairnia samuelssonii,Pitcairnia,Bromeliaceae,1,11
