accepted_species,genus,family,n_islands,n_records
Cynoglossum clandestinum,Cynoglossum,Boraginaceae,3,15
Elaeocarpus oriomensis,Elaeocarpus,Elaeocarpaceae,1,28
Jasminum pauciflorum,Jasminum,Oleaceae,2,2
Diospyros obscurinerva,Diospyros,Ebenaceae,1,95
Crassula mataikona,Crassula,Crassulaceae,2,65
Tachiadenus longiflorus,Tachiadenus,Gentianaceae,1,201
Pterisanthes heterantha,Pterisanthes,Vitaceae,2,9
Viola faurieana,Viola,Violaceae,2,241
Mangifera lalijiwa,Mangifera,Anacardiaceae,2,10
Vateriopsis seychellarum,Vateriopsis,Dipterocarpaceae,1,178
Knema sericea,Knema,Myristicaceae,1,30
Tabebuia schumanniana,Tabebuia,Bignoniaceae,1,79
Allium lehmannii,Allium,Amaryllidaceae,2,17
Sinobaijiania taiwaniana,Sinobaijiania,Cucurbitaceae,1,72
Circaea ovata,Circaea,Onagraceae,2,57
Byrsonima parvifolia,Byrsonima,Malpighiaceae,1,9
Moraea spathulata,Moraea,Iridaceae,2,8
Lepeostegeres gemmiflorus,Lepeostegeres,Loranthaceae,1,28
Stephanodaphne cuspidata,Stephanodaphne,Thymelaeaceae,1,61
Melocactus lemairei,Melocactus,Cactaceae,1,77
Clusia callosa,Clusia,Clusiaceae,1,14
Acantholimon ulicinum,Acantholimon,Plumbaginaceae,1,11
Guzmania fawcettii,Guzmania,Bromeliaceae,1,9
Phlebotaenia cuneata,Phlebotaenia,Polygalaceae,1,11
Aloe brevifolia,Aloe,Asphodelaceae,1,4
Knautia orientalis,Knautia,Caprifoliaceae,2,2
Commiphora andranovoryensis,Commiphora,Burseraceae,1,13
Cunonia aoupiniensis,Cunonia,Cunoniaceae,1,26
Impatiens atrorubra,Impatiens,Balsaminaceae,1,2
Juncus dregeanus,Juncus,Juncaceae,2,6
Asimitellaria acerina,Asimitellaria,Saxifragaceae,1,67
Aristolochia robertii,Aristolochia,Aristolochiaceae,1,3
Commelina montigena,Commelina,Commelinaceae,1,4
Myoporum wilderi,Myoporum,Scrophulariaceae,1,4
Hypericum ovalifolium,Hypericum,Hypericaceae,1,4
Combretum holstii,Combretum,Combretaceae,1,2
Roemeria meiklei,Roemeria,Papaveraceae,1,3
Saurauia hageniana,Saurauia,Actinidiaceae,1,1
Geranium argenteum,Geranium,Geraniaceae,1,1
Ilex azuensis,Ilex,Aquifoliaceae,1,1
Calophyllum acidus,Calophyllum,Calophyllaceae,1,1
Eurya glabra,Eurya,Pentaphylacaceae,1,1
Cocculus minutus,Cocculus,Menispermaceae,1,1
Dioscorea moultonii,Dioscorea,Dioscoreaceae,1,1
Passiflora costaricensis,Passiflora,Passifloraceae,1,1
