accepted_species,genus,family,n_islands,n_records
Fraxinus angustifolia,Fraxinus,Oleaceae,31,1824
Diospyros andamanica,Diospyros,Ebenaceae,9,131
Petrosedum forsterianum,Petrosedum,Crassulaceae,53,5788
Blackstonia acuminata,Blackstonia,Gentianaceae,29,343
Semecarpus forstenii,Semecarpus,Anacardiaceae,30,205
Causonis maritima,Causonis,Vitaceae,25,142
Viola rossii,Viola,Violaceae,40,671
Hopea mengarawan,Hopea,Dipterocarpaceae,8,145
Amphitecna latifolia,Amphitecna,Bignoniaceae,17,164
Myristica cumingii,Myristica,Myristicaceae,11,42
Cucumis althaeoides,Cucumis,Cucurbitaceae,37,97
Allium thunbergii,Allium,Amaryllidaceae,52,845
Heteropterys laurifolia,Heteropterys,Malpighiaceae,8,203
Epilobium lamyi,Epilobium,Onagraceae,64,1333
Amyema beccarii,Amyema,Loranthaceae,9,37
Trimezia steyermarkii,Trimezia,Iridaceae,37,373
Wikstroemia genkwa,Wikstroemia,Thymelaeaceae,10,81
Pachycereus pringlei,Pachycereus,Cactaceae,19,267
Garcinia tetrandra,Garcinia,Clusiaceae,7,26
Limonium palmare,Limonium,Plumbaginaceae,11,28
Vriesea gigantea,Vriesea,Bromeliaceae,10,46
Comesperma defoliatum,Comesperma,Polygalaceae,11,107
Rhuacophila javanica,Rhuacophila,Asphodelaceae,17,167
Bursera epinnata,Bursera,Burseraceae,10,45
Valerianella dentata,Valerianella,Caprifoliaceae,50,7306
Impatiens beccarii,Impatiens,Balsaminaceae,2,45
Juncus acutiflorus,Juncus,Juncaceae,111,132885
Triadenum fraseri,Triadenum,Hypericaceae,24,113
Aristolochia odoratissima,Aristolochia,Aristolochiaceae,8,21
Saxifraga paniculata,Saxifraga,Saxifragaceae,54,491
Myoporum acuminatum,Myoporum,Scrophulariaceae,26,57
Pollia thyrsiflora,Pollia,Commelinaceae,21,114
Ceratopetalum gummiferum,Ceratopetalum,Cunoniaceae,4,22
Terminalia litoralis,Terminalia,Combretaceae,11,44
Actinidia indochinensis,Actinidia,Actinidiaceae,3,7
Corydalis heterocarpa,Corydalis,Papaveraceae,44,228
Geranium endressii,Geranium,Geraniaceae,35,7925
Ilex anomala,Ilex,Aquifoliaceae,10,725
Calophyllum pisiferum,Calophyllum,Calophyllaceae,4,10
Eurya vitiensis,Eurya,Pentaphylacaceae,5,17
Tetracera volubilis,Tetracera,Dilleniaceae,9,47
Cissampelos andromorpha,Cissampelos,Menispermaceae,9,14
Adenia macrophylla,Adenia,Passifloraceae,10,285
Dioscorea cordata,Dioscorea,Dioscoreaceae,10,171
Lantana horrida,Lantana,Verbenaceae,20,81
Phyllangium distylis,Phyllangium,Loganiaceae,6,76
Lilium debile,Lilium,Liliaceae,22,206
Billardiera scandens,Billardiera,Pittosporaceae,9,66
Hedycarya baudouinii,Hedycarya,Monimiaceae,3,32
Eriocaulon scariosum,Eriocaulon,Eriocaulaceae,5,16
Woodfordia fruticosa,Woodfordia,Lythraceae,16,193
Viscum orientale,Viscum,Viscaceae,6,60
Euploca strigosa,Euploca,Heliotropiaceae,12,77
Symplocos liukiuensis,Symplocos,Symplocaceae,7,154
Commicarpus australis,Commicarpus,Nyctaginaceae,14,76
Cordia elliptica,Cordia,Cordiaceae,7,39
Capparis canescens,Capparis,Capparaceae,10,33
Nepenthes hirsuta,Nepenthes,Nepenthaceae,2,75
Phrynium maximum,Phrynium,Marantaceae,5,48
Goodenia arachnoidea,Goodenia,Goodeniaceae,7,13
Hirtella zanzibarica,Hirtella,Chrysobalanaceae,4,40
Utricularia lateriflora,Utricularia,Lentibulariaceae,15,313
Potamogeton cheesemanii,Potamogeton,Potamogetonaceae,22,1919
Smilax calophylla,Smilax,Smilacaceae,12,53
Oxalis enneaphylla,Oxalis,Oxalidaceae,12,169
Gordonia lasianthus,Gordonia,Theaceae,4,33
Cistus incanus,Cistus,Cistaceae,11,275
Epimedium diphyllum,Epimedium,Berberidaceae,7,64
Alnus maximowiczii,Alnus,Betulaceae,26,1108
Napoleonaea imperialis,Napoleonaea,Lecythidaceae,5,11
Magnolia tripetala,Magnolia,Magnoliaceae,5,95
Ouratea elliptica,Ouratea,Ochnaceae,4,30
Erythroxylum Mosquito-Point,Erythroxylum,Erythroxylaceae,4,6
Micranthemum umbrosum,Micranthemum,Linderniaceae,8,12
Sambucus kamtschatica,Sambucus,Viburnaceae,17,288
Drypetes grandifolia,Drypetes,Putranjivaceae,5,27
Lampranthus multiradiatus,Lampranthus,Aizoaceae,14,109
Hydrangea anomala,Hydrangea,Hydrangeaceae,7,114
Myriophyllum amphibium,Myriophyllum,Haloragaceae,9,212
Connarus salomoniensis,Connarus,Connaraceae,4,12
Linum maritimum,Linum,Linaceae,7,61
Celtis occidentalis,Celtis,Cannabaceae,19,3461
Xylotheca tettensis,Xylotheca,Achariaceae,3,5
Uvularia grandiflora,Uvularia,Colchicaceae,5,18
Cornus torreyi,Cornus,Cornaceae,9,38
Bourreria exsucca,Bourreria,Ehretiaceae,5,33
Roepera similis,Roepera,Zygophyllaceae,6,42
Buxus rivularis,Buxus,Buxaceae,2,3
Vallisneria americana,Vallisneria,Hydrocharitaceae,23,58
Veratrum albiflorum,Veratrum,Melanthiaceae,7,12
Dionaea muscipula,Dionaea,Droseraceae,6,36
Ceriops zippeliana,Ceriops,Rhizophoraceae,13,193
Sarcolaena eriophora,Sarcolaena,Sarcolaenaceae,1,144
Rumicastrum granuliferum,Rumicastrum,Montiaceae,6,29
Collomia linearis,Collomia,Polemoniaceae,5,12
Iodes velutina,Iodes,Icacinaceae,2,7
Polyosma bracteosa,Polyosma,Escalloniaceae,1,45
Alisma wahlenbergii,Alisma,Alismataceae,9,532
Stemonurus grandifolius,Stemonurus,Stemonuraceae,2,60
Diplacus aurantiacus,Diplacus,Phrymaceae,5,46
Gaimardia setacea,Gaimardia,Restionaceae,5,234
Soulamea trifoliata,Soulamea,Simaroubaceae,2,38
Xyris cheumatophila,Xyris,Xyridaceae,3,34
Ribes americanum,Ribes,Grossulariaceae,5,16
Stylidium adenophorum,Stylidium,Stylidiaceae,4,7
Dictyostega orobanchoides,Dictyostega,Burmanniaceae,2,6
Allocasuarina duncanii,Allocasuarina,Casuarinaceae,2,121
Cleome rupicola,Cleome,Cleomaceae,3,16
Nothofagus alessandrii,Nothofagus,Nothofagaceae,2,17
Zygogynum tieghemii,Zygogynum,Winteraceae,1,62
Fothergilla gardenii,Fothergilla,Hamamelidaceae,3,5
Heliconia vaginalis,Heliconia,Heliconiaceae,3,27
Euryale ferox,Euryale,Nymphaeaceae,5,148
Micrantheum serpentinum,Micrantheum,Picrodendraceae,1,208
Monocostus uniflorus,Monocostus,Costaceae,3,7
Phacelia patuliflora,Phacelia,Hydrophyllaceae,3,16
Musella lasiocarpa,Musella,Musaceae,2,5
Portulaca macrantha,Portulaca,Portulacaceae,4,17
Meliosma parviflora,Meliosma,Sabiaceae,2,2
Exocarpos sparteus,Exocarpos,Santalaceae,3,8
Amphorogyne celastroides,Amphorogyne,Amphorogynaceae,1,26
Carya aquatica,Carya,Juglandaceae,4,9
Dichapetalum pachypus,Dichapetalum,Dichapetalaceae,1,183
Styrax porterianus,Styrax,Styracaceae,2,4
Purdiaea ekmanii,Purdiaea,Clethraceae,1,13
Illicium stapfii,Illicium,Schisandraceae,2,62
Ulmus thomasii,Ulmus,Ulmaceae,2,4
Sparganium androcladum,Sparganium,Typhaceae,6,16
Curculigo maheensis,Curculigo,Hypoxidaceae,1,40
Chloranthus oldhamii,Chloranthus,Chloranthaceae,1,1113
Elaeagnus yoshinoi,Elaeagnus,Elaeagnaceae,2,65
Morella serrata,Morella,Myricaceae,1,22
Quintinia macrophylla,Quintinia,Paracryphiaceae,1,13
Milligania densiflora,Milligania,Asteliaceae,1,251
Marcgravia elegans,Marcgravia,Marcgraviaceae,1,7
Hernandia cubensis,Hernandia,Hernandiaceae,1,4
Aponogeton undulatus,Aponogeton,Aponogetonaceae,1,2
Anisophyllea parafallax,Anisophyllea,Anisophylleaceae,1,2
Blumenbachia hieronymi,Blumenbachia,Loasaceae,1,2
Nymphoides thunbergiana,Nymphoides,Menyanthaceae,1,5
Mollugo pinosia,Mollugo,Molluginaceae,1,3
Uncarina roeoesliana,Uncarina,Pedaliaceae,1,7
Pera pallidifolia,Pera,Peraceae,1,5
Thesium cystoseriroides,Thesium,Thesiaceae,1,3
Arboa antsingyae,Arboa,Turneraceae,1,3
Citronella hirsuta,Citronella,Cardiopteridaceae,1,10
Rafflesia kemumu,Rafflesia,Rafflesiaceae,1,1
Dalrympelea calciphila,Dalrympelea,Staphyleaceae,1,2
Xerophyta parviflora,Xerophyta,Velloziaceae,1,2
Balanophora dioica,Balanophora,Balanophoraceae,1,2
Olax pendula,Olax,Olacaceae,1,1
Ledenbergia seguieroides,Ledenbergia,Phytolaccaceae,1,3
Triuris hyalina,Triuris,Triuridaceae,1,2
Tricolpites minutus,Tricolpites,Gunneraceae,1,1
Mastixia trichophylla,Mastixia,Nyssaceae,1,2
Reseda orientalis,Reseda,Resedaceae,1,8
Zostera capensis,Zostera,Zosteraceae,2,5
Tamarix passerinoides,Tamarix,Tamaricaceae,1,1
Vochysia tucanorum,Vochysia,Vochysiaceae,1,1
Calanthe triplicata,Calanthe,Orchidaceae,81,1430
Gnaphalium uliginosum,Gnaphalium,Asteraceae,404,93028
Erithalis fruticosa,Erithalis,Rubiaceae,104,878
Guilandina bonduc,Guilandina,Fabaceae,244,2022
Eleusine indica,Eleusine,Poaceae,439,10574
Rhynchospora alba,Rhynchospora,Cyperaceae,278,16583
Melaleuca cajuputi,Melaleuca,Myrtaceae,42,738
Mallotus japonicus,Mallotus,Euphorbiaceae,116,6216
Alchemilla alpina,Alchemilla,Rosaceae,219,28315
Trachelospermum jasminoides,Trachelospermum,Apocynaceae,61,864
Coleus scutellarioides,Coleus,Lamiaceae,172,1761
Medinilla teysmannii,Medinilla,Melastomataceae,14,70
Sida cordifolia,Sida,Malvaceae,110,1125
Gaultheria shallon,Gaultheria,Ericaceae,116,18043
Sabal minor,Sabal,Arecaceae,28,243
Strobilanthes alternata,Strobilanthes,Acanthaceae,40,102
Litsea firma,Litsea,Lauraceae,22,226
Lysimachia linum-stellatum,Lysimachia,Primulaceae,67,1376
Dorcoceras philippense,Dorcoceras,Gesneriaceae,7,28
Phyllanthus maderaspatensis,Phyllanthus,Phyllanthaceae,40,161
Syngonium angustatum,Syngonium,Araceae,49,878
Ranunculus sulphureus,Ranunculus,Ranunculaceae,122,1304
Drepananthus obtusifolius,Drepananthus,Annonaceae,16,85
Lobularia maritima,Lobularia,Brassicaceae,196,18074
Acer glabrum,Acer,Sapindaceae,37,602
Zanthoxylum nitidum,Zanthoxylum,Rutaceae,35,2185
Spergularia media,Spergularia,Caryophyllaceae,231,19565
Cicuta virosa,Cicuta,Apiaceae,124,6946
Pilea nummulariifolia,Pilea,Urticaceae,39,332
Populus tremuloides,Populus,Salicaceae,66,1350
Ficus subpisocarpa,Ficus,Moraceae,56,3417
Peperomia pallida,Peperomia,Piperaceae,20,121
Antirrhinum majus,Antirrhinum,Plantaginaceae,147,23226
Polyscias nodosa,Polyscias,Araliaceae,26,148
Solanum pseudocapsicum,Solanum,Solanaceae,76,2470
Renealmia aromatica,Renealmia,Zingiberaceae,12,82
Dracaena reflexa,Dracaena,Asparagaceae,80,5037
Planchonella pohlmaniana,Planchonella,Sapotaceae,15,31
Begonia mindorensis,Begonia,Begoniaceae,6,20
Alternanthera brasiliana,Alternanthera,Amaranthaceae,98,631
Calystegia silvatica,Calystegia,Convolvulaceae,81,80495
Freycinetia hombronii,Freycinetia,Pandanaceae,7,17
Solenopsis laurentia,Solenopsis,Campanulaceae,33,392
Quercus palustris,Quercus,Fagaceae,21,106134
Persicaria longiseta,Persicaria,Polygonaceae,107,5008
Gymnosporia diversifolia,Gymnosporia,Celastraceae,20,542
Grevillea rosmarinifolia,Grevillea,Proteaceae,11,106
Orobanche pubescens,Orobanche,Orobanchaceae,72,613
Pomaderris apetala,Pomaderris,Rhamnaceae,20,5863
Elaeocarpus sepikanus,Elaeocarpus,Elaeocarpaceae,8,112
Echium parviflorum,Echium,Boraginaceae,60,824
Aglaia elliptica,Aglaia,Meliaceae,21,471
Syringa josikaea,Syringa,Oleaceae,26,63
Diospyros fasciculosa,Diospyros,Ebenaceae,8,327
Sedum litoreum,Sedum,Crassulaceae,53,358
Swertia perennis,Swertia,Gentianaceae,29,251
Koordersiodendron pinnatum,Koordersiodendron,Anacardiaceae,29,278
Vitis aestivalis,Vitis,Vitaceae,25,141
Viola japonica,Viola,Violaceae,35,1019
Hopea acuminata,Hopea,Dipterocarpaceae,8,106
Pandorea jasminoides,Pandorea,Bignoniaceae,17,60
Horsfieldia whitmorei,Horsfieldia,Myristicaceae,11,33
Citrullus colocynthis,Citrullus,Cucurbitaceae,36,180
Allium sativum,Allium,Amaryllidaceae,52,349
Bunchosia armeniaca,Bunchosia,Malpighiaceae,8,21
Oenothera odorata,Oenothera,Onagraceae,56,175
Amyema conspicua,Amyema,Loranthaceae,9,35
Crocus tommasinianus,Crocus,Iridaceae,35,6654
Aquilaria sinensis,Aquilaria,Thymelaeaceae,10,56
Opuntia tuna,Opuntia,Cactaceae,18,98
Garcinia corallina,Garcinia,Clusiaceae,6,210
Plumbago indica,Plumbago,Plumbaginaceae,11,27
Bromelia karatas,Bromelia,Bromeliaceae,10,45
Polygala longifolia,Polygala,Polygalaceae,11,68
Xanthorrhoea latifolia,Xanthorrhoea,Asphodelaceae,16,121
Dacryodes rugosa,Dacryodes,Burseraceae,9,345
Valeriana dioica,Valeriana,Caprifoliaceae,48,30720
Impatiens gordonii,Impatiens,Balsaminaceae,2,36
Luzula pallescens,Luzula,Juncaceae,111,566
Cratoxylum formosum,Cratoxylum,Hypericaceae,23,211
Aristolochia debilis,Aristolochia,Aristolochiaceae,7,388
Saxifraga platysepala,Saxifraga,Saxifragaceae,50,526
Verbascum pulverulentum,Verbascum,Scrophulariaceae,25,1821
Rhopalephora vitiensis,Rhopalephora,Commelinaceae,20,38
Bauera capitata,Bauera,Cunoniaceae,4,16
Terminalia samoensis,Terminalia,Combretaceae,11,32
Saurauia negrosensis,Saurauia,Actinidiaceae,3,7
Papaver setiferum,Papaver,Papaveraceae,41,1077
Geranium phaeum,Geranium,Geraniaceae,31,7217
Ilex chinensis,Ilex,Aquifoliaceae,10,463
Calophyllum rubiginosum,Calophyllum,Calophyllaceae,4,10
Ternstroemia tepezapote,Ternstroemia,Pentaphylacaceae,5,12
Tetracera willdenowiana,Tetracera,Dilleniaceae,9,29
Stephania corymbosa,Stephania,Menispermaceae,8,36
Passiflora sexflora,Passiflora,Passifloraceae,9,460
Dioscorea villosa,Dioscorea,Dioscoreaceae,10,90
Lantana polyacantha,Lantana,Verbenaceae,17,28
Geniostoma tinifolium,Geniostoma,Loganiaceae,6,70
Clintonia uniflora,Clintonia,Liliaceae,21,536
Pittosporum campbellii,Pittosporum,Pittosporaceae,9,50
Hedycarya denticulata,Hedycarya,Monimiaceae,3,22
Eriocaulon zollingerianum,Eriocaulon,Eriocaulaceae,4,21
Lagerstroemia celebica,Lagerstroemia,Lythraceae,16,131
Phoradendron mucronatum,Phoradendron,Viscaceae,6,53
Myriopus microphyllus,Myriopus,Heliotropiaceae,12,74
Symplocos lucida,Symplocos,Symplocaceae,7,35
Bougainvillea buttiana,Bougainvillea,Nyctaginaceae,14,29
Cordia panamensis,Cordia,Cordiaceae,7,27
Capparis zeylanica,Capparis,Capparaceae,9,74
Nepenthes philippinensis,Nepenthes,Nepenthaceae,2,67
Goeppertia inocephala,Goeppertia,Marantaceae,5,21
Scaevola calendulacea,Scaevola,Goodeniaceae,6,67
Parinari campestris,Parinari,Chrysobalanaceae,4,24
Utricularia chrysantha,Utricularia,Lentibulariaceae,14,59
Potamogeton trichoides,Potamogeton,Potamogetonaceae,20,3392
Smilax glyciphylla,Smilax,Smilacaceae,11,78
Oxalis frutescens,Oxalis,Oxalidaceae,12,59
Camellia hiemalis,Camellia,Theaceae,4,23
Crocanthemum canadense,Crocanthemum,Cistaceae,11,154
Berberis stenophylla,Berberis,Berberidaceae,7,45
Carpinus tschonoskii,Carpinus,Betulaceae,25,2689
Lecythis zabucajo,Lecythis,Lecythidaceae,5,6
Magnolia macklottii,Magnolia,Magnoliaceae,5,94
Ouratea hexasperma,Ouratea,Ochnaceae,4,26
Erythroxylum hypericifolium,Erythroxylum,Erythroxylaceae,3,728
Lindernia alsinoides,Lindernia,Linderniaceae,7,14
Viburnum furcatum,Viburnum,Viburnaceae,16,3331
Drypetes hoaensis,Drypetes,Putranjivaceae,5,9
Delosperma cooperi,Delosperma,Aizoaceae,13,25
Hydrangea kawagoeana,Hydrangea,Hydrangeaceae,7,58
Proserpinaca pectinata,Proserpinaca,Haloragaceae,9,23
Connarus africanus,Connarus,Connaraceae,4,10
Linum stelleroides,Linum,Linaceae,7,53
Celtis strychnoides,Celtis,Cannabaceae,19,38
Hydnocarpus pentandrus,Hydnocarpus,Achariaceae,3,4
Wurmbea dioica,Wurmbea,Colchicaceae,4,376
Cornus capitata,Cornus,Cornaceae,8,630
Rochefortia barloventensis,Rochefortia,Ehretiaceae,5,11
Fagonia indica,Fagonia,Zygophyllaceae,6,36
Buxus stenophylla,Buxus,Buxaceae,2,2
Blyxa echinosperma,Blyxa,Hydrocharitaceae,20,137
Helonias breviscapa,Helonias,Melanthiaceae,5,319
Drosera dilatatopetiolaris,Drosera,Droseraceae,6,30
Kandelia candel,Kandelia,Rhizophoraceae,12,83
Leptolaena arenaria,Leptolaena,Sarcolaenaceae,1,128
Claytonia washingtoniana,Claytonia,Montiaceae,6,16
Gilia angelensis,Gilia,Polemoniaceae,4,123
Pyrenacantha rakotozafyi,Pyrenacantha,Icacinaceae,2,7
Polyosma subalpina,Polyosma,Escalloniaceae,1,37
Sagittaria platyphylla,Sagittaria,Alismataceae,9,75
Grisollea crassifolia,Grisollea,Stemonuraceae,2,58
Erythranthe tenella,Erythranthe,Phrymaceae,5,27
Aphelia pumilio,Aphelia,Restionaceae,5,158
Soulamea tomentosa,Soulamea,Simaroubaceae,2,36
Xyris bancana,Xyris,Xyridaceae,3,21
Ribes hudsonianum,Ribes,Grossulariaceae,5,6
Forstera tenella,Forstera,Stylidiaceae,3,1657
Gymnosiphon marieae,Gymnosiphon,Burmanniaceae,2,4
Casuarina oligodon,Casuarina,Casuarinaceae,2,79
Iltisiella tenuis,Iltisiella,Cleomaceae,3,13
Nothofagus starkenborghiorum,Nothofagus,Nothofagaceae,2,17
Zygogynum bicolor,Zygogynum,Winteraceae,1,33
Dicoryphe stipulacea,Dicoryphe,Hamamelidaceae,2,404
Heliconia bourgaeana,Heliconia,Heliconiaceae,3,20
Barclaya motleyi,Barclaya,Nymphaeaceae,5,48
Austrobuxus brevipes,Austrobuxus,Picrodendraceae,1,79
Costus lima,Costus,Costaceae,3,6
Phacelia linearis,Phacelia,Hydrophyllaceae,3,7
Musa campestris,Musa,Musaceae,1,96
Portulaca tuberosa,Portulaca,Portulacaceae,4,5
Sabia transarisanensis,Sabia,Sabiaceae,1,164
Myoschilos oblongum,Myoschilos,Santalaceae,3,3
Amphorogyne spicata,Amphorogyne,Amphorogynaceae,1,24
Engelhardtia rigida,Engelhardtia,Juglandaceae,3,43
Dichapetalum bojeri,Dichapetalum,Dichapetalaceae,1,182
Styrax odoratissimus,Styrax,Styracaceae,2,3
Purdiaea microphylla,Purdiaea,Clethraceae,1,11
Kadsura oblongifolia,Kadsura,Schisandraceae,2,16
Zelkova schneideriana,Zelkova,Ulmaceae,2,2
Typha capensis,Typha,Typhaceae,5,13
Pauridia capensis,Pauridia,Hypoxidaceae,1,10
Ascarina solmsiana,Ascarina,Chloranthaceae,1,52
Elaeagnus rotundata,Elaeagnus,Elaeagnaceae,2,37
Myrica holdrigeana,Myrica,Myricaceae,1,10
Quintinia pachyphylla,Quintinia,Paracryphiaceae,1,13
Astelia graminea,Astelia,Asteliaceae,1,174
Marcgravia polyantha,Marcgravia,Marcgraviaceae,1,7
Illigera elegans,Illigera,Hernandiaceae,1,4
Aponogeton angustifolius,Aponogeton,Aponogetonaceae,1,1
Anisophyllea sororia,Anisophyllea,Anisophylleaceae,1,2
Mentzelia lindheimeri,Mentzelia,Loasaceae,1,2
Nymphoides triangularis,Nymphoides,Menyanthaceae,1,5
Paramollugo deltoidea,Paramollugo,Molluginaceae,1,3
Sesamum prostratum,Sesamum,Pedaliaceae,1,4
Pera microcarpa,Pera,Peraceae,1,4
Thesium tenuissimum,Thesium,Thesiaceae,1,3
Turnera triglandulosa,Turnera,Turneraceae,1,3
Citronella philippinensis,Citronella,Cardiopteridaceae,1,2
Rafflesia lawangensis,Rafflesia,Rafflesiaceae,1,1
Turpinia indochinensis,Turpinia,Staphyleaceae,1,2
Xerophyta viscosa,Xerophyta,Velloziaceae,1,2
Balanophora latisepala,Balanophora,Balanophoraceae,1,1
Olax pseudoleioides,Olax,Olacaceae,1,1
Ercilla spicata,Ercilla,Phytolaccaceae,1,1
Sciaphila consimilis,Sciaphila,Triuridaceae,1,1
Tricolpites reticulata,Tricolpites,Gunneraceae,1,1
Mastixia octandra,Mastixia,Nyssaceae,1,1
Reseda complicata,Reseda,Resedaceae,1,1
Zostera polychlamys,Zostera,Zosteraceae,1,1
Ophrys apifera,Ophrys,Orchidaceae,80,48276
Mycelis muralis,Mycelis,Asteraceae,370,65306
Randia aculeata,Randia,Rubiaceae,95,1798
Vicia villosa,Vicia,Fabaceae,238,6483
Puccinellia distans,Puccinellia,Poaceae,437,31831
Fimbristylis cymosa,Fimbristylis,Cyperaceae,275,1927
Metrosideros collina,Metrosideros,Myrtaceae,40,719
Euphorbia tithymaloides,Euphorbia,Euphorbiaceae,116,582
Alchemilla glabra,Alchemilla,Rosaceae,213,52878
Cryptostegia grandiflora,Cryptostegia,Apocynaceae,61,760
Marrubium vulgare,Marrubium,Lamiaceae,160,7282
Memecylon ovatum,Memecylon,Melastomataceae,14,36
Malva multiflora,Malva,Malvaceae,108,4437
Cassiope tetragona,Cassiope,Ericaceae,103,2673
Manicaria saccifera,Manicaria,Arecaceae,28,222
Sanchezia oblonga,Sanchezia,Acanthaceae,39,429
Cinnamomum iners,Cinnamomum,Lauraceae,20,476
Primula cuneifolia,Primula,Primulaceae,62,676
Kohleria hirsuta,Kohleria,Gesneriaceae,7,19
Phyllanthus emblica,Phyllanthus,Phyllanthaceae,37,306
Alocasia cucullata,Alocasia,Araceae,48,331
Ranunculus pygmaeus,Ranunculus,Ranunculaceae,120,1767
Miliusa horsfieldii,Miliusa,Annonaceae,15,164
Raphanus sativus,Raphanus,Brassicaceae,190,4199
Litchi chinensis,Litchi,Sapindaceae,36,377
Tetradium glabrifolium,Tetradium,Rutaceae,35,1167
Stellaria crassifolia,Stellaria,Caryophyllaceae,226,1553
Scandix pecten-veneris,Scandix,Apiaceae,121,10049
Pilea cadierei,Pilea,Urticaceae,36,173
Salix triandra,Salix,Salicaceae,63,10179
Antiaris toxicaria,Antiaris,Moraceae,53,500
Piper celtidiforme,Piper,Piperaceae,19,205
Russelia equisetiformis,Russelia,Plantaginaceae,145,996
Hedera canariensis,Hedera,Araliaceae,24,782
Solanum seaforthianum,Solanum,Solanaceae,71,738
Alpinia novae-pommeraniae,Alpinia,Zingiberaceae,12,35
Scilla luciliae,Scilla,Asparagaceae,79,1292
Synsepalum dulcificum,Synsepalum,Sapotaceae,14,37
Begonia integrifolia,Begonia,Begoniaceae,6,10
Atriplex longipes,Atriplex,Amaranthaceae,95,1874
Decalobanthus peltatus,Decalobanthus,Convolvulaceae,81,817
Pandanus furcatus,Pandanus,Pandanaceae,7,16
Campanula dasyantha,Campanula,Campanulaceae,33,388
Quercus phillyreoides,Quercus,Fagaceae,21,472
Rumex maritimus,Rumex,Polygonaceae,97,8332
Celastrus punctatus,Celastrus,Celastraceae,20,382
Hakea teretifolia,Hakea,Proteaceae,10,581
Melampyrum cristatum,Melampyrum,Orobanchaceae,71,4397
Gouania polygama,Gouania,Rhamnaceae,20,305
Elaeocarpus submonoceras,Elaeocarpus,Elaeocarpaceae,8,98
Lappula squarrosa,Lappula,Boraginaceae,57,1039
Aglaia argentea,Aglaia,Meliaceae,21,403
Fraxinus pennsylvanica,Fraxinus,Oleaceae,25,45022
Diospyros macrophylla,Diospyros,Ebenaceae,8,115
Petrosedum sediforme,Petrosedum,Crassulaceae,49,1242
Comastoma tenellum,Comastoma,Gentianaceae,28,526
Comocladia dodonaea,Comocladia,Anacardiaceae,25,658
Cissus nodosa,Cissus,Vitaceae,24,115
Rinorea bengalensis,Rinorea,Violaceae,32,301
Vatica venulosa,Vatica,Dipterocarpaceae,8,92
