accepted_species,genus,family,n_islands,n_records
Hydrangea arguta,Hydrangea,Hydrangeaceae,6,551
Myriophyllum muelleri,Myriophyllum,Haloragaceae,8,96
Rourea orientalis,Rourea,Connaraceae,3,251
Linum narbonense,Linum,Linaceae,6,10
Aphananthe cuspidata,Aphananthe,Cannabaceae,13,104
Hydnocarpus kunstleri,Hydnocarpus,Achariaceae,2,68
Colchicum corsicum,Colchicum,Colchicaceae,3,447
Alangium premnifolium,Alangium,Cornaceae,8,76
Tiquilia paronychioides,Tiquilia,Ehretiaceae,4,4
Tetraena gaetula,Tetraena,Zygophyllaceae,5,39
Buxus monticola,Buxus,Buxaceae,1,68
Blyxa japonica,Blyxa,Hydrocharitaceae,16,185
Helonias umbellata,Helonias,Melanthiaceae,4,921
Aldrovanda vesiculosa,Aldrovanda,Droseraceae,5,69
Bruguiera rhynchopetala,Bruguiera,Rhizophoraceae,5,25
Xyloolaena sambiranensis,Xyloolaena,Sarcolaenaceae,1,118
Rumicastrum spergularinum,Rumicastrum,Montiaceae,5,9
Phlox richardsonii,Phlox,Polemoniaceae,4,36
Iodes yatesii,Iodes,Icacinaceae,2,3
Polyosma forbesii,Polyosma,Escalloniaceae,1,27
Alisma subcordatum,Alisma,Alismataceae,8,37
Codiocarpus merrittii,Codiocarpus,Stemonuraceae,2,21
Glossostigma diandrum,Glossostigma,Phrymaceae,4,473
Coleocarya gracilis,Coleocarya,Restionaceae,5,72
Castela polyandra,Castela,Simaroubaceae,2,7
Xyris neocaledonica,Xyris,Xyridaceae,2,94
Ribes malvaceum,Ribes,Grossulariaceae,3,64
Stylidium adnatum,Stylidium,Stylidiaceae,3,7
Thismia ornata,Thismia,Burmanniaceae,1,33
Allocasuarina huegeliana,Allocasuarina,Casuarinaceae,2,34
Rorida droserifolia,Rorida,Cleomaceae,3,6
Nothofagus rubra,Nothofagus,Nothofagaceae,1,135
Zygogynum schlechteri,Zygogynum,Winteraceae,1,27
Distylium stellare,Distylium,Hamamelidaceae,2,46
Heliconia lanata,Heliconia,Heliconiaceae,3,8
Nymphaea daubenyana,Nymphaea,Nymphaeaceae,5,6
Austrobuxus ellipticus,Austrobuxus,Picrodendraceae,1,52
Tapeinochilos dahlii,Tapeinochilos,Costaceae,2,12
Phacelia lyonii,Phacelia,Hydrophyllaceae,2,149
Musa ingens,Musa,Musaceae,1,30
Portulaca filifolia,Portulaca,Portulacaceae,3,5
Meliosma nesites,Meliosma,Sabiaceae,1,33
Santalum macgregorii,Santalum,Santalaceae,2,99
