source_name,local_candidate_accepted_species,master_family,source_providers
Abies borisii,Abies borisii,Pinaceae,goodwillie_2005
Abutilon bedfordianum,Abutilon bedfordianum,Malvaceae,razanajatovo_2016
Acacia anfractuosa,Acacia anfractuosa,Fabaceae,meyer_2026
Acacia carneorum,Acacia carneorum,Fabaceae,meyer_2026
Acacia harpophylla,Acacia harpophylla,Fabaceae,meyer_2026
Acacia sciophanes,Acacia sciophanes,Fabaceae,meyer_2026
Acacia spondylophylla,Acacia spondylophylla,Fabaceae,meyer_2026
Acalypha mexicana,Acalypha mexicana,Euphorbiaceae,meyer_2026
Acanthorrhinum ramosissimum,Acanthorrhinum ramosissimum,Plantaginaceae,ferrer_2024
Acer pictum,Acer pictum,Araliaceae,ferrer_2024
Acianthera limae,Acianthera limae,Orchidaceae,ferrer_2024
Acianthera modestissima,Acianthera modestissima,Orchidaceae,ferrer_2024
Acianthera prolifera,Acianthera prolifera,Orchidaceae,ferrer_2024
Acianthera saurocephala,Acianthera saurocephala,Orchidaceae,ferrer_2024
Aconitum columbianum,Aconitum columbianum,Ranunculaceae,ferrer_2024
Aconitum heterophyllum,Aconitum heterophyllum,Ranunculaceae,razanajatovo_2016
Acradenia euodiiformis,Acradenia euodiiformis,Rutaceae,ferrer_2024
Actaea arizonica,Actaea arizonica,Ranunculaceae,ferrer_2024
Adelobotrys rachidotrichia,Adelobotrys rachidotrichia,Melastomataceae,ferrer_2024
Adesmia aurantiaca,Adesmia aurantiaca,Fabaceae,ferrer_2024|meyer_2026
Adesmia burkartii,Adesmia burkartii,Fabaceae,ferrer_2024|meyer_2026
Adesmia latifolia,Adesmia latifolia,Fabaceae,ferrer_2024
Adesmia parvifolia,Adesmia parvifolia,Fabaceae,ferrer_2024
Adesmia suffocata,Adesmia suffocata,Fabaceae,ferrer_2024|meyer_2026
Adesmia villosa,Adesmia villosa,Fabaceae,ferrer_2024|meyer_2026
Aechmea tuitensis,Aechmea tuitensis,Bromeliaceae,meyer_2026
Aechmea van-houtteana,Aechmea van-houtteana,Bromeliaceae,razanajatovo_2016
Aechmea winkleri,Aechmea winkleri,Bromeliaceae,meyer_2026
Aeschynomene afraspera,Aeschynomene afraspera,Fabaceae,meyer_2026
Aeschynomene deamii,Aeschynomene deamii,Fabaceae,meyer_2026
Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,meyer_2026
Aeschynomene fascicularis,Aeschynomene fascicularis,Fabaceae,meyer_2026
Aeschynomene fluitans,Aeschynomene fluitans,Fabaceae,meyer_2026
Aeschynomene foliolosa,Aeschynomene foliolosa,Fabaceae,meyer_2026
Aeschynomene mollicula,Aeschynomene mollicula,Fabaceae,meyer_2026
Aeschynomene montevidensis,Aeschynomene montevidensis,Fabaceae,meyer_2026
Aeschynomene riedeliana,Aeschynomene riedeliana,Fabaceae,meyer_2026
Aeschynomene viscidula,Aeschynomene viscidula,Fabaceae,meyer_2026
Aesculus californica,Aesculus californica,Sapindaceae,ferrer_2024
Afzelia africana,Afzelia africana,Fabaceae,meyer_2026
Agalinis acuta,Agalinis acuta,Orobanchaceae,ferrer_2024
Agarista hispidula,Agarista hispidula,Ericaceae,meyer_2026
Agave ghiesbreghtii,Agave ghiesbreghtii,Asparagaceae,ferrer_2024
Agave lechuguilla,Agave lechuguilla,Asparagaceae,ferrer_2024
Agave polianthiflora,Agave polianthiflora,Asparagaceae,ferrer_2024
Agave schottii,Agave schottii,Asparagaceae,ferrer_2024
Agave striata,Agave striata,Asparagaceae,ferrer_2024
Agave tequilana,Agave tequilana,Asparagaceae,ferrer_2024
Agelanthus djurensis,Agelanthus djurensis,Loranthaceae,razanajatovo_2016
Aibes amabilis,Aibes amabilis,Pinaceae,goodwillie_2005
Albuca fibrotunicata,Albuca fibrotunicata,Asparagaceae,ferrer_2024
Albuca scabromarginata,Albuca scabromarginata,Asparagaceae,ferrer_2024
Albuca sudanica,Albuca sudanica,Asparagaceae,ferrer_2024
Aliciella leptomeria,Aliciella leptomeria,Polemoniaceae,ferrer_2024
Allium stellatum,Allium stellatum,Amaryllidaceae,ferrer_2024
Allophyllum divaricatum,Allophyllum divaricatum,Polemoniaceae,ferrer_2024
Allophyllum integrifolium,Allophyllum integrifolium,Polemoniaceae,ferrer_2024
Aloe macra,Aloe macra,Xanthorrhoeaceae,razanajatovo_2016
Aloe mayottensis,Aloe mayottensis,Xanthorrhoeaceae,razanajatovo_2016
Aloe tenuior,Aloe tenuior,Asphodelaceae,ferrer_2024
Aloe vryheidensis,Aloe vryheidensis,Asphodelaceae,meyer_2026
Alophia veracruzana,Alophia veracruzana,Iridaceae,ferrer_2024
Alsinidendron viscosum,Alsinidendron viscosum,Caryophyllaceae,goodwillie_2005
Alstroemeria foliosa,Alstroemeria foliosa,Alstroemeriaceae,meyer_2026
Alysicarpus ferrugineus,Alysicarpus ferrugineus,Fabaceae,meyer_2026
Alysicarpus longifolius,Alysicarpus longifolius,Fabaceae,meyer_2026
Alysicarpus pubescens,Alysicarpus pubescens,Fabaceae,meyer_2026
Alysicarpus quartinianus,Alysicarpus quartinianus,Fabaceae,meyer_2026
Alysicarpus roxburghianus,Alysicarpus roxburghianus,Fabaceae,ferrer_2024
Alysicarpus scariosus,Alysicarpus scariosus,Fabaceae,meyer_2026
Alysicarpus zeyheri,Alysicarpus zeyheri,Fabaceae,meyer_2026
Ameroglossum manoel-felixii,Ameroglossum manoel-felixii,Scrophulariaceae,meyer_2026
Amorpha canescens,Amorpha canescens,Fabaceae,meyer_2026
Amphicarpum amphicarpon,Amphicarpum amphicarpon,Poaceae,ferrer_2024|meyer_2026
Amsinckia douglasiana,Amsinckia douglasiana,Boraginaceae,ferrer_2024|meyer_2026
Amsinckia lunaris,Amsinckia lunaris,Boraginaceae,ferrer_2024|meyer_2026
Amsinckia vernicosa,Amsinckia vernicosa,Boraginaceae,meyer_2026
Amyema linophylla,Amyema linophylla,Loranthaceae,ferrer_2024
Anacardium humile,Anacardium humile,Anacardiaceae,meyer_2026
Anagallis monelli,Anagallis monelli,Primulaceae,ferrer_2024|razanajatovo_2016
Anathallis sclerophylla,Anathallis sclerophylla,Orchidaceae,ferrer_2024|razanajatovo_2016
Ancistrachne maidenii,Ancistrachne maidenii,Poaceae,meyer_2026
Ancistrocladus korupensis,Ancistrocladus korupensis,Ancistrocladaceae,meyer_2026
Androcymbium albanense,Androcymbium albanense,Colchicaceae,ferrer_2024
Androcymbium austrocapense,Androcymbium austrocapense,Colchicaceae,ferrer_2024
Androcymbium capense,Androcymbium capense,Colchicaceae,ferrer_2024
Androcymbium cuspidatum,Androcymbium cuspidatum,Colchicaceae,ferrer_2024
Androcymbium dregei,Androcymbium dregei,Colchicaceae,ferrer_2024
Androcymbium henssenianum,Androcymbium henssenianum,Colchicaceae,ferrer_2024
Androcymbium huntleyi,Androcymbium huntleyi,Colchicaceae,ferrer_2024
Androcymbium irroratum,Androcymbium irroratum,Colchicaceae,ferrer_2024
Androcymbium poeltianum,Androcymbium poeltianum,Colchicaceae,ferrer_2024
Andropogon brachystachyus,Andropogon brachystachyus,Poaceae,ferrer_2024
Andropogon gerardii,Andropogon gerardii,Poaceae,ferrer_2024
Andropogon liebmannii,Andropogon liebmannii,Poaceae,ferrer_2024
Andropogon tracyi,Andropogon tracyi,Poaceae,ferrer_2024
Anemone baldensis,Anemone baldensis,Ranunculaceae,ferrer_2024
Anemone cylindrica,Anemone cylindrica,Ranunculaceae,ferrer_2024
Anemone patens,Anemone patens,Ranunculaceae,ferrer_2024|razanajatovo_2016
Anemone pulsatilla,Anemone pulsatilla,Ranunculaceae,razanajatovo_2016
Anemone trifolia,Anemone trifolia,Ranunculaceae,ferrer_2024
Angelica glauca,Angelica glauca,Apiaceae,meyer_2026
Anigozanthos flavidus,Anigozanthos flavidus,Commelinaceae,ferrer_2024
Annanas ananassoides,Annanas ananassoides,Bromeliaceae,ferrer_2024
Annanas bracteatus,Annanas bracteatus,Bromeliaceae,ferrer_2024
Annanas comusus,Annanas comusus,Bromeliaceae,ferrer_2024
Annanas saginarius,Annanas saginarius,Bromeliaceae,ferrer_2024
Anthocercis gracilis,Anthocercis gracilis,Solanaceae,ferrer_2024
Anthurium aureum,Anthurium aureum,Araceae,ferrer_2024
Anthurium caucanum,Anthurium caucanum,Araceae,meyer_2026
Anthurium chiriquense,Anthurium chiriquense,Araceae,ferrer_2024
Anthurium clarinervium,Anthurium clarinervium,Araceae,ferrer_2024
Anthurium concinnatum,Anthurium concinnatum,Araceae,ferrer_2024
Anthurium denudatum,Anthurium denudatum,Araceae,ferrer_2024
Anthurium durandii,Anthurium durandii,Araceae,ferrer_2024
Anthurium forgetii,Anthurium forgetii,Araceae,ferrer_2024
Anthurium gladiifolium,Anthurium gladiifolium,Araceae,ferrer_2024
Anthurium grande,Anthurium grande,Araceae,ferrer_2024
Anthurium gualeanum,Anthurium gualeanum,Araceae,ferrer_2024
Anthurium hacumense,Anthurium hacumense,Araceae,ferrer_2024
Anthurium hoffmannii,Anthurium hoffmannii,Araceae,ferrer_2024
Anthurium incurvatum,Anthurium incurvatum,Araceae,ferrer_2024
Anthurium lancifolium,Anthurium lancifolium,Araceae,ferrer_2024
Anthurium lindenianum,Anthurium lindenianum,Araceae,ferrer_2024
Anthurium longistamineum,Anthurium longistamineum,Araceae,ferrer_2024
Anthurium ovatifolium,Anthurium ovatifolium,Araceae,ferrer_2024
Anthurium pichinchae,Anthurium pichinchae,Araceae,ferrer_2024
Anthurium pittieri,Anthurium pittieri,Araceae,ferrer_2024
Anthurium protensum,Anthurium protensum,Araceae,ferrer_2024
Anthurium ramonense,Anthurium ramonense,Araceae,ferrer_2024
Anthurium ranchoanum,Anthurium ranchoanum,Araceae,ferrer_2024
Anthurium regale,Anthurium regale,Araceae,ferrer_2024
Anthurium roraimense,Anthurium roraimense,Araceae,ferrer_2024
Anthurium spectabile,Anthurium spectabile,Araceae,ferrer_2024
Anthurium splendidum,Anthurium splendidum,Araceae,ferrer_2024
Anthurium subhastatum,Anthurium subhastatum,Araceae,ferrer_2024
Anthurium subsignatum,Anthurium subsignatum,Araceae,ferrer_2024
Anthurium supianum,Anthurium supianum,Araceae,ferrer_2024
Anthurium trianae,Anthurium trianae,Araceae,ferrer_2024
Anthurium velutinum,Anthurium velutinum,Araceae,ferrer_2024
Anthurium wallisii,Anthurium wallisii,Araceae,ferrer_2024
Anthurium walujewii,Anthurium walujewii,Araceae,ferrer_2024
Anthurium wendlingeri,Anthurium wendlingeri,Araceae,ferrer_2024
Anthyllis lotoides,Anthyllis lotoides,Fabaceae,ferrer_2024
Antirrhinum australe,Antirrhinum australe,Plantaginaceae,meyer_2026
Antirrhinum graniticum,Antirrhinum graniticum,Plantaginaceae,meyer_2026
Antirrhinum grosii,Antirrhinum grosii,Plantaginaceae,meyer_2026
Antirrhinum meonanthum,Antirrhinum meonanthum,Plantaginaceae,meyer_2026
Antirrhinum molle,Antirrhinum molle,Plantaginaceae,ferrer_2024|meyer_2026
Antirrhinum pertegasii,Antirrhinum pertegasii,Plantaginaceae,meyer_2026
Antirrhinum pulverulentum,Antirrhinum pulverulentum,Plantaginaceae,meyer_2026
Aphanosperma sinaloensis,Aphanosperma sinaloensis,Acanthaceae,ferrer_2024
Aphanostephus riddellii,Aphanostephus riddellii,Asteraceae,ferrer_2024
Apocynum sibiricum,Apocynum sibiricum,Apocynaceae,ferrer_2024
Apodanthera undulata,Apodanthera undulata,Cucurbitaceae,ferrer_2024
Aquilegia elegantula,Aquilegia elegantula,Ranunculaceae,ferrer_2024
Aquilegia micrantha,Aquilegia micrantha,Ranunculaceae,ferrer_2024
Aquilegia pubescens,Aquilegia pubescens,Ranunculaceae,ferrer_2024
Aquilegia viscosa,Aquilegia viscosa,Ranunculaceae,goodwillie_2005|meyer_2026
Arabidopsis cebennensis,Arabidopsis cebennensis,Brassicaceae,ferrer_2024
Arabis caerulea,Arabis caerulea,Brassicaceae,ferrer_2024
Arachis appressipila,Arachis appressipila,Fabaceae,meyer_2026
Arachis archeri,Arachis archeri,Fabaceae,meyer_2026
Arachis batizocoi,Arachis batizocoi,Fabaceae,meyer_2026
Arachis burkartii,Arachis burkartii,Fabaceae,meyer_2026
Arachis cardenasii,Arachis cardenasii,Fabaceae,meyer_2026
Arachis correntina,Arachis correntina,Fabaceae,meyer_2026
Arachis dardani,Arachis dardani,Fabaceae,meyer_2026
Arachis decora,Arachis decora,Fabaceae,meyer_2026
Arachis gracilis,Arachis gracilis,Fabaceae,meyer_2026
Arachis hermannii,Arachis hermannii,Fabaceae,meyer_2026
Arachis hoehnei,Arachis hoehnei,Fabaceae,meyer_2026
Arachis kempff-mercadoi,Arachis kempff-mercadoi,Fabaceae,meyer_2026
Arachis kretschmeri,Arachis kretschmeri,Fabaceae,meyer_2026
Arachis magna,Arachis magna,Fabaceae,meyer_2026
Arachis major,Arachis major,Fabaceae,meyer_2026
Arachis palustris,Arachis palustris,Fabaceae,meyer_2026
Arachis paraguariensis,Arachis paraguariensis,Fabaceae,meyer_2026
Arachis prostrata,Arachis prostrata,Fabaceae,meyer_2026
Arachis pusilla,Arachis pusilla,Fabaceae,meyer_2026
Arachis triseminata,Arachis triseminata,Fabaceae,meyer_2026
Arachis valida,Arachis valida,Fabaceae,meyer_2026
Arachis villosa,Arachis villosa,Fabaceae,meyer_2026
Arachis williamsii,Arachis williamsii,Fabaceae,meyer_2026
Aralia hispida,Aralia hispida,Apiaceae,ferrer_2024
Arceuthobium apachecum,Arceuthobium apachecum,Santalaceae,meyer_2026
Arceuthobium blumeri,Arceuthobium blumeri,Santalaceae,meyer_2026
Arceuthobium cyanocarpum,Arceuthobium cyanocarpum,Santalaceae,meyer_2026
Ardisia escalloniodes,Ardisia escalloniodes,Myrsinaceae,goodwillie_2005
Ardisia glandulosomarginata,Ardisia glandulosomarginata,Primulaceae,ferrer_2024
Ardisia nigrescens,Ardisia nigrescens,Primulaceae,ferrer_2024
Ardisia wallichii,Ardisia wallichii,Primulaceae,ferrer_2024
Arenaria biflora,Arenaria biflora,Caryophyllaceae,ferrer_2024
Arenaria digyna,Arenaria digyna,Caryophyllaceae,ferrer_2024
Arenaria uniflora,Arenaria uniflora,Caryophyllaceae,ferrer_2024|razanajatovo_2016
Armeria bigerrensis,Armeria bigerrensis,Plumbaginaceae,ferrer_2024
Armeria colorata,Armeria colorata,Plumbaginaceae,ferrer_2024
Armeria filicaulis,Armeria filicaulis,Plumbaginaceae,ferrer_2024
Armeria pauana,Armeria pauana,Plumbaginaceae,ferrer_2024
Armeria ruscinonensis,Armeria ruscinonensis,Plumbaginaceae,ferrer_2024
Armeria salmantica,Armeria salmantica,Plumbaginaceae,ferrer_2024
Armeria simplex,Armeria simplex,Plumbaginaceae,ferrer_2024
Armeria transmontana,Armeria transmontana,Plumbaginaceae,ferrer_2024
Arrabidea triptinervia,Arrabidea triptinervia,Bignoniaceae,ferrer_2024
Asarum hartwegii,Asarum hartwegii,Aristolochiaceae,ferrer_2024
Asarum minus,Asarum minus,Aristolochiaceae,ferrer_2024
Asphodelus aestivus,Asphodelus aestivus,Xanthorrhoeaceae,razanajatovo_2016
Aspidosperma quebracho-blanco,Aspidosperma quebracho-blanco,Apocynaceae,ferrer_2024
Aster acuminatus,Aster acuminatus,Asteraceae,meyer_2026
Aster lucidulus,Aster lucidulus,Asteraceae,meyer_2026
Aster multiflorus,Aster multiflorus,Asteraceae,meyer_2026
Aster puniceus,Aster puniceus,Asteraceae,meyer_2026
Aster subulatus,Aster subulatus,Asteraceae,ferrer_2024
Aster tripolium,Aster tripolium,Asteraceae,ferrer_2024
Astragalus acutirostris,Astragalus acutirostris,Fabaceae,ferrer_2024
Astragalus agnicidus,Astragalus agnicidus,Fabaceae,ferrer_2024|meyer_2026
Astragalus americanus,Astragalus americanus,Fabaceae,meyer_2026
Astragalus ampullarioides,Astragalus ampullarioides,Fabaceae,ferrer_2024|meyer_2026
Astragalus argaeus,Astragalus argaeus,Fabaceae,meyer_2026
Astragalus brauntonii,Astragalus brauntonii,Fabaceae,ferrer_2024|meyer_2026
Astragalus breweri,Astragalus breweri,Fabaceae,ferrer_2024
Astragalus clarianus,Astragalus clarianus,Fabaceae,ferrer_2024
Astragalus cremnophylax,Astragalus cremnophylax,Fabaceae,ferrer_2024
Astragalus cymbicarpos,Astragalus cymbicarpos,Fabaceae,ferrer_2024|meyer_2026
Astragalus exscapus,Astragalus exscapus,Fabaceae,ferrer_2024|meyer_2026|razanajatovo_2016
Astragalus guttatus,Astragalus guttatus,Fabaceae,meyer_2026
Astragalus holmgreniorum,Astragalus holmgreniorum,Fabaceae,ferrer_2024|meyer_2026
Astragalus humillimus,Astragalus humillimus,Fabaceae,meyer_2026
Astragalus intercedens,Astragalus intercedens,Fabaceae,meyer_2026
Astragalus jaegerianus,Astragalus jaegerianus,Fabaceae,meyer_2026
Astragalus kentrophyta,Astragalus kentrophyta,Fabaceae,ferrer_2024
Astragalus monoensis,Astragalus monoensis,Fabaceae,meyer_2026
Astragalus montii,Astragalus montii,Fabaceae,ferrer_2024
Astragalus monumentalis,Astragalus monumentalis,Fabaceae,meyer_2026
Astragalus nitidiflorus,Astragalus nitidiflorus,Fabaceae,ferrer_2024|meyer_2026
Astragalus nothoxys,Astragalus nothoxys,Fabaceae,ferrer_2024
Astragalus nyensis,Astragalus nyensis,Fabaceae,ferrer_2024
Astragalus oxyglottis,Astragalus oxyglottis,Fabaceae,meyer_2026
Astragalus pauperculus,Astragalus pauperculus,Fabaceae,ferrer_2024
Astragalus peckii,Astragalus peckii,Fabaceae,ferrer_2024|meyer_2026
Astragalus schmalhausenii,Astragalus schmalhausenii,Fabaceae,meyer_2026
Astragalus tegetarioides,Astragalus tegetarioides,Fabaceae,meyer_2026
Astragalus tener,Astragalus tener,Fabaceae,ferrer_2024
Astragalus vexilliflexus,Astragalus vexilliflexus,Fabaceae,ferrer_2024
Astrebla elymoides,Astrebla elymoides,Poaceae,meyer_2026
Astrebla lappacea,Astrebla lappacea,Poaceae,meyer_2026
Astrebla pectinata,Astrebla pectinata,Poaceae,meyer_2026
Axinaea confusa,Axinaea confusa,Melastomataceae,meyer_2026
Axinaea costaricensis,Axinaea costaricensis,Melastomataceae,meyer_2026
Axinaea sclerophylla,Axinaea sclerophylla,Melastomataceae,meyer_2026
Babiana tubiflora,Babiana tubiflora,Iridaceae,ferrer_2024
Baccharis altimontana,Baccharis altimontana,Asteraceae,meyer_2026
Baccharis itatiaiae,Baccharis itatiaiae,Asteraceae,meyer_2026
Baccharis megapotamica,Baccharis megapotamica,Asteraceae,meyer_2026
Badiera caracasana,Badiera caracasana,Polygalaceae,ferrer_2024|razanajatovo_2016
Baldellia alpestris,Baldellia alpestris,Alismataceae,ferrer_2024
Ballota kaiseri,Ballota kaiseri,Lamiaceae,ferrer_2024
Ballota saxatilis,Ballota saxatilis,Lamiaceae,ferrer_2024
Ballota undulata,Ballota undulata,Lamiaceae,ferrer_2024
Banksia attenuata,Banksia attenuata,Proteaceae,meyer_2026
Banksia coccinea,Banksia coccinea,Proteaceae,ferrer_2024
Banksia oligantha,Banksia oligantha,Proteaceae,meyer_2026
Barbacenia gounelleana,Barbacenia gounelleana,Velloziaceae,meyer_2026
Bdallophytum oxylepis,Bdallophytum oxylepis,Cytinaceae,meyer_2026
Begonia dregei,Begonia dregei,Begoniaceae,ferrer_2024
Begonia gracilis,Begonia gracilis,Begoniaceae,ferrer_2024
Begonia herveyana,Begonia herveyana,Begoniaceae,meyer_2026
Begonia maxwelliana,Begonia maxwelliana,Begoniaceae,meyer_2026
Bejaria resinosa,Bejaria resinosa,Ericaceae,ferrer_2024
Bellevalia webbiana,Bellevalia webbiana,Asparagaceae,meyer_2026
Benthamiella nordenskjoldii,Benthamiella nordenskjoldii,Solanaceae,ferrer_2024|razanajatovo_2016
Berchemiella wilsonii,Berchemiella wilsonii,Rhamnaceae,meyer_2026
Bertolonia marmorata,Bertolonia marmorata,Melastomataceae,ferrer_2024
Bertya ingramii,Bertya ingramii,Euphorbiaceae,ferrer_2024
Besleria formosa,Besleria formosa,Gesneriaceae,ferrer_2024
Besleria princeps,Besleria princeps,Gesneriaceae,ferrer_2024
Besleria triflora,Besleria triflora,Gesneriaceae,ferrer_2024
Bidens longistyla,Bidens longistyla,Asteraceae,ferrer_2024
Blakea chlorantha,Blakea chlorantha,Melastomataceae,ferrer_2024
Blakea tuberculata,Blakea tuberculata,Melastomataceae,ferrer_2024
Blossfeldia liliputiana,Blossfeldia liliputiana,Cactaceae,ferrer_2024
Blumenbachia insignis,Blumenbachia insignis,Loasaceae,meyer_2026
Bobartia longicyma,Bobartia longicyma,Iridaceae,meyer_2026
Boechera lignifera,Boechera lignifera,Brassicaceae,ferrer_2024
Boechera retrofracta,Boechera retrofracta,Brassicaceae,meyer_2026
Boesenbergia longiflora,Boesenbergia longiflora,Zingiberaceae,ferrer_2024
Bolandra oregana,Bolandra oregana,Saxifragaceae,ferrer_2024
Bomarea multiflora,Bomarea multiflora,Amaryllidaceae,ferrer_2024
Bonplandia geminiflora,Bonplandia geminiflora,Polemoniaceae,ferrer_2024
Boswellia papyrifera,Boswellia papyrifera,Burseraceae,meyer_2026
Bothriochloa biloba,Bothriochloa biloba,Poaceae,meyer_2026
Bothriochloa longipaniculata,Bothriochloa longipaniculata,Poaceae,ferrer_2024
Boykinia intermedia,Boykinia intermedia,Saxifragaceae,ferrer_2024
Boykinia rotundifolia,Boykinia rotundifolia,Saxifragaceae,ferrer_2024
Brachypodium mexicanum,Brachypodium mexicanum,Poaceae,ferrer_2024
Brandisia hancei,Brandisia hancei,Orobanchaceae,meyer_2026
Buddleja brasiliensis,Buddleja brasiliensis,Loganiaceae,ferrer_2024
Buddleja forrestii,Buddleja forrestii,Loganiaceae,ferrer_2024
Buddleja japonica,Buddleja japonica,Loganiaceae,ferrer_2024
Buddleja macrostachya,Buddleja macrostachya,Scrophulariaceae,meyer_2026
Buddleja speciosissima,Buddleja speciosissima,Scrophulariaceae,meyer_2026
Buddleja stenostachya,Buddleja stenostachya,Loganiaceae,ferrer_2024
Bulbine vagans,Bulbine vagans,Asphodelaceae,meyer_2026
Bulbophyllum adiamantinum,Bulbophyllum adiamantinum,Orchidaceae,ferrer_2024
Bulbophyllum bidentatum,Bulbophyllum bidentatum,Orchidaceae,ferrer_2024
Bulbophyllum epiphytum,Bulbophyllum epiphytum,Orchidaceae,ferrer_2024
Bulbophyllum insectiferum,Bulbophyllum insectiferum,Orchidaceae,ferrer_2024
Bulbophyllum micranthum,Bulbophyllum micranthum,Orchidaceae,ferrer_2024
Bulbophyllum regnellii,Bulbophyllum regnellii,Orchidaceae,ferrer_2024
Bulbophyllum warmingianum,Bulbophyllum warmingianum,Orchidaceae,ferrer_2024
Bulnesia retamo,Bulnesia retamo,Zygophyllaceae,razanajatovo_2016
Burmeistera cyclostigmata,Burmeistera cyclostigmata,Campanulaceae,ferrer_2024
Burmeistera mycrophylla,Burmeistera mycrophylla,Campanulaceae,ferrer_2024
Burmeistera tenuifolia,Burmeistera tenuifolia,Campanulaceae,ferrer_2024
Byrsonima pachyphylla,Byrsonima pachyphylla,Malpighiaceae,meyer_2026
Caesalpinia caladenia,Caesalpinia caladenia,Fabaceae,ferrer_2024|razanajatovo_2016
Calamagrostis insperata,Calamagrostis insperata,Poaceae,razanajatovo_2016
Calathea ovandensis,Calathea ovandensis,Marantaceae,ferrer_2024
Calathea timothei,Calathea timothei,Marantaceae,ferrer_2024
Calceolaria arachnoidea,Calceolaria arachnoidea,Calceolariaceae,meyer_2026
Calceolaria lanigera,Calceolaria lanigera,Calceolariaceae,meyer_2026
Calceolaria polifolia,Calceolaria polifolia,Calceolariaceae,meyer_2026
Calligonum mongolicum,Calligonum mongolicum,Polygonaceae,meyer_2026
Callisia navicularis,Callisia navicularis,Commelinaceae,ferrer_2024
Callisthene major,Callisthene major,Vochysiaceae,ferrer_2024
Callitriche nuttallii,Callitriche nuttallii,Plantaginaceae,ferrer_2024
Calochortus leichtlinii,Calochortus leichtlinii,Liliaceae,ferrer_2024
Calochortus tiburonensis,Calochortus tiburonensis,Liliaceae,ferrer_2024
Calolisianthus pendulus,Calolisianthus pendulus,Gentianaceae,meyer_2026
Calydorea alba,Calydorea alba,Iridaceae,meyer_2026
Calyptochloa cylindrosperma,Calyptochloa cylindrosperma,Poaceae,meyer_2026
Calyptochloa gracillima,Calyptochloa gracillima,Poaceae,meyer_2026
Calyptochloa johnsoniana,Calyptochloa johnsoniana,Poaceae,meyer_2026
Camissonia benitensis,Camissonia benitensis,Onagraceae,meyer_2026
Camissonia campestris,Camissonia campestris,Onagraceae,meyer_2026
Camissonia kernensis,Camissonia kernensis,Onagraceae,meyer_2026
Camissonia tanacetifolia,Camissonia tanacetifolia,Onagraceae,ferrer_2024
Campanula afra,Campanula afra,Campanulaceae,ferrer_2024
Campanula barbata,Campanula barbata,Campanulaceae,meyer_2026
Campanula kremeri,Campanula kremeri,Campanulaceae,ferrer_2024
Campanula lusitanica,Campanula lusitanica,Campanulaceae,ferrer_2024
Campanula sabatia,Campanula sabatia,Campanulaceae,meyer_2026
Campanula thyrsoides,Campanula thyrsoides,Campanulaceae,meyer_2026
Campomanesia phaea,Campomanesia phaea,Myrtaceae,meyer_2026
Cantua pyrifolia,Cantua pyrifolia,Polemoniaceae,ferrer_2024
Capparis pittieri,Capparis pittieri,Capparaceae,ferrer_2024
Capsella occidentalis,Capsella occidentalis,Brassicaceae,ferrer_2024
Capsicum cardenasii,Capsicum cardenasii,Solanaceae,ferrer_2024
Capsicum eximium,Capsicum eximium,Solanaceae,ferrer_2024
Capsicum parvifolium,Capsicum parvifolium,Solanaceae,meyer_2026
Caragana korshinskii,Caragana korshinskii,Fabaceae,meyer_2026
Caragana pygmaea,Caragana pygmaea,Fabaceae,meyer_2026
Caragana spinosa,Caragana spinosa,Fabaceae,meyer_2026
Cardamine chenopodiifolia,Cardamine chenopodiifolia,Brassicaceae,meyer_2026
Carex angustata,Carex angustata,Cyperaceae,ferrer_2024
Carex firma,Carex firma,Cyperaceae,meyer_2026
Carex interrupta,Carex interrupta,Cyperaceae,ferrer_2024
Carex nudata,Carex nudata,Cyperaceae,ferrer_2024
Carex sempervirens,Carex sempervirens,Cyperaceae,meyer_2026
Carex viridula,Carex viridula,Cyperaceae,ferrer_2024
Carlowrightia hepalocarpa,Carlowrightia hepalocarpa,Acanthaceae,ferrer_2024
Carlowrightia parviflora,Carlowrightia parviflora,Acanthaceae,ferrer_2024
Carlowrightia pectinata,Carlowrightia pectinata,Acanthaceae,ferrer_2024
Carramboa badilloi,Carramboa badilloi,Asteraceae,meyer_2026
Carthamus flavescens,Carthamus flavescens,Asteraceae,ferrer_2024
Carthamus palaestinus,Carthamus palaestinus,Asteraceae,meyer_2026
Cavendishia complectens,Cavendishia complectens,Ericaceae,ferrer_2024
Centaurea amaena,Centaurea amaena,Asteraceae,meyer_2026
Centaurea borjae,Centaurea borjae,Asteraceae,meyer_2026
Centaurium martini,Centaurium martini,Gentianaceae,ferrer_2024
Centradenia paradoxa,Centradenia paradoxa,Melastomataceae,ferrer_2024
Centropogon solanifolius,Centropogon solanifolius,Campanulaceae,ferrer_2024
Centrosema arenicola,Centrosema arenicola,Fabaceae,meyer_2026
Centrosema bracteosum,Centrosema bracteosum,Fabaceae,meyer_2026
Centrosema grazielae,Centrosema grazielae,Fabaceae,meyer_2026
Centrosema rotundifolium,Centrosema rotundifolium,Fabaceae,meyer_2026
Centrosema tetragonolobum,Centrosema tetragonolobum,Fabaceae,meyer_2026
Centrosema venosum,Centrosema venosum,Fabaceae,meyer_2026
Centrosema vexillatum,Centrosema vexillatum,Fabaceae,meyer_2026
