stratum,context,colour,support_tier,threshold,model,status,n_unique_islands,n_clusters,median_trials,distance_estimate,distance_se,distance_p,selfing_core_estimate,selfing_core_se,selfing_core_p,distance_q
all_observed,northern_midlatitude,blue_purple,pilot,30,conditional_selfing,fit,1950,85,150.5,-0.00613001988173225,0.010667084431045493,0.565516626587691,-0.011260194012887775,0.02257005109137245,0.6178499737888838,0.565516626587691
all_observed,northern_midlatitude,green_brown_inconspicuous,confirmatory,50,unconditional,fit,2147,85,120.0,0.019881057788399173,0.016036431649151407,0.21507037693057518,,,,0.35845062821762524
all_observed,northern_midlatitude,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,1950,85,150.5,0.017462282397497843,0.015581710346445853,0.26241941862740314,0.04134831225434368,0.026389213776236695,0.1171464556108229,0.4284750126851969
all_observed,northern_midlatitude,green_brown_inconspicuous,pilot,30,unconditional,fit,2147,85,120.0,0.019881057788399173,0.016036431649151407,0.21507037693057518,,,,0.35845062821762524
all_observed,northern_midlatitude,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,1950,85,150.5,0.017462282397497843,0.015581710346445853,0.26241941862740314,0.04134831225434368,0.026389213776236695,0.1171464556108229,0.4284750126851969
all_observed,northern_high_latitude,white,confirmatory,50,unconditional,fit,399,63,21.0,0.056864502679045845,0.029172171769463375,0.05126292980350201,,,,0.25631464901751005
all_observed,northern_high_latitude,white,confirmatory,50,conditional_selfing,fit,335,60,34.0,0.038723437240507586,0.02326773611002061,0.0960615576320237,0.10605043356011436,0.03661352457979912,0.003773716775623188,0.24015389408005927
all_observed,northern_high_latitude,white,pilot,30,unconditional,fit,399,63,21.0,0.056864502679045845,0.029172171769463375,0.05126292980350201,,,,0.25631464901751005
all_observed,northern_high_latitude,white,pilot,30,conditional_selfing,fit,335,60,34.0,0.038723437240507586,0.02326773611002061,0.0960615576320237,0.10605043356011436,0.03661352457979912,0.003773716775623188,0.24015389408005927
all_observed,northern_high_latitude,red_pink,confirmatory,50,unconditional,fit,399,63,21.0,0.019200524725888624,0.01663491149558883,0.2484056194211797,,,,0.41400936570196617
all_observed,northern_high_latitude,red_pink,confirmatory,50,conditional_selfing,fit,335,60,34.0,0.027512754126912897,0.014575114020368433,0.059072582896292934,-0.0790876409165926,0.03739425013023487,0.034432678164336754,0.24015389408005927
all_observed,northern_high_latitude,red_pink,pilot,30,unconditional,fit,399,63,21.0,0.019200524725888624,0.01663491149558883,0.2484056194211797,,,,0.41400936570196617
all_observed,northern_high_latitude,red_pink,pilot,30,conditional_selfing,fit,335,60,34.0,0.027512754126912897,0.014575114020368433,0.059072582896292934,-0.0790876409165926,0.03739425013023487,0.034432678164336754,0.24015389408005927
all_observed,northern_high_latitude,yellow_orange,confirmatory,50,unconditional,fit,399,63,21.0,-0.028513564959283755,0.024378251916376378,0.24214940083804676,,,,0.41400936570196617
all_observed,northern_high_latitude,yellow_orange,confirmatory,50,conditional_selfing,fit,335,60,34.0,-0.0030999049343034546,0.019617127210573775,0.8744407782035185,-0.1748392035194356,0.0433879594171146,5.585496263904035e-05,0.8744407782035186
all_observed,northern_high_latitude,yellow_orange,pilot,30,unconditional,fit,399,63,21.0,-0.028513564959283755,0.024378251916376378,0.24214940083804676,,,,0.41400936570196617
all_observed,northern_high_latitude,yellow_orange,pilot,30,conditional_selfing,fit,335,60,34.0,-0.0030999049343034546,0.019617127210573775,0.8744407782035185,-0.1748392035194356,0.0433879594171146,5.585496263904035e-05,0.8744407782035186
all_observed,northern_high_latitude,blue_purple,confirmatory,50,unconditional,fit,399,63,21.0,0.010817933078421271,0.013994736397831633,0.43952230270637754,,,,0.549402878382972
all_observed,northern_high_latitude,blue_purple,confirmatory,50,conditional_selfing,fit,335,60,34.0,0.0022297814626504042,0.012856922561393222,0.8623131167293094,0.05516390215832212,0.0228223401426959,0.015644673599519026,0.8744407782035186
all_observed,northern_high_latitude,blue_purple,pilot,30,unconditional,fit,399,63,21.0,0.010817933078421271,0.013994736397831633,0.43952230270637754,,,,0.549402878382972
all_observed,northern_high_latitude,blue_purple,pilot,30,conditional_selfing,fit,335,60,34.0,0.0022297814626504042,0.012856922561393222,0.8623131167293094,0.05516390215832212,0.0228223401426959,0.015644673599519026,0.8744407782035186
all_observed,northern_high_latitude,green_brown_inconspicuous,confirmatory,50,unconditional,fit,399,63,21.0,0.012749630085820703,0.023203484487829308,0.5826826080546431,,,,0.5826826080546431
all_observed,northern_high_latitude,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,335,60,34.0,0.02261889047859733,0.019285046772964984,0.24084715821719638,-0.08643884988170941,0.0479312140915361,0.07132640516563228,0.4014119303619939
all_observed,northern_high_latitude,green_brown_inconspicuous,pilot,30,unconditional,fit,399,63,21.0,0.012749630085820703,0.023203484487829308,0.5826826080546431,,,,0.5826826080546431
all_observed,northern_high_latitude,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,335,60,34.0,0.02261889047859733,0.019285046772964984,0.24084715821719638,-0.08643884988170941,0.0479312140915361,0.07132640516563228,0.4014119303619939
all_observed,tropical,white,confirmatory,50,unconditional,fit,1465,110,22.0,0.020538941797673266,0.015306649745788494,0.1796506995288001,,,,0.36113518711337445
all_observed,tropical,white,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.01912374504070276,0.016128533941405825,0.23573730792708583,-0.007655976440871438,0.021990874713315837,0.7277325416493826,0.2946716349088573
all_observed,tropical,white,pilot,30,unconditional,fit,1465,110,22.0,0.020538941797673266,0.015306649745788494,0.1796506995288001,,,,0.36113518711337445
all_observed,tropical,white,pilot,30,conditional_selfing,fit,1039,104,52.0,0.01912374504070276,0.016128533941405825,0.23573730792708583,-0.007655976440871438,0.021990874713315837,0.7277325416493826,0.2946716349088573
all_observed,tropical,red_pink,confirmatory,50,unconditional,fit,1465,110,22.0,0.025534201738640627,0.021226123819786415,0.22899136547618265,,,,0.36113518711337445
all_observed,tropical,red_pink,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.03984322204021404,0.022750991919232865,0.07989871332752323,-0.07782772904759117,0.02239397273276816,0.0005101162322707702,0.13316452221253872
all_observed,tropical,red_pink,pilot,30,unconditional,fit,1465,110,22.0,0.025534201738640627,0.021226123819786415,0.22899136547618265,,,,0.36113518711337445
all_observed,tropical,red_pink,pilot,30,conditional_selfing,fit,1039,104,52.0,0.03984322204021404,0.022750991919232865,0.07989871332752323,-0.07782772904759117,0.02239397273276816,0.0005101162322707702,0.13316452221253872
all_observed,tropical,yellow_orange,confirmatory,50,unconditional,fit,1465,110,22.0,0.02135456518970341,0.020135940446822775,0.28890814969069956,,,,0.36113518711337445
all_observed,tropical,yellow_orange,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.04027144169680544,0.0180578168520128,0.025738216102306928,-0.09330246609769627,0.01802366988401567,2.258896310524597e-07,0.06434554025576732
all_observed,tropical,yellow_orange,pilot,30,unconditional,fit,1465,110,22.0,0.02135456518970341,0.020135940446822775,0.28890814969069956,,,,0.36113518711337445
all_observed,tropical,yellow_orange,pilot,30,conditional_selfing,fit,1039,104,52.0,0.04027144169680544,0.0180578168520128,0.025738216102306928,-0.09330246609769627,0.01802366988401567,2.258896310524597e-07,0.06434554025576732
all_observed,tropical,blue_purple,confirmatory,50,unconditional,fit,1465,110,22.0,0.012385049898875566,0.029029315116240278,0.6696419876634094,,,,0.6696419876634094
all_observed,tropical,blue_purple,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.025077526390332172,0.029687672940051132,0.39827179318127537,-0.0743945141260609,0.03561576424947344,0.03672495730277887,0.39827179318127537
all_observed,tropical,blue_purple,pilot,30,unconditional,fit,1465,110,22.0,0.012385049898875566,0.029029315116240278,0.6696419876634094,,,,0.6696419876634094
all_observed,tropical,blue_purple,pilot,30,conditional_selfing,fit,1039,104,52.0,0.025077526390332172,0.029687672940051132,0.39827179318127537,-0.0743945141260609,0.03561576424947344,0.03672495730277887,0.39827179318127537
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,1465,110,22.0,0.0544939608927818,0.014610765949981378,0.00019169814294158144,,,,0.0009584907147079072
all_observed,tropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,1039,104,52.0,0.04419684685905863,0.01400776242659707,0.0016040558942775045,0.06311451930401518,0.02013093984500365,0.001717370791345292,0.008020279471387523
all_observed,tropical,green_brown_inconspicuous,pilot,30,unconditional,fit,1465,110,22.0,0.0544939608927818,0.014610765949981378,0.00019169814294158144,,,,0.0009584907147079072
all_observed,tropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,1039,104,52.0,0.04419684685905863,0.01400776242659707,0.0016040558942775045,0.06311451930401518,0.02013093984500365,0.001717370791345292,0.008020279471387523
all_observed,southern_extratropical,white,confirmatory,50,unconditional,fit,279,40,27.0,0.05098856151914141,0.012954137671247591,8.28223265353725e-05,,,,0.0004141116326768625
all_observed,southern_extratropical,white,confirmatory,50,conditional_selfing,fit,236,38,49.0,0.05589442639039693,0.013918973169441204,5.9269505830899625e-05,-0.0530515709553947,0.030488515586584934,0.08185006937268066,0.00029634752915449813
all_observed,southern_extratropical,white,pilot,30,unconditional,fit,279,40,27.0,0.05098856151914141,0.012954137671247591,8.28223265353725e-05,,,,0.0004141116326768625
all_observed,southern_extratropical,white,pilot,30,conditional_selfing,fit,236,38,49.0,0.05589442639039693,0.013918973169441204,5.9269505830899625e-05,-0.0530515709553947,0.030488515586584934,0.08185006937268066,0.00029634752915449813
all_observed,southern_extratropical,red_pink,confirmatory,50,unconditional,fit,279,40,27.0,0.031071231674131866,0.027623078613500773,0.2606616291741813,,,,0.3258270364677266
all_observed,southern_extratropical,red_pink,confirmatory,50,conditional_selfing,fit,236,38,49.0,0.03431328971529679,0.027830223086513752,0.21759420257868536,-0.02056606325413779,0.04932392391777824,0.6767082597962937,0.35113185367410765
all_observed,southern_extratropical,red_pink,pilot,30,unconditional,fit,279,40,27.0,0.031071231674131866,0.027623078613500773,0.2606616291741813,,,,0.3258270364677266
all_observed,southern_extratropical,red_pink,pilot,30,conditional_selfing,fit,236,38,49.0,0.03431328971529679,0.027830223086513752,0.21759420257868536,-0.02056606325413779,0.04932392391777824,0.6767082597962937,0.35113185367410765
all_observed,southern_extratropical,yellow_orange,confirmatory,50,unconditional,fit,279,40,27.0,-0.03443924004298728,0.01596622541972736,0.031005216392685817,,,,0.07751304098171455
all_observed,southern_extratropical,yellow_orange,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.030002240681725634,0.015256501350135364,0.049238380393367746,-0.07505585786718477,0.037022079734405154,0.04262899300512102,0.12309595098341937
all_observed,southern_extratropical,yellow_orange,pilot,30,unconditional,fit,279,40,27.0,-0.03443924004298728,0.01596622541972736,0.031005216392685817,,,,0.07751304098171455
all_observed,southern_extratropical,yellow_orange,pilot,30,conditional_selfing,fit,236,38,49.0,-0.030002240681725634,0.015256501350135364,0.049238380393367746,-0.07505585786718477,0.037022079734405154,0.04262899300512102,0.12309595098341937
all_observed,southern_extratropical,blue_purple,confirmatory,50,unconditional,fit,279,40,27.0,-0.036719408439203266,0.03244443693655782,0.25773414984668275,,,,0.3258270364677266
all_observed,southern_extratropical,blue_purple,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.03616798420594247,0.0335420608162494,0.28090548293928613,-0.03247684433298603,0.06410054682331624,0.6123971095799605,0.35113185367410765
all_observed,southern_extratropical,blue_purple,pilot,30,unconditional,fit,279,40,27.0,-0.036719408439203266,0.03244443693655782,0.25773414984668275,,,,0.3258270364677266
all_observed,southern_extratropical,blue_purple,pilot,30,conditional_selfing,fit,236,38,49.0,-0.03616798420594247,0.0335420608162494,0.28090548293928613,-0.03247684433298603,0.06410054682331624,0.6123971095799605,0.35113185367410765
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,unconditional,fit,279,40,27.0,0.011206122460234752,0.02888112260041998,0.698009707434083,,,,0.698009707434083
all_observed,southern_extratropical,green_brown_inconspicuous,confirmatory,50,conditional_selfing,fit,236,38,49.0,-0.004960223253653195,0.03360189027240728,0.8826447322800495,0.19597892501446412,0.06535140268230241,0.002710024461923812,0.8826447322800494
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,unconditional,fit,279,40,27.0,0.011206122460234752,0.02888112260041998,0.698009707434083,,,,0.698009707434083
all_observed,southern_extratropical,green_brown_inconspicuous,pilot,30,conditional_selfing,fit,236,38,49.0,-0.004960223253653195,0.03360189027240728,0.8826447322800495,0.19597892501446412,0.06535140268230241,0.002710024461923812,0.8826447322800494
