source_scientific_name,source_family,raw_value,accepted_species,name_match_method,match_status,reason,gbif_match_type,gbif_status,gbif_confidence,gbif_usage_key,gbif_accepted_usage_key
Nicotiana simulans,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3799127,
Nicotiana solanifolia,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3799125,
Nicotiana wigandioides,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7411875,
Nierembergia veitchii,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3798266,
Noccaea violascens,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3045259,
Nolana acuminata,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3798239,
Nolana aticoana,Solanaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3798175,3797812
Nolana balsamiflua,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3798141,
Nolana ivaniana,Solanaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3797749,3797812
Nolana laxa,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3797714,
Nolana plicata,Solanaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3797431,3797812
Nolana rostrata,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,9119515,
Nolana rupicola,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3797345,
Nothofagus glauca,Nothofagaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2874969,
Notylia barkeri,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2850658,
Notylia longispicata,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2850668,
Notylia nemorosa,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2850653,
Notylia orbicularis,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2850670,
Notylia trisepala,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2850712,
Oenothera acutissima,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188872,
Oenothera albicaulis,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7732613,
Oenothera anomala,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3665571,
Oenothera argillicola,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188802,
Oenothera arida,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3665480,
Oenothera bahia-blancae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3665324,
Oenothera berlandieri,Onagraceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3188799,
Oenothera boquillensis,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664829,
Oenothera brachycarpa,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188910,
Oenothera calcicola,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664584,
Oenothera californica,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3188921,
Oenothera canescens,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188848,
Oenothera cinerea,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7161122,
Oenothera clelandii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188824,
Oenothera coloradensis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7161853,
Oenothera coronopifolia,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188919,
Oenothera deltoides,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188882,
Oenothera demareei,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3667177,
Oenothera elongata,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666850,
Oenothera engelmannii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188814,
Oenothera filipes,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666626,
Oenothera flava,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3188930,
Oenothera glaucifolia,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666072,
Oenothera hartwegii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6428151,
Oenothera havardii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188823,
Oenothera heterophylla,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3188804,
Oenothera hexandra,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7161433,
Oenothera linifolia,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188878,
Oenothera longissima,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188853,
Oenothera longituba,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664410,
Oenothera macrosceles,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664264,
Oenothera maysillesii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664131,
Oenothera mckelveyae,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664126,
Oenothera mendocinensis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3664088,
Oenothera multicaulis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3663746,
Oenothera nana,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3667766,
Oenothera neomexicana,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188922,
Oenothera nuda,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3667628,
Oenothera nuttallii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7744278,
Oenothera organensis,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,8166074,
Oenothera pallida,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188816,
Oenothera patriciae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3667109,
Oenothera picensis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7322734,
Oenothera primiveris,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188874,
Oenothera ravenii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7322600,
Oenothera rhombipetala,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3188826,
Oenothera sandiana,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3665614,
Oenothera stubbei,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664777,
Oenothera suffulta,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7161278,
Oenothera tarijensis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3664484,
Oenothera toumeyi,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189361,
Oenothera tubifera,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7733299,
Oenothera versicolor,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7914241,
Oenothera villaricae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3663779,
Oenothera wigginsii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3667764,
Oenothera xylocarpa,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3188846,
Olimarabidopsis cabulica,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3042455,
Onobrychis micrantha,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,8173784,
Onobrychis transcaucasica,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2972810,
Onobrychis vaginalis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2972679,
Onobrychis vassilczenkoi,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2972659,
Ophiopogon xylorrhizus,Asparagaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2774114,
Osmadenia tenella,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3101385,
Osteospermum microcarpum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3093596,
Oxalis blastorrhiza,Oxalidaceae,sc,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,96,7923357,
Oxalis callosa,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3626808,
Oxalis campicola,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3626713,
Oxalis ciliaris,Oxalidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7478569,
Oxalis gracilis,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3627482,
Oxalis kamiesbergensis,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,8337283,
Oxalis noctiflora,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7354462,
Oxalis oreophila,Oxalidaceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,2891642,
Oxalis tenella,Oxalidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8040519,
Oxalis xantha,Oxalidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3626547,
Oxytropis sericea,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8056047,
Pachyrhizus ahipa,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2974665,
Pachyrhizus panamensis,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2974682,
Packera insulae-regalis,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,9485645,
Paepalanthus itatiaiensis,Eriocaulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5286916,
Paepalanthus subtilis,Eriocaulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5286845,
Pappobolus hypargyreus,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3093659,
Pappobolus imbaburensis,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3093622,
Parthenium tomentosum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086795,
Pavonia varians,Malvaceae,sc,,unmatched,unmatched,reject_non_exact_match,NONE,,100,,
Paysonia auriculata,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3044407,
Paysonia densipila,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3044424,
Paysonia lescurii,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3044413,
Pectis cylindrica,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5405459,
Pectis pringlei,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5405486,
Pedicularis dunniana,Orobanchaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3724579,
Pedicularis siphonantha,Orobanchaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7333021,
Peltogyne chrysopis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3931882,
Penstemon barbatus,Plantaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3171570,
Penstemon bicolor,Plantaginaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3171498,
Penstemon degeneri,Plantaginaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3171400,
Penstemon deustus,Plantaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,7637634,
Penstemon neomexicanus,Plantaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3171596,
Penstemon pachyphyllus,Plantaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3171528,
Penstemon rostriflorus,Plantaginaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3171435,
Perezia megalantha,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5391377,
Persoonia hirsuta,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7966683,
Persoonia mollis,Proteaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7610386,
Persoonia pauciflora,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5636979,
Petunia altiplana,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803282,
Petunia bajeensis,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803229,
Petunia bonjardinensis,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803222,
Petunia exserta,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803157,
Petunia interior,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3803062,
Petunia mantiqueirensis,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802979,
Petunia occidentalis,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802927,
Petunia saxicola,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802791,
Petunia scheideana,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802774,
Petunia secreta,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3802769,
Phlomis olivieri,Lamiaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3886963,
Phlox cuspidata,Polemoniaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2927780,
Phymatidium delicatulum,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2806985,
Physalis coztomatl,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5581419,
Physalis pumila,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5341810,
Physaria bellii,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048898,
Physaria fendleri,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3049236,
Physaria filiformis,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3049220,
Physaria gordonii,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3049062,
Physaria ludoviciana,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048930,
Physaria obcordata,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3049170,
Physaria rollinsii,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3049098,
Phyteuma betonicifolium,Campanulaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3166780,
Phyteuma hemisphaericum,Campanulaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3166609,
Picris nuristanica,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3093341,
Pinguicula ionantha,Lentibulariaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5415068,
Pinguicula moranensis,Lentibulariaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7297919,
Pinguicula planifolia,Lentibulariaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5415067,
Piptadenia obliqua,Fabaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,2951790,7266127
Pitcairnia geyskesii,Bromeliaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5288135,
Pitcairnia heterophylla,Bromeliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5288518,
Pitcairnia recurvata,Bromeliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5288408,
Platanthera praeclara,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2798503,
Pleroma cleistoflorum,Melastomataceae,sc,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,93,7777553,
Pleroma hospitum,Melastomataceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5601440,
Polygala lewtonii,Polygalaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3191467,
Polygala pauciflora,Polygalaceae,sc,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,2417,
Polygonum jucundum,Polygonaceae,sc,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,6390748,
Polylepis incarum,Rosaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5598360,
Polylepis tomentella,Rosaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5370560,
Primula chungensis,Primulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5641777,
Primula halleri,Primulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,8312760,
Primula merrilliana,Primulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5640494,
Primula nivalis,Primulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8248378,
Primula oreodoxa,Primulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5641618,
Primula tibetica,Primulaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5641572,
Prockia flava,Salicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4261271,
Prosopis affinis,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5358534,
Prosopis alpataco,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5358517,
Prosopis torquata,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5358501,
Protea caffra,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7287625,
Protea cordata,Proteaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5638026,
Protea decurrens,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5637915,
Protea scabra,Proteaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7407500,
Protea sulphurea,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5636540,
Prunus scoparia,Rosaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3022108,
Pseudalcantarea viridiflora,Bromeliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,9552186,
Pseudomisopates rivas-martinezii,Scrophulariaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3725568,
Pseudopiptadenia leptostachya,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2952899,
Pterodon emarginatus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5342608,
Pterospermum kingtungense,Malvaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5792895,
Puya raimondii,Bromeliaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2696328,
Pyrus bourgaeana,Rosaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5362630,
Quercus gambelii,Fagaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,2878268,
Quidproquo confusum,Brassicaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3041016,3041015
Ranunculus alpestris,Ranunculaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7277610,
Ranunculus carpaticola,Ranunculaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3921917,3921858
Ranunculus cassubicifolius,Ranunculaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3921858,
Ranunculus notabilis,Ranunculaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3920832,
Rhabdothamnopsis sinensis,Gesneriaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3823001,
Rheum nobile,Polygonaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4037708,
Rheum webbianum,Polygonaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4928642,
Rhodanthemum catananche,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,8139978,
Rhodanthemum depressum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7649407,
Rhodanthemum maresii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,8408592,
Rhodanthemum redieri,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7821451,
Rhodiola dumulosa,Crassulaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7334408,
Rhododendron anthopogon,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7689788,
Rhododendron campylocarpum,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7327914,
Rhododendron cyanocarpum,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7877646,
Rhododendron lepidotum,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7328521,
Rhododendron longipedicellatum,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,9396695,
Rhododendron setosum,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4165262,
Rhododendron thomsonii,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7329014,
Rhododendron wightii,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4936733,
Rhodolirium montanum,Amaryllidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2854121,
Rhynchosia edulis,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5350706,
Rhynchosia macrocarpa,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5351018,
Rhynchosia yucatanensis,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5350844,
Ribes echinellum,Grossulariaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2986118,
Rodriguezia bahiensis,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5313608,
Rodriguezia granadensis,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5313664,
Roepera fuscata,Zygophyllaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3987030,
Roepera leptopetala,Zygophyllaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3986917,
Roepera pygmaea,Zygophyllaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3986797,
Roepera rogersii,Zygophyllaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3986776,
