source_scientific_name,source_family,raw_value,accepted_species,name_match_method,match_status,reason,gbif_match_type,gbif_status,gbif_confidence,gbif_usage_key,gbif_accepted_usage_key
Epilobium campestre,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3667152,
Epilobium cleistogamum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189130,
Epilobium cylindricum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666561,
Epilobium foliosum,Onagraceae,sc,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3189067,
Epilobium nevadense,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189178,
Epilobium nummulariifolium,Onagraceae,sc,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,95,3663811,
Epilobium obcordatum,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189125,
Epilobium pallidum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3189136,
Epilobium rigidum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3189133,
Epilobium septentrionale,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189165,
Epilobium subdentatum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3666245,
Epilobium suffruticosum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7975754,
Epimedium pubescens,Berberidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3982020,
Epipactis albensis,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5318941,
Epipactis bugacensis,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5318875,
Epipactis greuteri,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5319046,
Epipactis kleinii,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5318903,
Epipactis pontica,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5318891,
Eragrostis alveiformis,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4150636,
Eragrostis basedowii,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4149760,
Eragrostis hirticaulis,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4146342,
Eragrostis lacunaria,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,4145671,
Eragrostis longipedicellata,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4145088,
Eragrostis microcarpa,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4144398,
Eragrostis subtilis,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4140435,
Eragrostis triquetra,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4122578,
Eremosparton songoricum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2964864,
Eremothera boothii,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7161443,
Eremothera minor,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5545084,
Eremothera nevadensis,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5545083,
Eremothera refracta,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5545081,
Eremurus altaicus,Asphodelaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2778783,
Eriachne axillaris,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5677761,
Eriachne basalis,Poaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5677758,
Erica aristata,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5682925,
Erica brachialis,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5682624,
Erica corifolia,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5682142,
Erica hirtiflora,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5684769,
Erica imbricata,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5684687,
Erica nevillei,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5683897,
Erica plukenetii,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7657369,
Erica pulchella,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5683288,
Erica urna-viridis,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5682121,
Erigeron glabellus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3147000,
Erigeron kachinensis,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3147057,
Erigeron lemmonii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3147196,
Eriolarynx lorentzii,Solanaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3797279,
Eriophyllum ambiguum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130449,
Eriophyllum congdonii,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130479,
Eriophyllum multicaule,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130482,
Eriophyllum nubigenum,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3130447,
Eriophyllum pringlei,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130466,
Eriophyllum wallacei,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3130455,
Eriosema benthamianum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5349169,
Eriosema diffusum,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5349118,
Eriosema irwinii,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5348906,
Eriosyce chilensis,Cactaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7280315,
Eriosyce subgibbosa,Cactaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7280108,
Erucaria pinnata,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5377675,
Erucaria rostrata,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5377695,
Erucastrum abyssinicum,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5375552,
Erucastrum leucanthum,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5375528,
Erycina glossomystax,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5325442,
Erysimum baeticum,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048479,
Erysimum concinnum,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048101,
Erysimum incanum,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3048385,
Erysimum menziesii,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048483,
Erysimum occidentale,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048375,
Erysimum popovii,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3048630,
Erysimum teretifolium,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3048368,
Erythrina chiapasana,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5349664,
Erythrina leptorhiza,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5349653,
Erythrina mitis,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5349739,
Erythrina suberosa,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,5349546,
Espeletia batata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3105111,
Espeletia grandiflora,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3105059,
Espeletia lindenii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3122346,
Espeletia schultzii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3105097,
Espeletia semiglobulata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3105091,
Espeletiopsis angustifolia,Asteraceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,3139322,3139323
Esterhazya eitenorum,Orobanchaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3740935,
Eucalyptus argutifolia,Myrtaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3176938,
Eucalyptus rameliana,Myrtaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3176617,
Eucomis regia,Asparagaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,9628706,
Eupatorium purpureum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8311325,
Eurybia furcata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5396123,
Eutrema halophilum,Brassicaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5375242,
Exochaenium oliganthum,Gentianaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7362736,
Festuca pratensis,Poaceae,si,,unmatched,unmatched,reject_non_exact_match,HIGHERRANK,ACCEPTED,97,3073,
Flaveria anomala,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086831,
Flaveria campestris,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3086833,
Flaveria chlorifolia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086859,
Flaveria cronquistii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086855,
Flaveria mcdougallii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086860,
Flaveria oppositifolia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086874,
Flaveria palmeri,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086830,
Flaveria pringlei,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086832,
Flaveria pubescens,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086858,
Flaveria ramosissima,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086853,
Flaveria robusta,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086844,
Flaveria sonorensis,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086857,
Flaveria vaginata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3086871,
Fleischmannia purpusii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5399602,
Fontainea picrosperma,Euphorbiaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5377887,
Fuchsia andrei,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6029068,
Fuchsia bracelinae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6029025,
Fuchsia brevilobis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6029024,
Fuchsia decussata,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,6028959,
Fuchsia hartwegii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028903,
Fuchsia inflata,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028886,
Fuchsia insignis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,6028883,
Fuchsia jimenezii,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028871,
Fuchsia lycioides,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028843,
Fuchsia macrostigma,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7322218,
Fuchsia magdalenae,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028819,
Fuchsia nigricans,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,6028761,
Fuchsia obconica,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028759,
Fuchsia pachyrrhiza,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6028745,
Fuchsia parviflora,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,6029369,
Fuchsia pilaloensis,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,6029356,
Fuchsia vargasiana,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,6029239,
Fuchsia verrucosa,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7322746,
Galactia texana,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2984205,
Gaultheria serrata,Ericaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,8190809,
Gaylussacia amoena,Ericaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7614336,
Gayophytum eriospermum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189066,
Gayophytum heterozygum,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189060,
Gayophytum humile,Onagraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3189052,
Gazania lichtensteinii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3112467,
Gazania tenuifolia,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3112504,
Gelasine coerulea,Iridaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2746631,
Genlisea violacea,Lentibulariaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4088196,
Gentianopsis grandis,Gentianaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3844962,
Gentianopsis paludosa,Gentianaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7270601,
Geraea canescens,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091936,
Geraea viscida,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091934,
Geranium brasiliense,Geraniaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2891276,
Geum reptans,Rosaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,5369670,
Gladiolus gueinzii,Iridaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2750060,
Glycine albicans,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5612365,
Glycine argyrea,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5359659,
Glycine falcata,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5359654,
Gomesa bifolia,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5951177,
Gomesa longicornu,Orchidaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,5951155,10944060
Gomesa ranifera,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5826454,
Gomesa varicosa,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5826434,
Gorteria diffusa,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3139403,
Grevillea longifolia,Proteaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3996248,
Grevillea macleayana,Proteaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3996150,
Grindelia ciliata,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3146211,
Grindelia covasii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3146232,
Guibourtia chodatiana,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2964790,
Gymnocladus assamicus,Fabaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2944213,
Habenaria davidii,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2829324,
Habenaria fordii,Orchidaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2829158,
Habenaria limprichtii,Orchidaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2829596,
Habranthus gracilifolius,Amaryllidaceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,2853539,2853541
Handeliodendron bodinieri,Sapindaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,4014664,
Handroanthus impetiginosus,Bignoniaceae,si,,unmatched,unmatched,reject_non_exact_match,FUZZY,ACCEPTED,96,4092242,
Haplopappus paucidentatus,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3100514,
Harmonia hallii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5396010,
Harmonia nutans,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5396011,
Haumania danckelmaniana,Marantaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2762194,
Hauya elegans,Onagraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,7462976,
Hedysarum sulphurescens,Fabaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2961094,
Helenium virginicum,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5401858,
Helianthus anomalus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119246,
Helianthus arizonensis,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119208,
Helianthus atrorubens,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119160,
Helianthus bolanderi,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119141,
Helianthus californicus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119239,
Helianthus carnosus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119193,
Helianthus ciliaris,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119230,
Helianthus cusickii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119247,
Helianthus deserticola,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119233,
Helianthus eggertii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119215,
Helianthus exilis,Asteraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119179,
Helianthus floridanus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119164,
Helianthus glaucophyllus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119218,
Helianthus laciniatus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119155,
Helianthus laevigatus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119237,
Helianthus longifolius,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119154,
Helianthus neglectus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119228,
Helianthus occidentalis,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119248,
Helianthus paradoxus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119149,
Helianthus pumilus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,97,3119245,
Helianthus resinosus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119136,
Helianthus schweinitzii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119168,
Helianthus silphioides,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119158,
Helianthus simulans,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119222,
Helianthus smithii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3119146,
Helianthus verticillatus,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,3119217,
Heliconia tortuosa,Heliconiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,2760644,
Helicteres brevispira,Malvaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,98,8144199,
Heliomeris longifolia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3099321,
Heliomeris multiflora,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3099317,
Heliopsis annua,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5396490,
Heliopsis parvifolia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5396473,
Heliopsis rubra,Asteraceae,si,,unmatched,unmatched,reject_accepted_species_absent_from_master,EXACT,SYNONYM,98,5702074,5396473
Hemiandra pungens,Lamiaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7307107,
Herbertia darwinii,Iridaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5949875,
Herbertia pulchella,Iridaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5297504,
Herbertia quareimana,Iridaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,5297485,
Hesperozygis myrtoides,Lamiaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3885203,
Himatanthus obovatus,Apocynaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,7317373,
Holocarpha heermannii,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091317,
Holocarpha macradenia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091319,
Holocarpha obconica,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091321,
Holocarpha virgata,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3091313,
Holozonia filipes,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3100897,
Hormathophylla spinosa,Brassicaceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3050712,
Hulsea algida,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149948,
Hulsea brevifolia,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149943,
Hulsea californica,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149942,
Hulsea heterochroma,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149941,
Hulsea mexicana,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149944,
Hulsea nana,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149945,
Hulsea vestita,Asteraceae,si,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3149952,
Hyoscyamus muticus,Solanaceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,2928977,
Hypecoum erectum,Papaveraceae,sc,,unmatched,unmatched,reject_not_exact_synonym,EXACT,ACCEPTED,99,3601784,
